"champName","winRate.x","gamesPlayed.x","gamesWon.x","winRate.y","gamesPlayed.y","gamesWon.y","mcNemarP","lbound95","ubound95","chiP"
"Riven",0.4773,483273,230666,0.4891,670385,327885,0,-0.0139,-0.0099,0
"Aatrox",0.4781,848383,405612,0.4796,727459,348889,0,0.0078,0.0112,0
"Akali",0.4631,357889,165738,0.4627,375424,173709,0,0.0242,0.0287,0
"Camille",0.494,612323,302488,0.498,665552,331445,0,-0.0106,-0.0072,0
"Cho'Gath",0.4852,311266,151026,0.4873,308459,150312,0.1341,-6e-04,0.0044,0.0979
"Darius",0.4956,1619122,802437,0.4999,1571155,785420,0,-0.0125,-0.0091,0
"Dr. Mundo",0.5102,356877,182079,0.5132,354686,182025,0,-0.0268,-0.0222,0
"Fiddlesticks",0.5113,184949,94564,0.513,139186,71402,0,-0.0292,-0.0217,0
"Fiora",0.5034,939809,473100,0.502,865704,434583,0,-0.0149,-0.0115,0
"Gangplank",0.472,355268,167686,0.47,352827,165829,0,0.0173,0.022,0
"Garen",0.5225,2101412,1097988,0.524,2078222,1088988,0,-0.0355,-0.0321,0
"Gragas",0.4753,34622,16456,0.478,44015,21039,0.0019,0.0038,0.0171,0
"Hecarim",0.4983,76890,38314,0.4977,70126,34902,0.0012,-0.0139,-0.0034,0
"Heimerdinger",0.5011,128251,64267,0.4977,129927,64665,0,-0.0145,-0.0068,0
"Illaoi",0.5016,618595,310287,0.5012,596439,298935,0,-0.0139,-0.0103,0
"Irelia",0.4622,815045,376714,0.4622,756213,349522,0,0.0253,0.0287,0
"Jax",0.5007,1043653,522557,0.4987,977408,487433,0,-0.0113,-0.0079,0
"Jayce",0.4767,325526,155178,0.4766,336155,160211,0,0.0096,0.0144,0
"Kayle",0.5064,455895,230865,0.5057,452184,228669,0,-0.0182,-0.0141,0
"Kennen",0.4815,231706,111566,0.4855,260756,126597,0.1004,-4e-04,0.005,0.0018
"Kled",0.5093,300929,153263,0.5113,267916,136985,0,-0.0252,-0.0198,0
"Lissandra",0.4877,23966,11688,0.4891,23468,11478,0.4674,-0.0057,0.0124,0.9981
"Malphite",0.5148,865269,445440,0.5157,900767,464526,0,-0.0282,-0.0248,0
"Maokai",0.5214,460400,240053,0.5211,502505,261855,0,-0.0337,-0.0298,0
"Mordekaiser",0.4953,1517234,751486,0.4959,1508048,747841,0,-0.0088,-0.0055,0
"Nasus",0.5204,1028402,535180,0.5199,1015567,527993,0,-0.0322,-0.0289,0
"Neeko",0.5068,47839,24245,0.5028,52332,26313,0,-0.02,-0.0079,0
"Olaf",0.4861,143278,69647,0.489,138214,67587,0.3536,-0.0055,0.002,0.9476
"Pantheon",0.4618,124538,57512,0.4586,119433,54772,0,0.0294,0.0374,0
"Poppy",0.4958,354389,175706,0.4975,325625,161998,0,-0.0104,-0.0056,0
"Quinn",0.516,404054,208492,0.5157,408950,210896,0,-0.0288,-0.0245,0
"Renekton",0.4852,1195708,580158,0.4843,1118117,541504,0,0.0034,0.0068,0
"Rengar",0.5117,148689,76084,0.5107,152564,77914,0,-0.0249,-0.0178,0
"Rumble",0.4846,119917,58112,0.48,166078,79717,0,0.0064,0.0132,0
"Sett",0.4955,1241582,615204,0.4977,1260855,627528,0,-0.0099,-0.0065,0
"Shen",0.5156,848544,437509,0.5142,879143,452055,0,-0.0271,-0.0237,0
"Shyvana",0.5131,80266,41184,0.5141,61737,31739,0,-0.0329,-0.0218,0
"Singed",0.5216,319308,166551,0.524,310915,162919,0,-0.0377,-0.0328,0
"Sion",0.5155,274203,141352,0.5145,311310,160169,0,-0.0287,-0.0237,0
"Skarner",0.4964,23460,11646,0.5022,25904,13009,0.0021,-0.0222,-0.0049,0
"Sylas",0.4721,276209,130398,0.4748,309713,147052,0,0.0125,0.0175,0
"Tahm Kench",0.4949,114048,56442,0.5004,109998,55043,0,-0.0153,-0.007,0
"Teemo",0.5161,1006960,519692,0.5134,1104886,567248,0,-0.0261,-0.0227,0
"Tryndamere",0.5028,732673,368388,0.5014,759754,380941,0,-0.0137,-0.0103,0
"Udyr",0.4476,24987,11184,0.4514,25890,11687,0,0.0308,0.048,0
"Urgot",0.5305,866237,459539,0.5323,871538,463920,0,-0.0447,-0.0413,0
"Vayne",0.4936,385672,190368,0.4914,387419,190378,0.2133,-0.0036,8e-04,0.0225
"Vladimir",0.4816,400749,193001,0.4808,420861,202350,0,0.0062,0.0105,0
"Yasuo",0.4833,394447,190636,0.4796,409784,196532,0,0.0067,0.011,0
"Zac",0.5189,83586,43373,0.5173,89917,46514,0,-0.0314,-0.0221,0
