"champName","winRate.x","gamesPlayed.x","gamesWon.x","winRate.y","gamesPlayed.y","gamesWon.y","mcNemarP","lbound95","ubound95","chiP"
"Quinn",0.4994,322475,161044,0.511,458290,234186,0,-0.0137,-0.0088,0
"Aatrox",0.4798,1128337,541376,0.4826,1079888,521154,0,0.0263,0.0304,0
"Akali",0.4477,385791,172719,0.4522,395614,178897,0,0.0563,0.0607,0
"Camille",0.4837,420788,203535,0.4862,427839,208015,0,0.0229,0.0272,0
"Cassiopeia",0.5108,81659,41711,0.5098,88900,45321,0.0808,-5e-04,0.0088,0.5117
"Cho'Gath",0.48,451934,216928,0.4844,508071,246110,0,0.0245,0.0286,0
"Darius",0.4987,2218650,1106441,0.4982,2129628,1060981,0,0.0117,0.0158,0
"Dr. Mundo",0.5169,593647,306856,0.5157,557058,287275,0,-0.007,-0.0029,0
"Fiora",0.5042,1408346,710088,0.507,1380063,699692,3e-04,0.0017,0.0058,0
"Gangplank",0.4679,468701,219305,0.4652,521951,242812,0,0.0439,0.048,0
"Garen",0.5165,2754207,1422548,0.5153,2611427,1345668,4e-04,-0.0057,-0.0016,0
"Heimerdinger",0.5015,154644,77554,0.4996,155470,77673,0,0.0077,0.0147,0
"Illaoi",0.5131,894013,458718,0.5117,826195,422764,0.7052,-0.0024,0.0017,0.4468
"Irelia",0.4575,957455,438036,0.4583,960412,440157,0,0.0499,0.054,0
"Jax",0.4959,1317478,653337,0.4951,1289572,638467,0,0.0136,0.0177,0
"Jayce",0.4703,371616,174771,0.4735,383590,181630,0,0.0351,0.0396,0
"Kayle",0.5041,595508,300196,0.504,561404,282948,0,0.0043,0.0084,0
"Kennen",0.4786,245213,117359,0.4791,227702,109092,0,0.0283,0.0341,0
"Kled",0.5206,519175,270283,0.5207,499229,259949,0,-0.0119,-0.0078,0
"Malphite",0.5118,1210424,619495,0.5134,1137022,583747,0.0255,-0.0044,-3e-04,0.0061
"Maokai",0.5259,1195865,628905,0.5279,1117926,590153,0,-0.0199,-0.0158,0
"Mordekaiser",0.501,2124786,1064518,0.499,1969766,982913,0,0.01,0.014,0
"Nasus",0.5272,1815032,956885,0.5257,1724815,906735,0,-0.016,-0.0119,0
"Neeko",0.5015,68324,34264,0.5059,65899,33338,0.0295,6e-04,0.0114,0.0143
"Olaf",0.4888,203911,99672,0.4909,193732,95103,0,0.0177,0.024,0
"Ornn",0.4959,1147513,569052,0.4972,1095735,544799,0,0.0115,0.0156,0
"Pantheon",0.4577,209868,96057,0.458,208551,95516,0,0.0511,0.0571,0
"Poppy",0.4915,371874,182776,0.4931,373417,184132,0,0.016,0.0205,0
"Renekton",0.487,1886726,918836,0.486,1718178,835035,0,0.0227,0.0268,0
"Rengar",0.5128,213676,109573,0.5086,226781,115341,0.2512,-0.0012,0.0046,0.0616
"Riven",0.4798,697460,334641,0.4833,622631,300918,0,0.0258,0.0299,0
"Rumble",0.4853,180348,87523,0.4859,166826,81061,0,0.0209,0.0277,0
"Shen",0.5102,1032529,526796,0.5105,940509,480130,0.8524,-0.0019,0.0022,0.5792
"Shyvana",0.5154,132038,68052,0.5135,95558,49069,0.0437,-0.0091,-1e-04,0.1596
"Singed",0.5245,388399,203715,0.5221,389352,203281,0,-0.0135,-0.009,0
"Sion",0.5157,401227,206913,0.5144,407391,209562,0.0062,-0.0052,-9e-04,0.0016
"Skarner",0.5027,16845,8468,0.506,17727,8970,0.881,-0.0111,0.0096,0.192
"Swain",0.4967,71194,35362,0.4962,68401,33941,0,0.0083,0.0189,0
"Sylas",0.4708,430019,202453,0.4709,465667,219283,0,0.0379,0.042,0
"Tahm Kench",0.4936,113897,56220,0.4977,110310,54901,0,0.0072,0.0156,0
"Teemo",0.5159,1309235,675434,0.5162,1345751,694677,0,-0.0081,-0.004,0
"Tryndamere",0.4969,1083110,538197,0.497,1025784,509815,0,0.0116,0.0157,0
"Udyr",0.4443,31064,13802,0.4399,27369,12040,0,0.0659,0.0825,0
"Vayne",0.4875,488092,237945,0.4871,481365,234473,0,0.0218,0.0259,0
"Vladimir",0.4756,588937,280098,0.4769,567358,270573,0,0.0321,0.0362,0
"Volibear",0.523,422137,220778,0.5212,421322,219593,0,-0.0127,-0.0084,0
"Yasuo",0.4873,560964,273358,0.4871,529946,258137,0,0.022,0.0261,0
"Yorick",0.5268,587682,309591,0.5272,599411,316009,0,-0.018,-0.0139,0
