"champName","winRate.x","gamesPlayed.x","gamesWon.x","winRate.y","gamesPlayed.y","gamesWon.y","mcNemarP","lbound95","ubound95","chiP"
"Quinn",0.4939,52325,25843,0.5007,39640,19848,0.0619,-0.0136,3e-04,0.0407
"Aphelios",0.477,1191781,568480,0.4843,1168533,565921,0,0.0113,0.0253,0
"Ashe",0.5103,2864736,1461875,0.5113,2461075,1258348,2e-04,-0.0203,-0.0064,0
"Caitlyn",0.5003,3728121,1865179,0.502,3309749,1661494,0.3299,-0.0104,0.0035,0.6086
"Cassiopeia",0.5319,133420,70966,0.531,123984,65836,0,-0.0406,-0.0267,0
"Corki",0.4821,41537,20025,0.4779,30181,14423,0,0.0141,0.0299,0
"Draven",0.5002,914204,457285,0.5021,784012,393652,0.5689,-0.009,0.0049,0.5884
"Ezreal",0.4868,4646728,2262027,0.4914,4530378,2226228,0.0096,0.0022,0.0162,2e-04
"Heimerdinger",0.5174,76890,39783,0.5207,61799,32179,0,-0.0254,-0.0115,0
"Jhin",0.5155,2874069,1481583,0.5157,2521036,1300098,0,-0.0215,-0.0075,0
"Jinx",0.5126,2436612,1249007,0.5139,2084085,1071011,0,-0.0251,-0.0112,0
"Kai'Sa",0.4733,2380280,1126587,0.4759,2205156,1049434,0,0.0189,0.0328,0
"Kalista",0.489,601027,293902,0.4905,532126,261008,0.0177,0.0015,0.0154,1e-04
"Kog'Maw",0.5163,286668,148007,0.5167,247016,127633,0,-0.0274,-0.0135,0
"Lucian",0.4836,2330548,1127053,0.4824,2425193,1169913,0,0.0133,0.0273,0
"Syndra",0.5177,124279,64339,0.5186,136382,70728,0,-0.0222,-0.0082,0
"Taliyah",0.5134,16041,8235,0.5315,15499,8238,0,-0.0439,-0.0216,0
"Tristana",0.4909,1694893,832023,0.4924,1404372,691513,0.0111,0.0021,0.016,0.0011
"Twitch",0.5103,682642,348352,0.51,577528,294539,0.0481,-0.014,-1e-04,3e-04
"Varus",0.505,2204016,1113028,0.5066,1828670,926404,0.0296,-0.0147,-8e-04,0.0202
"Vayne",0.5105,2798357,1428561,0.5109,2480785,1267433,1e-04,-0.0205,-0.0065,1e-04
"Veigar",0.5247,119001,62440,0.5264,100930,53130,0,-0.0312,-0.0173,0
"Xayah",0.4826,976498,471258,0.4847,803708,389557,1e-04,0.007,0.0209,0
"Yasuo",0.5322,531717,282980,0.5346,454784,243128,0,-0.038,-0.024,0
"Ziggs",0.5256,155347,81650,0.528,115637,61056,0,-0.0326,-0.0188,0
