"champName","winRate.x","gamesPlayed.x","gamesWon.x","winRate.y","gamesPlayed.y","gamesWon.y","mcNemarP","lbound95","ubound95","chiP"
"Senna",0.5237,559725,293128,0.4954,293145,145224,0,0.025,0.0301,0
"Ashe",0.5127,2220015,1138202,0.5095,2327400,1185810,0,-0.0169,-0.0118,0
"Caitlyn",0.502,3869411,1942444,0.5037,4129390,2079974,0,-0.0111,-0.006,0
"Cassiopeia",0.539,99238,53489,0.5389,101369,54628,0,-0.0484,-0.0398,0
"Corki",0.4788,23654,11326,0.4781,25137,12018,1e-04,0.0093,0.0268,0
"Ezreal",0.4807,4432946,2130917,0.4842,4499405,2178612,0,0.0077,0.0128,0
"Heimerdinger",0.5203,118247,61524,0.5213,113272,59049,0,-0.0327,-0.0245,0
"Jhin",0.5223,2547389,1330501,0.5192,2952313,1532841,0,-0.0271,-0.022,0
"Jinx",0.5128,2348990,1204562,0.514,2608334,1340684,0,-0.0219,-0.0168,0
"Kalista",0.4983,554503,276309,0.4977,705957,351355,0.0626,-0.005,1e-04,0.0363
"Kog'Maw",0.5209,199844,104099,0.5178,227362,117728,0,-0.025,-0.0192,0
"Lucian",0.4899,2370076,1161100,0.4883,2551813,1246050,0,0.0057,0.0108,0
"Miss Fortune",0.5204,4168706,2169395,0.5201,4233330,2201755,0,-0.0274,-0.0223,0
"Quinn",0.4938,39398,19455,0.4942,44606,22044,0.1897,-0.011,0.0022,0.635
"Tahm Kench",0.5559,112833,62724,0.5042,57947,29217,0.0051,-0.014,-0.0025,1e-04
"Taliyah",0.5216,31691,16530,0.5209,24968,13006,0,-0.0344,-0.0169,0
"Tristana",0.4908,1260339,618574,0.4886,1479471,722870,0,0.0043,0.0094,0
"Twitch",0.5076,448013,227411,0.5064,536997,271935,0,-0.0135,-0.0083,0
"Varus",0.5002,1069402,534915,0.5037,1549382,780424,0,-0.0116,-0.0065,0
"Vayne",0.5126,2366345,1212988,0.5106,2609520,1332421,0,-0.0193,-0.0142,0
"Xayah",0.4743,854278,405184,0.4743,879834,417305,0,0.0176,0.0227,0
"Yasuo",0.5287,457023,241628,0.53,489678,259529,0,-0.0374,-0.0323,0
"Ziggs",0.5335,76004,40548,0.5324,75202,40038,0,-0.0417,-0.0316,0
