"champName","winRate.x","gamesPlayed.x","gamesWon.x","winRate.y","gamesPlayed.y","gamesWon.y","mcNemarP","lbound95","ubound95","chiP"
"Corki",0.4668,18385,8582,0.4759,26392,12560,0.0203,-0.0223,-0.0019,0.0575
"Ashe",0.513,1671027,857237,0.5158,2061208,1063171,0,-0.0454,-0.0283,0
"Caitlyn",0.486,3295977,1601845,0.4868,3213722,1564440,0.0252,-0.0182,-0.0012,4e-04
"Cassiopeia",0.539,88945,47941,0.533,104619,55762,0,-0.0673,-0.0503,0
"Heimerdinger",0.5201,120126,62478,0.5203,124106,64572,0,-0.0524,-0.0354,0
"Jhin",0.5124,2291939,1174390,0.5141,2504390,1287507,0,-0.0413,-0.0243,0
"Kai'Sa",0.4662,2213024,1031712,0.4671,2105861,983648,0.1127,-0.0016,0.0154,0.0044
"Kalista",0.4896,211455,103528,0.4964,256069,127113,0,-0.0324,-0.0153,0
"Kog'Maw",0.5166,166464,85995,0.5176,184569,95533,0,-0.0505,-0.0335,0
"Lucian",0.4942,2504062,1237507,0.491,2704584,1327951,0.01,-0.0198,-0.0027,0
"Quinn",0.4942,31646,15639,0.4937,36186,17865,0,-0.0273,-0.0103,0
"Sivir",0.4954,450166,223012,0.4965,476386,236526,0,-0.0316,-0.0147,0
"Syndra",0.4892,53648,26245,0.4944,64487,31882,0,-0.0277,-0.0107,0
"Taliyah",0.5087,74771,38036,0.51,59217,30201,0,-0.044,-0.027,0
"Tristana",0.4892,1098318,537297,0.4904,1192158,584634,7e-04,-0.0233,-0.0063,0
"Twitch",0.5119,342517,175334,0.5099,395795,201816,0,-0.0478,-0.0307,0
"Varus",0.4932,834366,411509,0.4929,885721,436572,1e-04,-0.025,-0.0081,0
"Vayne",0.5084,1932365,982414,0.5113,2246594,1148684,0,-0.0409,-0.0238,0
"Xayah",0.4762,942139,448647,0.4756,1011920,481269,0.5071,-0.0056,0.0114,0.9228
"Yasuo",0.521,335902,175005,0.5259,374590,196997,0,-0.0567,-0.0397,0
