"champName","winRate.x","gamesPlayed.x","gamesWon.x","winRate.y","gamesPlayed.y","gamesWon.y","mcNemarP","lbound95","ubound95","chiP"
"Yasuo",0.5216,398009,207601,0.5155,413879,213355,0,0.0039,0.0083,0
"Ashe",0.5107,2341433,1195770,0.5138,2638200,1355507,0.0543,0,0.0043,0.0418
"Caitlyn",0.5052,2816421,1422856,0.5063,2854421,1445193,0,0.0069,0.0112,0
"Corki",0.4676,23755,11108,0.4655,22487,10468,0,0.0389,0.0574,0
"Draven",0.5023,716400,359848,0.5036,706801,355945,0,0.0107,0.0151,0
"Ezreal",0.5,4692349,2346174,0.4971,4814903,2393488,0,0.0164,0.0207,0
"Heimerdinger",0.5125,58553,30008,0.5161,59735,30829,0.5371,-0.0075,0.0039,0.7855
"Jhin",0.5203,2242161,1166596,0.5222,2352272,1228356,0,-0.0107,-0.0064,0
"Jinx",0.5181,1763355,913594,0.5172,1806235,934185,0.065,-0.0042,1e-04,0.0485
"Kai'Sa",0.4804,2180927,1047717,0.4824,2436930,1175575,0,0.031,0.0353,0
"Kog'Maw",0.5232,245436,128412,0.5214,336417,175408,0,-0.0088,-0.0041,0
"Miss Fortune",0.5034,2050270,1032106,0.5042,1935976,976119,0,0.0092,0.0135,0
"Sivir",0.5086,554122,281826,0.5099,561454,286285,0,0.0031,0.0074,0
"Taliyah",0.5144,13659,7026,0.5151,16464,8481,0.1042,-0.0018,0.0197,0.9244
"Tristana",0.4915,1104587,542905,0.4905,1058335,519113,0,0.0217,0.026,0
"Twitch",0.5135,570559,292982,0.5145,652796,335864,0.0586,-1e-04,0.0042,0.3138
"Vayne",0.5094,2031079,1034632,0.5081,1964180,998000,0,0.0061,0.0105,0
"Veigar",0.5199,75580,39294,0.5185,79834,41394,0.0317,-0.0103,-5e-04,0.1204
"Ziggs",0.5118,67777,34688,0.5125,72014,36907,0.9916,-0.0052,0.0051,0.1367
