"JungleBalanced1.champName","JungleBalanced1.winRate.x","JungleBalanced1.gamesPlayed.x","JungleBalanced1.gamesWon.x","JungleBalanced1.winRate.y","JungleBalanced1.gamesPlayed.y","JungleBalanced1.gamesWon.y"
"Jax",0.5022,1371180,688607,0.501,1081229,541696
"Qiyana",0.4065,287622,116918,0.3819,177761,67887
"Sejuani",0.4803,405096,194568,0.4764,282383,134527
"Sett",0.5062,550867,278849,0.5443,472086,256956
"Shyvana",0.5186,570742,295987,0.5195,486290,252628
"Sylas",0.4676,207815,97174,0.4772,169135,80711
"Trundle",0.4997,258298,129072,0.5268,408867,215391
"Vi",0.5147,1183371,609081,0.5174,876301,453398
