"JungleBalanced13.champName","JungleBalanced13.winRate.x","JungleBalanced13.gamesPlayed.x","JungleBalanced13.gamesWon.x","JungleBalanced13.winRate.y","JungleBalanced13.gamesPlayed.y","JungleBalanced13.gamesWon.y"
"Karthus",0.4778,203236,97106,0.5043,468914,236473
"Kha'Zix",0.488,700791,341986,0.5158,1614285,832648
"Nocturne",0.5089,984338,500930,0.5101,918232,468390
"Nunu",0.5158,767253,395749,0.5117,1000131,511767
"Sejuani",0.4884,306885,149883,0.4928,362461,178621
"Trundle",0.5081,642452,326430,0.4936,442114,218227
"Vi",0.5259,944459,496691,0.5256,985641,518053
"Volibear",0.5435,1456670,791700,0.5292,1327685,702611
"Wukong",0.5109,508587,259837,0.4963,399313,198179
