"champName","laneRate","winRate","pickRate","banRate","gamesPlayed"
"Olaf",0.14,34.01,0.01,8.72,1623
"Twisted Fate",1.46,40.93,0.05,0.41,7772
"Xin Zhao",0.35,37.07,0.02,0.6,2371
"Urgot",0.48,38.98,0.02,1.76,2363
"Vladimir",0.19,32.21,0.02,9.25,2698
"Master Yi",0.15,30.72,0.02,28.75,3405
"Ryze",0.34,33.44,0.02,1.79,3298
"Sivir",0.46,29.26,0.01,0.35,2095
"Tristana",0.51,30.06,0.04,1.33,6188
"Warwick",0.13,33.77,0.01,3.81,1824
"Tryndamere",0.19,33.06,0.01,5.04,1715
"Jax",0.26,37.41,0.03,10.47,5213
"Evelynn",0.2,31.9,0.01,3.79,1025
"Twitch",0.48,33.85,0.02,0.66,2916
"Amumu",1.58,46.93,0.08,0.66,12364
"Rammus",1.24,40.94,0.04,4.04,6200
"Dr. Mundo",1.09,41.33,0.05,2.06,7670
"Kassadin",0.17,27.6,0.01,10.16,1402
"Irelia",0.18,28.84,0.01,3.55,2195
"Gangplank",0.33,31.72,0.01,0.77,1463
"Corki",0.54,34.21,0,0.19,605
"Caitlyn",0.34,29.19,0.07,18.31,11400
"Katarina",0.53,38.63,0.05,7.48,7017
"Nocturne",0.12,34.01,0.01,5.86,1467
"Renekton",0.21,33.57,0.02,5.89,2526
"Jarvan IV",1.4,46.12,0.11,1.3,17832
"Elise",0.2,42.24,0.02,9.6,2585
"Orianna",1.81,44.52,0.09,0.64,13214
"Lee Sin",0.41,38.9,0.09,24.2,14101
"Vayne",0.32,27.92,0.05,9.72,7619
"Cassiopeia",0.56,40.03,0.03,4.27,4162
"Skarner",1.48,42.86,0.01,0.07,1484
"Nasus",0.37,34.63,0.02,4.68,3644
"Udyr",0.25,31.63,0.01,0.58,784
"Ezreal",1.16,34.58,0.16,1.5,24799
"Mordekaiser",0.64,39.53,0.08,27.25,12827
"Yorick",0.28,34.67,0.01,1.33,1275
"Akali",0.22,31.95,0.03,24.7,3922
"Garen",0.44,34.56,0.05,7.79,8218
"Talon",0.27,34.26,0.02,5.16,2744
"Riven",0.33,35.22,0.02,1.23,2527
"Kog'Maw",0.96,39.1,0.01,0.09,1739
"Shyvana",0.2,40.12,0.01,0.56,1037
"Ahri",1.67,47.54,0.14,3.65,22484
"Graves",0.36,36.98,0.01,0.34,1839
"Fizz",0.46,43.65,0.04,19.33,6545
"Rengar",0.71,41.33,0.04,2.63,5647
"Varus",0.92,40.01,0.05,0.32,8036
"Viktor",0.87,44.2,0.02,0.18,2889
"Sejuani",1.38,42.64,0.03,0.26,4043
"Fiora",0.13,30.44,0.01,8.38,1429
"Draven",0.41,26.75,0.02,8.13,3398
"Hecarim",0.17,30.88,0.01,0.95,868
"Kha'Zix",0.07,33.38,0,3.25,773
"Darius",0.28,37.93,0.03,37.52,5101
"Jayce",0.36,37.14,0.01,0.24,805
"Diana",0.28,40.19,0.04,24.79,5446
"Quinn",0.43,40.39,0.01,3.02,1874
"Kayn",0.08,35.68,0.01,3.4,939
"Kai'Sa",0.27,27.21,0.04,2.67,6185
"Gnar",0.49,37.63,0.01,0.57,1730
"Yasuo",0.37,34.11,0.08,48.33,12083
"Camille",1.01,43.87,0.03,0.61,5263
"Jhin",0.42,32.77,0.06,3.25,9836
"Kindred",0.25,31.99,0.01,0.32,869
"Jinx",0.39,30.27,0.06,1.97,9235
"Lucian",0.28,29.89,0.05,3.8,8239
"Zed",0.47,38.83,0.05,29.92,8190
"Kled",0.45,41.91,0.01,2.22,2231
"Ekko",0.25,43.2,0.05,29.72,7183
"Qiyana",0.48,40.52,0.03,5.16,4245
"Vi",0.25,42.16,0.01,0.88,2194
"Aatrox",0.3,35.09,0.02,3.74,2944
"Azir",1.16,37.76,0.01,0.19,2272
"Illaoi",0.7,37.66,0.03,8.72,5136
"Rek'Sai",0.11,37.14,0,1.72,560
"Kalista",0.54,28.03,0.01,0.14,1213
"Xayah",0.32,25.87,0.02,0.99,2992
"Sylas",1.27,44.04,0.11,3.4,16386
"Aphelios",0.44,29.01,0.04,42.05,5491
"Sett",1.74,51.42,0.36,58.38,55738
"Blitzcrank",99.16,52.29,12.59,28.24,1953264
"Leona",98.94,51.62,16.51,31.48,2561225
"Nami",99.6,53.06,9.19,0.91,1425528
"Bard",97.44,51.24,3.32,0.38,514877
"Taric",71.9,52.63,2.2,1.31,340583
"Sona",92.21,53.65,4.24,0.3,657913
"Shaco",16,52.34,1.23,10.96,191162
"Janna",98.66,51.82,4.41,0.26,684467
"Soraka",72.01,51.76,7.57,4.65,1173889
"Nautilus",96.1,50.47,14.34,32.69,2224934
"Taliyah",9.39,49.67,0.17,0.14,27108
"Maokai",32.24,51.91,0.65,0.13,100465
"Zilean",80.06,51.4,2.31,0.49,358509
"Zac",4.44,49.88,0.27,2.02,41549
"Pantheon",6.72,47.61,0.3,1.45,47263
"Thresh",99.26,49.18,17.62,6.85,2732870
"Lulu",93.67,50.49,5.7,1.28,883594
"Vel'Koz",55.51,50.63,2.65,0.71,410669
"Swain",72.13,51.93,4.08,2.22,633441
"Pyke",90.75,48.72,10.72,18.65,1662467
"Zyra",91.84,51.61,4.05,1.79,627638
"Brand",80.67,51.92,5.71,6.55,885311
"Rakan",98.91,48.97,4.13,0.42,640146
"Ziggs",8.87,49.03,0.26,0.22,40308
"Senna",47.6,48.69,9.4,19.53,1458476
"Kennen",3.05,46.96,0.07,0.57,10349
"Sion",10.6,49.11,0.16,0.11,25449
"Karthus",2.13,43.65,0.04,0.45,6769
"Wukong",2.12,47.45,0.04,0.18,6615
"Poppy",12.93,47.56,0.34,0.27,52284
"Braum",99.21,48.6,4.22,0.83,654535
"Gragas",5.82,45.47,0.18,0.26,27954
"Xerath",46.33,49.8,2.48,1.34,385205
"Tahm Kench",65.4,46.03,0.97,0.27,149734
"LeBlanc",2.76,46.03,0.18,11.04,27751
"Volibear",8.53,49.01,0.35,0.71,54591
"Karma",82.35,49.21,3.68,0.33,570714
"Rumble",2.71,45.6,0.11,0.82,17747
"Nidalee",2.16,41.93,0.08,0.62,11983
"Shen",15.25,48.02,0.81,0.43,125003
"Galio",26.4,47.22,0.75,0.44,115927
"Heimerdinger",4.75,46.76,0.13,1.23,20406
"Aurelion Sol",2.02,41.75,0.02,0.17,2738
"Fiddlesticks",62.37,49.31,1.86,0.66,288152
"Syndra",2.21,43.36,0.1,1.49,16259
"Zoe",4.94,43.44,0.17,1.7,26250
"Morgana",90.71,48.93,12.03,34.7,1865575
"Yuumi",97.39,46.61,3.5,1.44,542631
"Neeko",26.09,47.36,0.82,0.57,126533
"Alistar",98.37,48.98,3.12,0.49,484239
"Veigar",18.13,47.59,1.41,3.23,218700
"Cho'Gath",3.73,45.08,0.14,0.96,21682
"Lux",62.52,48.2,9.87,3.65,1530316
"Annie",14.02,46.88,0.36,0.61,56267
"Trundle",3.73,46.84,0.14,0.37,21616
"Ornn",3.49,45.09,0.3,5.01,46155
"Miss Fortune",2.01,41.21,0.5,9.91,78055
"Kayle",2.28,44.38,0.07,0.67,11140
"Ivern",5.85,42.61,0.05,0.18,7560
"Malphite",28.91,48.61,2.88,3.4,446805
