"champName","laneRate","winRate","pickRate","banRate","gamesPlayed"
"Syndra",1.99,46.49,0.14,3.54,29378
"Kayn",0.13,36.73,0.01,2.57,1952
"Kai'Sa",0.27,28.03,0.03,1.94,7129
"Gnar",0.46,39.98,0.01,0.69,2426
"Yasuo",0.37,34.88,0.07,49.01,14253
"Camille",1.07,46.06,0.03,0.45,5610
"Jhin",0.38,33.58,0.06,4.67,11806
"Kindred",0.23,33.93,0,0.34,1011
"Jinx",0.39,31.08,0.05,1.88,10139
"Lucian",0.3,28.39,0.04,3.14,8872
"Zed",0.43,38.29,0.04,30.52,9133
"Kled",0.61,45.54,0.02,1.84,3590
"Ekko",0.35,43.54,0.05,18.16,10993
"Qiyana",0.9,44.35,0.02,0.84,4133
"Vi",0.29,42.13,0.01,0.7,2860
"Aatrox",0.31,35.4,0.02,4.32,3969
"Azir",0.74,38.87,0.02,0.38,3784
"Illaoi",0.65,38.94,0.03,10.9,6033
"Rek'Sai",0.18,39.7,0,1.43,854
"Kalista",0.32,27.24,0.01,1.49,2324
"Xayah",0.28,27.51,0.02,0.87,3413
"Sylas",1.21,44.92,0.15,13.61,30060
"Aphelios",0.37,24.41,0.02,12.15,3851
"Nami",99.62,53.38,7.74,0.72,1583064
"Janna",98.68,52.31,4.23,0.27,864222
"Bard",98.36,51.35,3.85,1.04,787232
"Shaco",16.35,52.86,1.11,9.84,226003
"Taric",94.11,52.72,2.99,0.63,611205
"Lulu",95.93,50.81,7.42,2.29,1517501
"Maokai",21.73,52.59,1.79,3.08,365521
"Blitzcrank",99.22,51.53,10.94,31.75,2236809
"Leona",99.09,50.77,12.37,27.09,2528984
"Zilean",78.8,51.74,2.93,1.03,598176
"Nautilus",96.34,49.98,11.89,27.67,2430767
"Zac",3.55,50.41,0.31,11.95,63606
"Taliyah",8.71,49.55,0.07,0.05,14762
"Sona",98.28,52.21,3.7,0.26,755759
"Xerath",46.75,51.03,2.97,2.16,606883
"Senna",93.33,49.55,8.54,9.1,1745799
"Vel'Koz",47.79,51.61,2.59,1.24,528999
"Soraka",96.37,50.69,5.54,1.26,1131733
"Galio",23.84,50.97,1.46,2.88,297705
"Swain",75.09,52.28,3.72,2.24,759873
"Pantheon",7.9,48.25,0.44,3.88,90279
"Brand",81.02,52.42,5.61,8.6,1146630
"Yuumi",99.07,49.15,10,15.54,2044259
"Zyra",90.22,51.74,4.78,2.4,976208
"Alistar",98.37,50.43,4.1,0.61,837891
"Thresh",99.15,48.51,16.14,6.9,3300425
"Pyke",87.77,48.75,9.16,18.29,1872679
"Sett",18.25,48.18,2.52,25.21,515135
"Shen",13.82,48.85,0.88,0.87,180153
"Karma",85.96,49.58,3.85,0.35,786433
"Rakan",99,48.6,4.01,0.37,818958
"Gragas",4.86,45.57,0.14,0.24,29378
"Sion",8.63,50.45,0.21,0.16,42340
"LeBlanc",2.5,45.23,0.17,11.41,35732
"Poppy",12.23,47.92,0.36,0.42,73825
"Ziggs",9.2,49.23,0.25,0.24,50612
"Orianna",2.54,47.88,0.12,0.68,25078
"Zoe",4.88,43.76,0.18,2.69,37567
"Heimerdinger",4.41,47.16,0.11,1.34,22732
"Kennen",3.38,46.22,0.05,0.35,11005
"Rumble",4.25,47.15,0.1,0.4,20764
"Volibear",9.35,49.26,0.51,1.29,103335
"Morgana",85.94,49.64,12.72,36.77,2600204
"Nidalee",3.27,41.37,0.07,0.38,13844
"Ivern",7.01,45.52,0.05,0.19,10688
"Aurelion Sol",2.23,40.48,0.02,0.14,3557
"Neeko",23.21,48.84,0.86,0.73,176664
"Lux",63.97,49.12,10.8,5.36,2207011
"Lissandra",2.68,45.38,0.05,0.38,11137
"Tahm Kench",52.94,44.68,0.83,0.39,169981
"Braum",99.22,48.35,4.09,0.97,835967
"Ornn",3.7,44.56,0.23,3.56,47765
"Fiddlesticks",19.79,46.04,1.06,5.81,216223
"Veigar",16.7,48.3,1.4,3.78,285866
"Malzahar",2.28,46.08,0.09,5.27,18785
"Singed",2.7,41.56,0.06,0.37,11382
"Teemo",6.27,47.8,0.5,10.75,102107
"Annie",11.48,46.71,0.35,0.65,71550
"Cho'Gath",4.62,45.57,0.17,0.91,33869
"Malphite",22.87,49.17,2.56,3.98,522564
"Anivia",10.99,45.48,0.21,0.43,42385
"Nunu",2.5,29.54,0.08,0.48,16501
"Kayle",2.44,43.8,0.08,0.59,17115
"Ashe",2.86,44.69,0.45,2.96,92846
