"champName","laneRate","winRate","pickRate","banRate","gamesPlayed"
"Graves",0.12,38.71,0,0.38,726
"Fizz",0.45,45.68,0.04,18.22,8081
"Rengar",0.67,40.93,0.03,2.94,6056
"Varus",0.35,40.72,0.02,0.36,3659
"Viktor",0.91,45.54,0.02,0.17,3208
"Sejuani",0.84,42.44,0.02,0.32,3520
"Fiora",0.2,42.72,0.02,9.8,2886
"Draven",0.16,33.17,0.01,8.8,1676
"Hecarim",0.1,32.5,0,1.14,643
"Kha'Zix",0.05,38.34,0,3.64,613
"Darius",0.3,41.05,0.03,40.29,6428
"Jayce",0.11,34.97,0,0.28,326
"Diana",0.33,43.79,0.04,24.87,7485
"Quinn",0.65,43.63,0.02,3.97,4034
"Syndra",1.86,45.4,0.1,1.63,18975
"Aurelion Sol",1.7,40.82,0.01,0.18,2695
"Kayn",0.04,35.83,0,4.09,653
"Kai'Sa",0.13,34.35,0.02,3.61,4498
"Gnar",0.43,40.55,0.01,0.71,2059
"Yasuo",0.75,43.45,0.16,50.51,30075
"Camille",0.76,44.35,0.03,0.68,5053
"Jhin",0.17,37.9,0.03,3.65,5055
"Kindred",0.4,40.2,0.01,0.33,1679
"Jinx",0.17,37.02,0.02,2.09,4497
"Lucian",0.13,36.6,0.02,3.73,4426
"Zed",0.49,40.17,0.06,31.81,10425
"Kled",0.12,41.82,0,2.54,770
"Ekko",0.21,44.56,0.04,24.28,7076
"Qiyana",0.46,41.86,0.03,5.23,5272
"Vi",0.18,42.95,0.01,1.01,2163
"Aatrox",0.36,39.33,0.02,4.3,4241
"Azir",0.96,38.43,0.01,0.22,2438
"Illaoi",0.6,39.83,0.03,9.42,5263
"Rek'Sai",0.08,37.99,0,1.7,487
"Kalista",0.21,34.28,0,0.19,563
"Sylas",1.13,42.35,0.1,3.46,17954
"Leona",98.57,51.66,16.47,23.23,3078760
"Taric",80.92,53.08,1.95,0.49,364909
"Nautilus",95.41,51.46,14.9,30.35,2784106
"Blitzcrank",98.31,52.3,12.11,28.63,2262559
"Nami",99.49,53.5,10.09,1.11,1886022
"Shaco",15.15,52.3,1.1,11.47,205130
"Taliyah",5.23,49.23,0.07,0.09,12745
"Bard",96.74,50.91,3.04,0.38,568672
"Soraka",97.01,51.67,8.11,2.15,1516356
"Janna",98.69,51.61,4.83,0.32,901922
"Zilean",79.13,51.38,2.31,0.52,432276
"Brand",80.46,51.85,5.62,6.91,1050194
"Thresh",99.07,49.33,17.88,7.09,3342393
"Pantheon",4.36,46.17,0.19,1.74,34853
"Vel'Koz",53.63,50.83,2.59,0.73,484059
"Swain",70.14,51.83,4.17,2.56,778541
"Maokai",27.21,51.75,0.57,0.14,107220
"Senna",71.11,48.76,10.65,18.42,1991097
"Braum",99.03,48.89,3.77,0.79,704365
"Xayah",2.99,46.59,0.2,1.28,37768
"Rakan",98.52,49.01,4.44,0.48,828938
"Sona",97.43,50.28,2.63,0.16,491648
"Alistar",98.08,49.14,3.1,0.53,578689
"Zac",3.14,48.98,0.18,1.83,34347
"Zyra",92.58,51.5,4.48,2.09,837174
"Miss Fortune",6.34,47.83,1.39,6.38,259154
"Kog'Maw",3.26,47.74,0.04,0.09,7115
"Pyke",90.65,48.28,10.52,20.37,1966035
"Aphelios",7.48,46.7,0.66,52.31,123310
"Gragas",5.31,45.63,0.17,0.29,31495
"Fiddlesticks",60.71,49.27,1.82,0.71,340378
"Heimerdinger",4.48,47.14,0.14,1.6,26087
"Poppy",11.55,46.66,0.3,0.31,55914
"Tahm Kench",55.81,44.61,0.74,0.3,138433
"Sett",2.27,46.7,0.32,24.97,59376
"Morgana",91.41,49.05,12.88,35.2,2406590
"LeBlanc",2.34,45.24,0.14,10.38,26472
"Galio",24.24,46.81,0.74,0.48,138687
"Karma",84.44,47.81,3.15,0.27,588433
"Xerath",43.71,49.65,2.52,1.49,471100
"Volibear",7.49,48.5,0.33,0.78,61845
"Shen",14.04,47.89,0.72,0.43,135000
"Zoe",3.91,43.28,0.13,1.79,23426
"Sion",7.39,48.58,0.12,0.12,22212
"Yuumi",97.45,45.73,3.22,1.72,601462
"Ziggs",8.09,47.66,0.14,0.13,26292
"Tristana",3.19,47.27,0.27,1.51,51295
"Cho'Gath",2.59,45.2,0.11,1.16,19681
"Lulu",94.56,48.53,4.86,1.13,909031
"Neeko",24.36,46.77,0.84,0.67,157626
"Veigar",17,47.25,1.41,3.51,262922
"Ornn",2.47,44.8,0.2,5.08,37169
"Ivern",3.35,42,0.03,0.18,5052
"Lux",60.81,48.11,10.29,4.07,1922563
"Lissandra",2.15,44.59,0.04,0.35,7409
"Annie",13.51,46.07,0.35,0.66,65297
"Anivia",7.6,44.63,0.15,0.42,28749
"Teemo",5.83,46.28,0.47,11.16,87432
"Malphite",25.38,48.28,2.63,4.02,491697
"Trundle",2.82,39.75,0.06,0.19,11249
