"champName","laneRate","winRate","pickRate","banRate","gamesPlayed"
"Shyvana",0.14,36.2,0.01,1.89,1083
"Ahri",1.95,48.63,0.13,2.51,20675
"Graves",0.15,36.65,0.01,11.75,2229
"Fizz",0.48,43.42,0.04,19.69,5834
"Volibear",1.61,45.04,0.27,24.84,43181
"Rengar",0.93,41.91,0.03,1.78,4894
"Varus",1.54,42.91,0.1,6.8,15905
"Viktor",0.85,43.41,0.02,0.31,3462
"Sejuani",1.51,44.6,0.03,0.25,4854
"Fiora",0.13,31.24,0.01,7.43,1303
"Draven",0.37,24.06,0.02,6.92,2706
"Hecarim",0.14,31.32,0.01,1.36,1012
"Kha'Zix",0.1,32.91,0,1.59,717
"Darius",0.3,37.11,0.03,50.18,4969
"Jayce",0.33,37.24,0.01,0.56,1485
"Diana",0.29,39.82,0.02,12.2,3541
"Quinn",0.58,40.23,0.02,2.48,2856
"Syndra",1.99,43.45,0.13,5.54,20223
"Aurelion Sol",1.99,41.12,0.02,0.15,2685
"Kayn",0.08,34.54,0.01,15.96,1937
"Kai'Sa",0.29,26.99,0.05,2.33,7178
"Gnar",0.46,39.4,0.02,1.12,2566
"Yasuo",0.34,32.83,0.06,47.49,9984
"Camille",0.87,44.53,0.04,0.74,6202
"Jhin",0.4,33.55,0.06,5.21,9743
"Kindred",0.21,33.78,0,0.36,746
"Jinx",0.41,30.71,0.05,1.58,7511
"Lucian",0.35,29.24,0.05,3.09,7292
"Zed",0.41,37.76,0.04,28.01,7026
"Kled",0.68,44.16,0.01,1.38,2353
"Ekko",0.29,42.63,0.05,19.35,7699
"Qiyana",0.91,45.1,0.02,0.56,2967
"Vi",0.32,41.23,0.02,0.96,3141
"Aatrox",0.32,36.18,0.02,4.18,3018
"Azir",0.84,39.09,0.02,0.34,3019
"Illaoi",0.77,38.63,0.03,9.62,4950
"Rek'Sai",0.19,37.18,0,1.56,659
"Kalista",0.38,24.32,0.02,1.44,2570
"Xayah",0.33,26.01,0.02,0.62,2468
"Sylas",1.26,44.09,0.13,11.17,20695
"Aphelios",0.33,22.26,0.03,20.29,5387
"Lulu",95.68,51.44,10.13,7.02,1592030
"Bard",98.35,51.49,4.56,1.23,716871
"Janna",98.41,52.22,3.89,0.22,611165
"Nami",99.52,51.54,5.38,0.36,844992
"Soraka",96.13,51.82,6.99,2.23,1099262
"Senna",91.99,50.04,13.34,10.23,2096722
"Zac",4.87,50.7,0.34,6.13,53101
"Galio",23.9,51.43,1.61,3,253227
"Taric",89.52,52.24,2.1,0.4,329994
"Maokai",28.82,52.24,1.36,0.86,213634
"Zilean",83.28,51.89,2.65,0.86,416772
"Sona",98.31,52.5,3.68,0.27,578750
"Shaco",18.62,52.46,1.17,7.75,183811
"Karma",81.07,49.98,6.36,1.09,999188
"Nautilus",96.66,50.15,11.6,22.79,1823337
"Blitzcrank",99.08,51.36,10.44,30.04,1640245
"Lux",64.84,50.41,11.2,4.93,1759432
"Taliyah",8.94,49.88,0.09,0.05,14716
"Leona",98.98,50.85,10.4,21.43,1634095
"Vel'Koz",45.69,51.57,2.62,1.4,411625
"Swain",76.4,52.19,3.6,1.9,565485
"Zyra",91.7,51.8,4.18,2.13,657587
"Thresh",99.14,48.76,15.19,7.35,2386919
"Brand",82.3,52.52,5.57,7.13,875385
"Xerath",49.25,50.75,2.71,1.8,425544
"Pantheon",19.07,49.56,1.03,4.12,161256
"Pyke",84.63,49.24,8.98,16.21,1410782
"Fiddlesticks",7.73,48.73,0.59,10.49,93072
"Rakan",98.51,49.08,3.55,0.32,557562
"Kennen",3.34,47.74,0.06,0.35,9974
"Sion",7.97,49.62,0.17,0.15,26478
"Yuumi",99.06,46.53,9.71,32.66,1525747
"Sett",22.61,47.93,3.26,12.85,512769
"Alistar",98.03,50.54,3.31,0.51,520006
"LeBlanc",2.45,46.36,0.14,11.97,21752
"Karthus",2.36,44.48,0.04,0.4,6111
"Shen",13.05,48.81,0.87,0.95,136957
"Nidalee",2.37,43.53,0.09,0.96,14327
"Orianna",2.22,47.13,0.13,0.92,20037
"Poppy",10.67,47.86,0.36,0.7,57199
"Zoe",4.07,44.46,0.18,2.96,27758
"Gragas",7.51,46.06,0.17,0.18,26373
"Rumble",2.95,46.31,0.06,0.34,9776
"Heimerdinger",4.28,47.12,0.11,1.19,16826
"Annie",8.87,48.31,0.36,1.37,56358
"Ziggs",9.39,48.86,0.25,0.21,38789
"Kayle",2.3,46.21,0.08,0.51,12152
"Morgana",87.23,49.46,10.72,32.08,1684408
"Jarvan IV",2.03,46.08,0.09,0.61,14628
"Ivern",6.84,44.53,0.07,0.24,11239
"Veigar",16.99,48.27,1.13,2.62,178175
"Malphite",29.13,48.85,3.15,4.16,495466
"Lissandra",2.9,45.44,0.06,0.48,9494
"Cho'Gath",4.33,45.77,0.13,0.74,21109
"Miss Fortune",3.63,43.43,0.47,3.49,73627
"Neeko",24,48.46,0.86,0.68,134801
"Ornn",3.34,44.75,0.17,1.85,27274
"Singed",2.57,40.87,0.06,0.39,8948
"Teemo",6.23,47.44,0.49,10.94,76527
"Nunu",2.8,38.53,0.17,1.64,26965
"Malzahar",2.29,46.35,0.08,4.65,13069
"Braum",99.09,48.61,3.21,0.71,505004
"Tahm Kench",47.49,44.88,0.78,0.3,121919
"Anivia",11.88,45.28,0.2,0.39,31481
"Ashe",2.24,43.87,0.39,4.53,61235
