"champName","laneRate","winRate","pickRate","banRate","gamesPlayed"
"Taliyah",8.85,49.59,0.07,0.05,12670
"Senna",94.51,49.56,8.01,5.55,1405889
"Xerath",49.06,50.91,2.85,2.14,500183
"Brand",82.4,52.27,5.57,7.82,977578
"Yuumi",99.15,49.65,12.23,29.19,2147317
"Thresh",99.22,48.74,16.18,7.22,2840000
"Zyra",91.69,51.84,4.33,2.44,760764
"Vel'Koz",46.95,51.41,2.54,1.3,446413
"Pantheon",10.99,49.04,0.66,4.04,116653
"Alistar",98.24,50.4,3.93,0.58,689437
"Swain",75.21,51.87,3.75,2.19,658496
"Karma",86.38,49.58,4.34,0.39,762114
"Pyke",87.52,48.96,8.96,17.39,1571696
"Sett",19.7,48.27,2.52,17,442789
"Rakan",99,48.64,3.55,0.32,622565
"LeBlanc",2.33,46.31,0.16,12.2,27508
"Karthus",2.17,44.38,0.04,0.68,6532
"Shen",14.55,48.71,0.91,0.85,159538
"Volibear",8.81,49.49,0.46,1.42,81214
"Nidalee",2.71,43.55,0.1,0.76,17636
"Heimerdinger",4.93,48.04,0.12,1.19,21068
"Sion",7.82,50.36,0.2,0.17,34282
"Ziggs",9.32,49.17,0.26,0.23,44891
"Gragas",5.54,46.26,0.13,0.2,23263
"Fiddlesticks",10.64,48.36,0.57,3.91,99643
"Kennen",3.45,47.21,0.05,0.31,9196
"Poppy",11.67,48.14,0.4,0.49,69594
"Zoe",4.55,44.42,0.16,2.7,27806
"Rumble",3.48,46.37,0.08,0.36,14170
"Annie",10.32,48.48,0.49,1.17,85671
"Aurelion Sol",2.24,41.19,0.02,0.15,2913
"Orianna",2.1,46.69,0.09,0.6,16412
"Lux",64.43,48.85,10.18,4.46,1786870
"Neeko",24.23,48.45,0.87,0.69,152237
"Morgana",87.7,49.4,11.79,35.86,2068456
"Miss Fortune",2.66,42.26,0.48,7.57,84276
"Tahm Kench",50.09,45.04,0.74,0.3,129776
"Ivern",7.39,44.85,0.06,0.19,10989
"Malphite",22.82,49.36,2.39,4.04,418988
"Ornn",3.37,44.55,0.21,2.75,36731
"Lissandra",3.07,45.45,0.07,0.56,13118
"Teemo",6.3,47.92,0.52,11.77,91542
"Singed",2.81,41.4,0.06,0.36,10811
"Cho'Gath",4.44,45.13,0.17,0.94,29144
"Veigar",16.97,48.4,1.28,3.28,223935
"Malzahar",2.17,45.89,0.09,5.08,16181
"Braum",99.18,48.46,3.77,0.85,660824
"Anivia",11.43,45.33,0.21,0.39,36677
"Kayle",2.29,44.03,0.08,0.56,13735
"Nunu",5.23,36.72,0.18,0.47,32309
"Ashe",2.84,43.96,0.42,2.78,73060
