"champName","laneRate","winRate","pickRate","banRate","gamesPlayed"
"Olaf",0.16,36.98,0.01,5.99,1663
"Twisted Fate",1.41,43.65,0.07,0.49,12502
"Xin Zhao",0.47,42.28,0.02,0.54,3344
"Urgot",0.35,41.43,0.02,4.89,3722
"Vladimir",0.19,31.91,0.01,8.31,2626
"Master Yi",0.18,30.75,0.02,34.22,3672
"Ryze",0.42,33.13,0.02,0.51,2889
"Sivir",0.43,28.21,0.02,0.48,3236
"Tristana",0.47,28.67,0.04,2.15,7214
"Warwick",0.14,34.28,0.01,6.61,2249
"Tryndamere",0.18,32.6,0.01,5.82,1960
"Jax",0.22,38.06,0.03,9.92,4674
"Evelynn",0.15,31.86,0.01,5.78,1315
"Twitch",0.55,33.95,0.02,0.79,4106
"Amumu",1.67,48.16,0.11,1.34,18629
"Rammus",1.44,42.39,0.06,5.63,9973
"Dr. Mundo",1.39,42.11,0.06,1.67,9967
"Kassadin",0.14,29.52,0.01,14.03,1555
"Irelia",0.16,27.67,0.02,7.25,2855
"Gangplank",0.41,36.69,0.01,0.73,2115
"Corki",0.24,32.09,0.01,0.31,910
"Trundle",1.76,46.37,0.12,1.84,20301
"Caitlyn",0.41,32.99,0.08,16.12,13793
"Katarina",0.47,38.13,0.03,8.74,5778
"Nocturne",0.18,37.8,0.01,3.11,1738
"Renekton",0.2,34.18,0.02,8.83,3411
"Jarvan IV",1.75,46.66,0.11,0.94,18490
"Elise",0.26,43.86,0.01,8.25,2319
"Wukong",0.83,47.41,0.06,7.75,10153
"Lee Sin",0.57,40.3,0.09,17.95,16173
"Vayne",0.29,27.77,0.05,14.11,8317
"Cassiopeia",0.47,41.24,0.02,4.32,4115
"Skarner",1.48,44.1,0.01,0.06,1576
"Nasus",0.28,35.79,0.02,10.94,4331
"Udyr",0.28,32.28,0.01,0.64,1264
"Ezreal",0.54,32.82,0.15,7.43,25626
"Mordekaiser",0.72,40.97,0.08,16.78,14159
"Yorick",0.28,38,0.01,1.64,1571
"Akali",0.3,30.59,0.02,5,3688
"Garen",0.31,33.35,0.04,13.96,7818
"Talon",0.26,31.88,0.01,5.4,2531
"Riven",0.35,37.55,0.01,0.63,2261
"Kog'Maw",0.81,37.17,0.01,0.17,2268
"Shyvana",0.14,36.45,0.01,2.1,1229
"Ahri",1.72,48.42,0.13,2.65,22450
"Graves",0.15,35.51,0.02,14.71,2960
"Fizz",0.46,43.36,0.04,20.38,6674
"Rengar",0.86,41.81,0.03,2.31,5927
"Varus",1.78,44.07,0.19,14.64,33917
"Viktor",1,42.35,0.02,0.21,3669
"Sejuani",1.09,43.15,0.03,0.34,5270
"Fiora",0.13,31.66,0.01,8.97,1756
"Draven",0.34,24.4,0.02,7.23,2771
"Hecarim",0.17,30.17,0.01,0.84,1064
"Kha'Zix",0.09,33.33,0.01,2.09,894
"Darius",0.29,38.89,0.03,48.39,5572
"Jayce",0.32,36.23,0.01,0.51,1609
"Diana",0.26,38.53,0.03,17.25,4389
"Quinn",0.56,43.13,0.02,1.96,2699
"Syndra",1.78,46.58,0.16,6.39,28214
"Kayn",0.1,36.32,0.02,17.03,2737
"Kai'Sa",0.29,28.46,0.04,1.59,6531
"Gnar",0.49,39.63,0.01,0.79,2397
"Yasuo",0.35,34.12,0.06,48.89,11117
"Camille",1.12,43.46,0.04,0.51,6164
"Jhin",0.38,32.11,0.06,4.38,9767
"Kindred",0.23,34.62,0,0.36,832
"Jinx",0.39,30.72,0.05,1.65,8191
"Lucian",0.34,30.17,0.06,3.38,10135
"Zed",0.43,39.42,0.04,28.57,7336
"Kled",0.61,45.07,0.02,1.75,2665
"Ekko",0.35,43.1,0.05,17.16,9633
"Qiyana",0.86,43.32,0.02,0.64,3209
"Vi",0.35,42.58,0.02,0.69,2863
"Aatrox",0.29,36.86,0.02,4.5,3367
"Azir",0.93,39.07,0.02,0.3,3002
"Illaoi",0.69,40.23,0.03,10.85,5115
"Rek'Sai",0.16,37.46,0,1.58,710
"Kalista",0.34,27.08,0.01,1.18,2079
"Xayah",0.31,27.38,0.01,0.64,2498
"Sylas",1.22,44.86,0.14,14.12,24846
"Aphelios",0.32,21.92,0.02,10.06,3796
"Janna",98.77,52.32,4.79,0.31,841246
"Bard",98.44,51.17,3.77,0.92,661734
"Shaco",17.78,52.8,1.1,8.81,193318
"Lulu",95.65,50.9,8.71,3.71,1528882
"Taric",89.9,52.04,2.45,0.52,430720
"Blitzcrank",99.19,51.52,11.11,32.31,1949201
"Maokai",24.9,52.2,1.72,2.57,302393
"Nami",99.59,51.8,6.23,0.47,1093134
"Soraka",93.64,51.63,7.51,2.42,1317661
"Zac",4.24,50.36,0.34,8.97,59884
"Nautilus",96.49,50.1,11.78,24.64,2067013
"Zilean",81.63,51.48,2.9,1.04,508295
"Leona",98.97,50.8,11.92,25.21,2092433
"Galio",25.56,51.24,1.53,2.44,268649
"Sona",98.32,52.17,3.81,0.25,668468
