"champName","laneRate","winRate","pickRate","banRate","gamesPlayed"
"Olaf",0.16,36.3,0.01,7.91,2033
"Twisted Fate",1.69,41.31,0.05,0.26,9631
"Xin Zhao",0.5,40.99,0.02,0.49,3279
"Urgot",0.61,39.9,0.02,1.5,3261
"Vladimir",0.21,33.71,0.02,9.15,3397
"Master Yi",0.16,31.3,0.02,36.1,4233
"Ryze",0.41,32.68,0.02,1.01,3764
"Sivir",0.44,31.22,0.02,0.4,2995
"Tristana",0.58,29.6,0.04,1.33,8070
"Warwick",0.15,36.99,0.01,4.21,2590
"Miss Fortune",1.96,41.59,0.45,10.95,83666
"Tryndamere",0.2,31.36,0.01,5.15,2318
"Jax",0.24,37.4,0.03,9.77,5639
"Evelynn",0.23,32.49,0.01,3.25,1271
"Twitch",0.71,36.22,0.02,0.49,4440
"Karthus",1.71,44.29,0.05,1.1,8575
"Amumu",1.66,48.18,0.12,1.53,22135
"Rammus",1.24,42.93,0.06,5.68,10310
"Dr. Mundo",1.29,42.31,0.06,1.91,10761
"Kassadin",0.19,32.94,0.01,9.4,1776
"Irelia",0.18,27.46,0.02,3.9,2786
"Gangplank",0.39,31.2,0.01,0.67,1824
"Corki",0.56,33.69,0,0.22,754
"Caitlyn",0.48,31.61,0.1,15.8,18784
"Katarina",0.55,38.3,0.05,8.83,8843
"Nocturne",0.15,37.19,0.01,4.6,2022
"Renekton",0.24,34.26,0.02,5.75,3765
"Jarvan IV",1.41,46.27,0.12,1.5,21527
"Elise",0.25,42.36,0.02,11.44,3062
"Lee Sin",0.53,40.44,0.11,24.47,19460
"Vayne",0.33,28.79,0.05,11.72,9661
"Cassiopeia",0.57,42.98,0.03,4.08,4772
"Skarner",1.35,41.41,0.01,0.06,1543
"Nasus",0.39,34.25,0.03,4.73,5116
"Udyr",0.27,32.6,0.01,0.53,997
"Ezreal",0.73,33.6,0.18,4.45,34005
"Mordekaiser",0.72,40.58,0.09,20.05,17471
"Yorick",0.31,36.69,0.01,1.2,1529
"Akali",0.38,33.17,0.02,5.52,3567
"Garen",0.26,35.01,0.06,21.84,10191
"Talon",0.31,33.28,0.02,5.23,3612
"Riven",0.39,36.12,0.01,0.85,2730
"Kog'Maw",0.99,38.69,0.01,0.09,2158
"Shyvana",0.16,35.5,0.01,1.49,1403
"Ahri",1.89,48.64,0.14,3.42,26419
"Graves",0.28,36.76,0.01,0.61,2454
"Fizz",0.5,43.12,0.04,20.72,7788
"Rengar",0.89,41.14,0.04,2,7171
"Varus",1.41,42.82,0.09,0.42,15928
"Viktor",1.25,44.49,0.03,0.26,5604
"Sejuani",1.03,44.75,0.04,0.66,7455
"Fiora",0.13,31.87,0.01,6.9,1600
"Draven",0.45,24.99,0.02,6.52,3085
"Hecarim",0.2,26.53,0.01,0.8,1078
"Kha'Zix",0.1,32.61,0.01,2.49,1061
"Darius",0.29,39.5,0.04,50.04,6947
"Jayce",0.43,36.64,0.01,0.23,1302
"Diana",0.3,41.66,0.03,21.64,6325
"Quinn",0.56,40.28,0.01,2.02,2408
"Kayn",0.1,35.91,0.01,3.52,1554
"Kai'Sa",0.34,29.52,0.05,2.32,9990
"Gnar",0.56,39.18,0.01,0.67,2619
"Yasuo",0.4,35.65,0.08,49.47,15220
"Camille",1.2,45.53,0.03,0.47,5875
"Jhin",0.47,33.7,0.07,3.47,12251
"Kindred",0.26,33.02,0.01,0.32,954
"Jinx",0.44,31.31,0.06,1.73,10397
"Lucian",0.32,28.56,0.05,3.56,9390
"Zed",0.5,38.85,0.05,29.88,10090
"Kled",0.57,45.48,0.02,1.8,3096
"Ekko",0.33,43.46,0.05,20.04,9328
"Qiyana",0.65,41.19,0.02,2.29,4142
"Vi",0.29,42.82,0.01,0.75,2543
"Aatrox",0.33,36.39,0.02,4.28,4125
"Azir",1.03,38.5,0.02,0.23,3109
"Illaoi",0.8,38.96,0.03,8.55,6227
"Rek'Sai",0.16,38.85,0,1.67,888
"Kalista",0.34,29.89,0.01,0.9,2536
"Xayah",0.34,26.22,0.02,0.67,2921
"Sylas",1.39,44.63,0.18,10.27,32548
"Aphelios",0.36,25.89,0.03,32.62,5307
"Senna",80.54,51.53,13.93,24.96,2577532
"Nami",99.48,53.09,7.7,0.63,1423575
"Janna",93.98,52.19,4.41,0.34,815474
"Taric",83.35,52.66,2.66,0.98,492838
"Nautilus",94.99,50.29,12.69,30.3,2348031
"Bard",97.32,50.49,3.35,0.59,620471
"Leona",98.84,50.9,12.31,29.4,2277133
