"champName","laneRate","winRate","pickRate","banRate","gamesPlayed"
"Olaf",0.16,37.01,0.01,7.9,1778
"Twisted Fate",1.75,42.43,0.06,0.29,9101
"Xin Zhao",0.49,39.76,0.02,0.57,2940
"Urgot",0.55,39.66,0.02,1.48,2607
"Vladimir",0.2,34.97,0.02,9.63,3094
"Master Yi",0.16,30.78,0.02,33.22,3824
"Ryze",0.37,30.78,0.02,1.22,3320
"Sivir",0.49,28.69,0.01,0.33,2217
"Tristana",0.55,29.76,0.04,1.27,6837
"Warwick",0.16,34.55,0.01,3.8,2107
"Miss Fortune",1.87,41.22,0.47,12.1,77910
"Tryndamere",0.22,31,0.01,5.02,2158
"Jax",0.25,37.49,0.03,9.46,4724
"Evelynn",0.23,34.01,0.01,3.47,1176
"Twitch",0.69,35.66,0.02,0.53,3763
"Karthus",1.5,44.28,0.05,1.16,7616
"Amumu",1.7,48.74,0.14,1.55,23291
"Rammus",1.14,42.73,0.05,5.08,8340
"Dr. Mundo",1.2,41.17,0.05,1.91,8893
"Kassadin",0.17,29.15,0.01,8.97,1410
"Irelia",0.19,28.27,0.01,3.62,2430
"Gangplank",0.38,32.72,0.01,0.69,1623
"Corki",0.57,30.05,0,0.21,732
"Caitlyn",0.54,33.68,0.12,15.51,20133
"Katarina",0.58,38.75,0.05,8.32,8683
"Nocturne",0.16,36.95,0.01,4.84,1751
"Renekton",0.24,35.61,0.02,5.66,3148
"Jarvan IV",1.55,46.92,0.12,1.48,20530
"Elise",0.23,41.42,0.02,12.18,2839
"Lee Sin",0.53,40.26,0.11,25.98,17731
"Vayne",0.31,28.95,0.05,11.54,8352
"Cassiopeia",0.58,41.7,0.03,4.2,4614
"Skarner",1.38,41.58,0.01,0.08,1544
"Nasus",0.34,33.53,0.02,4.72,4089
"Udyr",0.29,32.49,0.01,0.55,985
"Ezreal",0.81,34.2,0.2,3.72,32835
"Mordekaiser",0.7,39.88,0.09,21.54,15517
"Yorick",0.36,37.34,0.01,1.25,1647
"Akali",0.41,32.17,0.02,7.36,3289
"Garen",0.3,33.89,0.05,11.47,8400
"Talon",0.28,34.16,0.02,6.18,3361
"Riven",0.38,36,0.01,0.93,2400
"Kog'Maw",0.95,38.66,0.01,0.09,1904
"Shyvana",0.16,35.1,0.01,1.23,1131
"Ahri",1.86,47.72,0.15,3.64,24275
"Graves",0.37,35.82,0.01,0.34,1932
"Fizz",0.48,43.26,0.04,21.43,6874
"Rengar",0.9,40.75,0.04,2.07,6243
"Varus",1.14,40.8,0.06,0.39,10592
"Viktor",0.93,42.08,0.03,0.28,4187
"Sejuani",0.99,44.14,0.04,0.69,6669
"Fiora",0.12,34.44,0.01,6.83,1170
"Draven",0.43,25.84,0.02,6.6,2806
"Hecarim",0.22,29.19,0.01,0.83,1031
"Kha'Zix",0.09,34.04,0.01,2.67,855
"Darius",0.28,38.47,0.04,43.53,6060
"Jayce",0.41,36.16,0.01,0.24,1142
"Diana",0.29,40.28,0.03,21.43,5457
"Quinn",0.52,38.38,0.01,2.1,2048
"Kayn",0.1,34.39,0.01,2.94,1163
"Kai'Sa",0.31,28.41,0.04,1.86,5868
"Gnar",0.51,38.1,0.02,0.7,2533
"Yasuo",0.4,34.75,0.08,49.75,13721
"Camille",1.26,43.16,0.04,0.49,5991
"Jhin",0.47,34.27,0.06,3.19,10586
"Kindred",0.25,32.8,0.01,0.35,872
"Jinx",0.41,30.46,0.06,1.8,9256
"Lucian",0.29,28.64,0.05,4.28,8611
"Zed",0.52,38.95,0.06,30.19,10179
"Kled",0.6,44.77,0.02,1.72,2640
"Ekko",0.34,43.19,0.05,21.86,8736
"Qiyana",0.7,42.64,0.03,3.08,4871
"Vi",0.3,41.2,0.02,0.84,2522
"Aatrox",0.31,34.92,0.02,4.32,3614
"Azir",1.03,38.27,0.02,0.23,2757
"Illaoi",0.84,39.23,0.04,8.62,6322
"Rek'Sai",0.17,33.18,0.01,1.85,871
"Kalista",0.42,27.6,0.01,0.23,1493
"Xayah",0.31,25.15,0.02,0.79,2756
"Sylas",1.3,44.18,0.14,7.15,23391
"Aphelios",0.37,25.86,0.03,38.5,5039
"Bard",97.36,51.92,4.14,0.71,681028
"Senna",71.23,50.84,12.27,19.1,2017159
"Nami",99.49,53.51,8.15,0.69,1340349
"Janna",92.94,52.47,3.98,0.3,654643
"Taric",81,52.77,2.43,0.93,400300
"Blitzcrank",99.1,52.33,12.98,32.78,2133335
"Sett",2.15,51.13,0.35,49.42,57906
"Leona",98.94,50.86,12.96,31.49,2130608
"Lulu",93.98,51.1,5.42,1.3,890917
"Shaco",18.77,52.34,1.44,11.31,236520
"Nautilus",94.84,50.24,13.26,31.46,2179492
"Zilean",80.32,51.96,2.56,0.55,420549
"Maokai",23.89,52.66,0.93,0.33,153606
"Taliyah",7.87,49.61,0.11,0.1,18593
"Zac",4.16,50.55,0.38,5.63,62918
"Brand",80.58,52.16,5.58,6.61,916861
"Vel'Koz",51.23,50.74,2.61,0.94,428587
"Swain",72.65,51.99,3.88,1.99,638026
"Thresh",99.06,49.08,16.64,7.14,2735012
"Pantheon",6.71,48.23,0.41,2.46,67692
"Zyra",91.17,51.53,3.87,1.71,636076
"Xerath",47.89,50.07,2.46,1.3,404193
"Sona",85.26,49.98,3.52,0.97,579319
"Pyke",87.59,48.92,10.66,19.14,1752602
"Sion",9.22,49.45,0.18,0.12,28864
"Poppy",12.06,48.11,0.36,0.32,58493
"Rakan",98.86,49.28,4.08,0.42,670827
"Karma",81.79,49.7,3.46,0.3,568129
"Volibear",9.03,49.8,0.38,0.72,63210
"Tahm Kench",51.97,44.49,0.85,0.33,139518
"Gragas",5.01,44.98,0.17,0.32,28762
"Yuumi",98.59,48.81,7.68,4.46,1263070
"Ziggs",9.37,48.98,0.28,0.23,45724
"Kennen",3.68,47.33,0.07,0.49,11451
"Shen",15.32,48.43,0.86,0.54,141477
"Zoe",4.38,43.97,0.19,2.58,31983
"LeBlanc",2.84,45.92,0.21,12.94,33886
"Wukong",2.37,47.64,0.05,0.25,8298
"Fiddlesticks",65.28,49.23,1.81,0.64,297369
"Heimerdinger",5.42,46.57,0.14,1,22588
"Soraka",91.53,49.02,6.58,4.65,1081049
"Ornn",3.11,45.76,0.44,20.9,72583
"Nidalee",2.56,42.01,0.08,0.68,13391
"Syndra",2.25,42.43,0.11,1.71,17620
"Lux",65.14,49.17,10.8,4.05,1775279
"Galio",26.56,47.69,0.82,0.51,134135
"Alistar",97.86,49.03,3.11,0.5,511253
"Orianna",2.19,45.77,0.09,0.64,14740
"Rumble",7.96,45.63,0.31,1.03,50224
"Morgana",89.73,49.02,11.65,32.63,1914586
"Aurelion Sol",2.52,39.66,0.02,0.15,2849
"Ivern",7.66,43.4,0.05,0.18,7917
"Teemo",7.23,47.42,0.54,9.27,88290
"Braum",98.97,48.4,4.09,0.92,671830
"Cho'Gath",4.2,45.33,0.15,0.96,25044
"Malphite",22.76,49.17,2.27,2.81,373249
"Annie",14.18,46.36,0.36,0.63,59727
"Kayle",2.27,44.66,0.08,0.71,13365
"Singed",2.44,40.43,0.06,0.52,10239
"Trundle",2.65,46.28,0.11,0.66,18000
"Veigar",18.67,47.75,1.4,2.91,230246
"Malzahar",2.56,45.61,0.11,5.37,18604
"Lissandra",3.42,45.31,0.06,0.35,9246
"Neeko",27.24,47.29,0.74,0.51,122029
"Anivia",12.8,44.83,0.26,0.44,42473
"Nunu",2.68,30.23,0.08,0.43,13370
"Ashe",3.77,43.77,0.48,1.75,79297
