"champName","laneRate","winRate","pickRate","banRate","gamesPlayed"
"Olaf",0.19,39.24,0.01,5.12,1468
"Twisted Fate",1.33,43.16,0.07,1.39,11223
"Xin Zhao",0.65,40.86,0.02,0.38,2942
"Urgot",0.41,41.23,0.02,5.06,3721
"Vladimir",0.18,32.46,0.01,7.85,2055
"Master Yi",0.2,32.18,0.02,29.41,3300
"Ryze",0.43,31.24,0.01,0.42,2234
"Sivir",0.53,27.85,0.02,0.41,3002
"Tristana",0.54,28.38,0.04,1.78,6250
"Warwick",0.16,34,0.01,4.55,1956
"Ashe",1.57,43.07,0.37,9.19,57411
"Tryndamere",0.2,30.68,0.01,5.29,1747
"Jax",0.24,37.52,0.03,8.98,4011
"Evelynn",0.16,31.53,0.01,6.29,1126
"Twitch",0.52,32.57,0.03,1.3,4778
"Karthus",1.88,48.99,0.08,3.67,12834
"Amumu",1.91,47.92,0.1,0.96,15039
"Rammus",1.59,45.23,0.06,5.32,9307
"Dr. Mundo",1.43,41.58,0.05,1.18,7408
"Kassadin",0.14,29.18,0.01,13.06,1299
"Irelia",0.17,24.39,0.01,6.49,2284
"Gangplank",0.38,32.38,0.01,0.76,1464
"Corki",0.23,32.81,0,0.27,707
"Caitlyn",0.42,32.62,0.08,14.8,11867
"Katarina",0.42,37.23,0.03,7.32,4598
"Nocturne",0.15,35.52,0.01,5.17,1889
"Renekton",0.21,34.17,0.02,8.1,2666
"Elise",0.34,41.18,0.01,6.25,1950
"Wukong",0.95,44.48,0.07,6.22,11299
"Lee Sin",0.62,40.71,0.1,17.32,14839
"Vayne",0.32,27.09,0.05,13.75,7511
"Cassiopeia",0.49,38.99,0.02,4.11,3406
"Skarner",1.89,44.27,0.01,0.09,2259
"Nasus",0.36,35.88,0.03,7.12,3893
"Udyr",0.33,33.6,0.01,0.44,1006
"Ezreal",0.48,31.64,0.14,19.98,21945
"Mordekaiser",0.68,39.28,0.07,13.01,11550
"Yorick",0.29,39.14,0.01,1.59,1441
"Akali",0.26,32.03,0.02,6.7,3516
"Garen",0.29,33.97,0.04,13.63,6447
"Talon",0.28,32.89,0.01,3.81,2013
"Riven",0.32,38.02,0.02,0.86,2425
"Kog'Maw",1.12,43.36,0.04,0.62,6066
"Shyvana",0.16,36.48,0.01,1.68,1135
"Graves",0.16,37.4,0.01,10.94,2270
"Fizz",0.48,42.95,0.04,19.21,5863
"Volibear",1.47,44.91,0.22,27.42,34123
"Rengar",0.93,41,0.03,1.72,4715
"Varus",1.6,39.76,0.07,2.72,10334
"Viktor",0.9,41.33,0.02,0.27,3167
"Sejuani",1.4,45.49,0.03,0.31,5282
"Fiora",0.13,29.13,0.01,6.77,1167
"Draven",0.39,25.15,0.02,6.81,2744
"Hecarim",0.16,33.3,0.01,1.29,1120
"Kha'Zix",0.06,34.52,0.01,6.5,1040
"Darius",0.31,40.62,0.03,49.34,5106
"Jayce",0.51,38.14,0.01,0.63,2323
"Diana",0.3,40.07,0.02,10.7,3319
"Quinn",0.53,42.81,0.02,2.7,2607
"Aurelion Sol",1.96,39.59,0.02,0.15,2450
"Kayn",0.07,35.68,0.01,15.85,1749
"Kai'Sa",0.29,26.83,0.05,2.47,7115
"Gnar",0.44,39.68,0.01,0.98,2097
"Yasuo",0.35,33.2,0.07,45.59,10221
"Camille",0.81,43.65,0.04,0.94,6172
"Jhin",0.4,32.79,0.06,5.39,9563
"Kindred",0.26,34.72,0.01,0.38,936
"Jinx",0.41,31.05,0.05,1.53,7269
"Lucian",0.36,30.07,0.04,2.48,6461
"Zed",0.34,40.02,0.05,39.15,7506
"Kled",0.65,44.38,0.01,1.24,2028
"Ekko",0.3,43.5,0.05,19.86,7579
"Qiyana",0.9,42.19,0.02,0.51,2887
"Vi",0.3,42.81,0.02,1.21,3020
"Aatrox",0.32,34.8,0.02,3.81,2569
"Azir",0.88,38.41,0.02,0.32,2773
"Illaoi",0.76,39.57,0.03,9.17,4698
"Rek'Sai",0.2,42.61,0,1.35,643
"Kalista",0.39,23.33,0.01,1.26,2276
"Xayah",0.35,25.53,0.02,0.6,2397
"Sylas",1.28,44.83,0.14,10.64,21353
