"champName","laneRate","winRate","pickRate","banRate","gamesPlayed"
"Olaf",0.16,34.67,0.01,6.15,1471
"Twisted Fate",1.23,42.89,0.07,0.96,11119
"Xin Zhao",0.53,40.56,0.02,0.48,2875
"Urgot",0.41,41.34,0.02,5.23,3786
"Vladimir",0.18,31.09,0.01,7.94,2155
"Master Yi",0.19,32.01,0.02,31.89,3343
"Ryze",0.41,32.45,0.01,0.45,2194
"Sivir",0.51,29.78,0.02,0.43,2891
"Tristana",0.52,28.07,0.04,2,6377
"Warwick",0.15,33.25,0.01,5.65,2006
"Tryndamere",0.18,29.26,0.01,5.69,1654
"Jax",0.23,37.44,0.03,9.89,4207
"Evelynn",0.17,34.24,0.01,6.99,1317
"Twitch",0.55,33.08,0.03,0.88,3987
"Amumu",1.67,47.34,0.1,1.17,15061
"Rammus",1.39,42.88,0.06,5.57,8747
"Dr. Mundo",1.36,41.24,0.05,1.45,7886
"Kassadin",0.15,28.85,0.01,12.64,1279
"Irelia",0.15,25.74,0.02,6.87,2323
"Gangplank",0.37,29.91,0.01,0.82,1548
"Corki",0.23,30.33,0,0.3,722
"Trundle",1.68,45.14,0.09,1.58,13871
"Caitlyn",0.42,31.7,0.08,15.45,12129
"Katarina",0.39,37.65,0.03,7.8,4409
"Nocturne",0.19,36.9,0.01,2.91,1531
"Renekton",0.2,34.11,0.02,8.39,2773
"Jarvan IV",1.73,46.24,0.09,0.72,13448
"Elise",0.33,40.63,0.01,7.84,2237
"Wukong",0.69,46.4,0.06,6.24,8735
"Lee Sin",0.56,40.23,0.09,18.7,14439
"Vayne",0.31,26.99,0.05,14.87,7729
"Cassiopeia",0.43,39.41,0.02,4.68,3446
"Skarner",1.6,44.27,0.01,0.07,1588
"Nasus",0.34,35.53,0.03,8.48,3887
"Udyr",0.3,30.48,0.01,0.52,1004
"Ezreal",0.45,32.43,0.14,17.35,21875
"Mordekaiser",0.7,39.92,0.08,14.1,11828
"Yorick",0.28,35.11,0.01,1.51,1182
"Akali",0.25,31.48,0.02,7.07,3459
"Garen",0.29,32.18,0.04,12.5,6628
"Talon",0.26,30.67,0.01,4.51,1989
"Riven",0.37,34.85,0.01,0.6,2069
"Kog'Maw",0.8,38.31,0.01,0.24,2182
"Shyvana",0.14,35.57,0.01,2.08,1116
"Ahri",1.86,47.83,0.13,2.6,19549
"Graves",0.16,36.59,0.01,11.67,2282
"Fizz",0.45,43.68,0.04,20.2,5490
