"champName","laneRate","winRate","pickRate","banRate","gamesPlayed"
"Rengar",0.87,41.43,0.03,1.97,4861
"Varus",1.68,42.41,0.12,11.5,19068
"Viktor",0.84,44.3,0.03,0.38,4056
"Sejuani",1.26,43.99,0.03,0.26,4274
"Fiora",0.13,30.02,0.01,8.24,1289
"Draven",0.36,24.77,0.02,7.29,2656
"Hecarim",0.14,31.58,0.01,1.86,1219
"Kha'Zix",0.1,36.19,0,1.71,699
"Darius",0.27,36.98,0.03,51.39,4859
"Jayce",0.29,35.05,0.01,0.49,1147
"Diana",0.26,37.62,0.02,14.05,3402
"Quinn",0.53,41.03,0.01,2.29,2213
"Syndra",1.77,44.81,0.14,6.55,21458
"Aurelion Sol",1.9,40.27,0.02,0.15,2486
"Kayn",0.08,34.21,0.01,15.41,1944
"Kai'Sa",0.29,28.41,0.04,2.27,6439
"Gnar",0.52,38.93,0.02,0.81,2348
"Yasuo",0.34,32.99,0.06,47.5,9880
"Camille",0.98,45.17,0.04,0.58,5457
"Jhin",0.4,34.14,0.06,5.04,9238
"Kindred",0.2,30.76,0,0.38,699
"Jinx",0.39,29.45,0.05,1.67,6968
"Lucian",0.35,27.91,0.05,3.07,7033
"Zed",0.39,37.84,0.04,27.89,6763
"Kled",0.59,43.85,0.01,1.55,2041
"Ekko",0.31,41.93,0.05,17.31,7591
"Qiyana",0.96,42.69,0.02,0.57,2949
"Vi",0.34,43.94,0.01,0.6,2194
"Aatrox",0.32,35.64,0.02,4.37,3022
"Azir",0.81,40.16,0.02,0.31,2438
"Illaoi",0.68,38.5,0.03,10.01,4249
"Rek'Sai",0.17,36.53,0,1.73,657
"Kalista",0.37,25.73,0.01,1.26,2297
"Xayah",0.33,26.32,0.02,0.74,2542
"Sylas",1.18,44.81,0.13,11.91,19300
"Aphelios",0.3,22.88,0.03,15.6,5039
"Lulu",96.1,51.29,9.55,5.65,1463428
"Janna",98.46,52.15,4.04,0.23,619884
"Bard",98.35,51.58,4.48,1.05,686663
"Nami",99.53,51.75,5.76,0.39,883069
"Yuumi",99.21,50.24,13.58,42.32,2082229
"Taric",89.41,52.44,2.29,0.45,351097
"Shaco",18.45,52.11,1.11,7.94,170852
"Blitzcrank",99.09,51.33,10.3,29.53,1578336
"Soraka",95.66,51.47,7.02,2.12,1075667
"Nautilus",96.6,50.09,11.17,23.29,1712386
"Maokai",27.54,51.8,1.39,1.11,213759
"Zilean",83.18,51.75,2.64,0.79,405033
"Galio",22.42,50.97,1.41,2.52,216581
"Zac",4.29,50.33,0.32,7.12,48560
"Sona",98.36,52.13,3.63,0.23,556440
"Leona",98.94,50.71,10.62,22.75,1627771
"Vel'Koz",45.28,51,2.52,1.3,385722
"Senna",89.95,49.61,12.49,7.81,1914530
"Brand",80.3,52.13,5.7,7.6,872938
"Taliyah",8.31,48.9,0.07,0.05,11081
"Zyra",91.7,51.57,4.16,2.19,638360
"Karma",84.11,49.61,5.39,0.59,826343
"Xerath",48.24,50.38,2.55,1.76,391541
"Pantheon",11.83,49.22,0.61,3.8,93075
"Swain",76.29,51.61,3.54,1.9,542257
"Lux",64.07,50.05,10.94,4.72,1676998
"Thresh",99.11,48.63,15.54,7.27,2381803
"Rakan",98.83,49.12,3.41,0.3,522440
"Pyke",85.12,48.94,8.44,15.78,1292960
"Fiddlesticks",7.83,48.59,0.61,10.33,93967
"Kennen",3.43,46.79,0.05,0.31,8236
"Alistar",97.97,50.38,3.37,0.52,515806
"Karthus",2.16,44.02,0.03,0.45,5191
"Shen",13.7,48.72,0.86,0.9,131935
"Nidalee",2.53,43.67,0.09,0.79,13527
"Orianna",2.05,47.92,0.1,0.73,15912
"Sion",8.41,49.69,0.18,0.15,27676
"Sett",21.23,47.81,2.91,13.15,445344
"Poppy",10.23,47.93,0.39,0.76,59278
"LeBlanc",2.33,45.88,0.13,12.03,20322
"Zoe",4.18,44.02,0.16,2.63,23912
"Gragas",6.23,45.78,0.16,0.21,24716
"Rumble",2.95,46.35,0.06,0.34,9463
"Annie",9.01,48.12,0.39,1.38,59180
"Heimerdinger",4.25,46.32,0.11,1.21,16199
"Neeko",23.9,48.42,0.8,0.68,122569
"Ivern",5.9,45.06,0.07,0.24,10566
"Ziggs",9.21,48.43,0.24,0.21,36101
"Lissandra",2.73,45.44,0.06,0.51,9071
"Morgana",87.74,49.12,10.83,32.3,1659396
"Miss Fortune",3.32,42.86,0.46,4.38,71064
"Ornn",3.29,44.74,0.18,2.14,27881
"Veigar",16.66,48.17,1.13,2.79,172733
"Cho'Gath",4.39,45.75,0.14,0.78,20985
"Malphite",29.75,48.68,3.23,4.2,494422
"Singed",2.48,39.57,0.06,0.42,9118
"Malzahar",2.17,46.41,0.08,4.87,12362
"Braum",99.09,48.79,3.24,0.75,496044
"Nunu",3.99,32.69,0.13,0.44,20236
"Kayle",2.3,44.17,0.07,0.48,11148
"Volibear",2.27,44.88,0.32,12.13,48661
"Tahm Kench",47.52,45.22,0.71,0.27,109357
"Anivia",11.63,44.41,0.2,0.37,30591
"Teemo",6.24,47.14,0.49,11.1,75469
"Ashe",2.57,43.93,0.41,3.29,62743
