"champName","laneRate","winRate","pickRate","banRate","gamesPlayed"
"Olaf",0.57,48.34,0.04,7.91,7404
"Master Yi",1.8,51.22,0.26,36.1,47824
"Alistar",0.36,36.51,0.01,0.63,2728
"Sivir",0.73,41.97,0.03,0.4,4927
"Soraka",0.78,39.88,0.04,2.08,7944
"Warwick",0.22,45.89,0.02,4.21,3635
"Nunu",1.84,32.23,0.06,0.43,10319
"Miss Fortune",0.41,43.34,0.1,10.95,17668
"Ashe",0.56,41.21,0.07,1.73,12955
"Jax",1.24,49.17,0.16,9.77,29166
"Evelynn",0.28,38.8,0.01,3.25,1554
"Twitch",0.78,47.16,0.03,0.49,4860
"Amumu",0.28,44.22,0.02,1.53,3738
"Rammus",0.53,42.69,0.02,5.68,4383
"Shaco",1.31,51.12,0.1,11.57,19047
"Dr. Mundo",1.54,49.57,0.07,1.91,12857
"Sona",0.9,45.41,0.04,0.33,6805
"Janna",0.63,44.98,0.03,0.34,5445
"Trundle",0.48,44.65,0.02,0.82,4092
"Caitlyn",0.7,42,0.15,15.8,27443
"Blitzcrank",0.25,34.57,0.03,33.22,5510
"Jarvan IV",0.81,50.26,0.07,1.5,12323
"Elise",0.2,45.26,0.01,11.44,2499
"Lee Sin",0.5,45.04,0.1,24.47,18326
"Vayne",1.07,47.39,0.17,11.72,31226
"Skarner",0.61,46.2,0,0.06,697
"Udyr",0.41,39.15,0.01,0.53,1535
"Poppy",1.72,50.04,0.06,0.42,11009
"Yorick",1.41,52.27,0.04,1.2,6948
"Leona",0.12,37.74,0.01,29.4,2687
"Shen",1.3,51.28,0.08,0.67,15119
"Shyvana",0.91,49.27,0.04,1.49,7885
"Volibear",1.33,53.91,0.07,0.95,12183
"Rengar",0.08,40.58,0,2,626
"Nautilus",1.08,46.53,0.14,30.3,26638
"Sejuani",0.27,46.8,0.01,0.66,1966
"Draven",1.41,45.63,0.05,6.52,9718
"Hecarim",0.35,43.65,0.01,0.8,1890
"Kha'Zix",0.64,50.23,0.04,2.49,6662
"Kayn",1.33,45.47,0.11,3.52,20895
"Kai'Sa",1.06,41.56,0.17,2.32,31010
"Gnar",1.45,47.21,0.04,0.67,6780
"Zac",0.49,51.72,0.05,11.3,9589
"Braum",0.13,32.03,0,0.94,921
"Jhin",1.66,47.84,0.24,3.47,43602
"Kindred",1.09,45.75,0.02,0.32,4050
"Jinx",0.26,41.32,0.03,1.73,6184
"Tahm Kench",0.93,42.24,0.02,0.63,3859
"Senna",0.97,46.02,0.17,24.96,31136
"Vi",0.6,47.46,0.03,0.75,5261
"Nami",0.13,37.81,0.01,0.63,1923
"Yuumi",0.41,25.26,0.04,7.72,7129
"Thresh",0.12,28.11,0.02,6.93,3564
"Rek'Sai",0.21,44.68,0.01,1.67,1175
"Ivern",1.72,43.4,0.01,0.18,2007
"Bard",0.61,40.52,0.02,0.59,3882
"Rakan",0.56,46.68,0.02,0.38,3910
"Xayah",0.3,39.36,0.01,0.67,2551
"Aphelios",1.01,40.75,0.08,32.62,14955
"Ekko",36.14,51.67,5.48,20.04,1012830
"Diana",82.1,52.86,9.42,21.64,1742468
"Taric",12.14,63.65,0.39,0.98,71792
"Darius",2.08,51.88,0.27,50.04,50423
"Katarina",97.15,50.77,8.49,8.83,1571471
"Kled",10.9,55.82,0.32,1.8,59371
"Garen",7.3,55.95,1.54,21.84,285557
"Sett",6.41,51.64,0.94,38.52,174291
"Pyke",9.88,52.18,1.17,19.31,215767
"Fizz",96.33,52.26,8.14,20.72,1506152
"Fiora",2.93,51.73,0.2,6.9,36453
"Mordekaiser",11.46,52.64,1.5,20.05,276958
"Graves",4.25,53.29,0.2,0.61,37695
"Cassiopeia",78.94,50.85,3.59,4.08,664956
"Zilean",17.52,53.52,0.62,0.64,114790
"Rumble",56.15,51.64,1.8,0.74,333479
"Tryndamere",4.4,52.18,0.28,5.15,51296
"Camille",11.68,51.55,0.31,0.47,57295
"Lulu",3.37,52.01,0.2,1.39,37387
"Renekton",11.05,51.58,0.95,5.75,175455
"Ahri",96.21,51.27,7.28,3.42,1347147
"Kassadin",95.38,50.08,4.82,9.4,891992
"Anivia",83.37,51.72,1.78,0.47,330127
"Nocturne",20.91,53.73,1.51,4.6,280046
"Vel'Koz",45.56,53.06,2.36,0.99,436936
"Swain",14.62,52.8,0.75,1.93,138104
"Maokai",2.21,53.18,0.11,0.49,19509
"Syndra",89.51,49.98,4.58,1.78,847663
"Karthus",9.92,47.85,0.27,1.1,49739
"Taliyah",29.04,50.16,0.36,0.08,66126
"Yasuo",71.67,49.76,14.62,49.47,2705490
"Vladimir",59.24,49.72,5.12,9.15,947350
"Neeko",57.97,51.73,2.6,0.9,481435
"Wukong",35.36,53.46,0.72,0.23,133662
"Talon",92.68,49.42,5.86,5.23,1084968
"Aurelion Sol",93.12,50.88,0.6,0.14,110186
"Malzahar",89.66,51.55,3.72,5.23,687454
"Singed",2.51,52.39,0.06,0.38,10476
"Heimerdinger",41.6,51.12,1.16,1.26,213940
"Lux",34.22,51.42,5.84,4.2,1079906
"Ziggs",73.18,50.62,2.05,0.21,378610
