"champName","laneRate","winRate","pickRate","banRate","gamesPlayed"
"Kai'Sa",1.53,41.8,0.22,2.15,43709
"Gnar",1.32,47.27,0.03,0.68,6381
"Zac",0.43,51.97,0.04,12.21,7980
"Braum",0.1,28.12,0,1.02,761
"Jhin",1.4,47.72,0.22,4.21,42532
"Kindred",1.07,47.07,0.02,0.37,4795
"Jinx",0.21,40.73,0.03,1.97,5627
"Tahm Kench",1.05,42.43,0.02,0.69,3903
"Senna",0.8,43.57,0.09,19.48,18030
"Vi",0.49,47.51,0.02,0.71,4656
"Nami",0.11,36.9,0.01,0.67,1683
"Yuumi",0.34,22.9,0.03,10.48,5909
"Thresh",0.1,27.72,0.02,6.3,3323
"Rek'Sai",0.19,50.98,0,1.36,965
"Ivern",1.26,40.12,0.01,0.16,1366
"Bard",0.49,38.26,0.02,0.63,3220
"Rakan",0.52,45.77,0.02,0.36,3880
"Xayah",0.3,38.22,0.01,0.69,2624
"Aphelios",0.98,38.25,0.05,21.9,10512
"Ekko",37.59,51.59,5.93,18.52,1157204
"Diana",83.51,52.45,8.83,20.58,1722512
"Taric",5.7,64.41,0.18,0.62,34204
"Katarina",97.3,50.73,8.36,9.56,1630358
"Fizz",96.38,52,8.41,19.93,1641319
"Kled",9.96,54.91,0.29,1.84,56901
"Sett",5.59,51.27,0.82,32.25,159218
"Pyke",9.04,51.83,1.01,18.98,197337
"Cassiopeia",79.46,50.99,3.5,3.64,683011
"Wukong",13.37,55.26,2.06,32.33,402198
"Mordekaiser",11.15,52.56,1.46,20.22,284201
"Garen",7.56,54.51,1.38,25.76,268251
"Fiora",2.69,51.47,0.19,7.15,37057
"Graves",4.22,52.12,0.26,1.07,50050
"Syndra",89.94,50.42,5.17,2.02,1008314
"Vel'Koz",46.84,52.8,2.53,1.11,493895
"Morgana",8.38,52.94,1.21,33.41,235363
"Tryndamere",4.13,51.89,0.25,5.45,49689
"Zilean",16.85,53.33,0.61,0.76,118090
"Vladimir",60.49,50.03,4.9,8.3,956527
"Renekton",10.08,51.38,0.94,5.82,182979
"Malzahar",89.97,51.79,3.63,5.25,707342
"Lux",34.98,51.38,6.61,4.83,1289576
"Lulu",2.62,51.82,0.17,1.55,33012
"Camille",9.78,50.57,0.27,0.51,52314
"Yasuo",71.06,49.96,14.09,49.1,2748518
"Rumble",53.84,51.86,1.56,0.55,305195
"Darius",2.04,49.99,0.23,48.25,45364
"Nocturne",26.11,53.32,1.9,4.84,371347
"Ahri",96.4,51.03,7.3,3.32,1423288
"Karthus",11.15,47.94,0.27,0.95,52315
"Anivia",84.09,51.53,1.85,0.51,361313
"Swain",14.77,53.1,0.73,1.95,142062
"Heimerdinger",44.26,51.15,1.16,1.32,226938
"Xerath",50.9,51.07,3.28,1.71,639916
"Kassadin",95.73,49.77,4.69,8.93,915340
"Taliyah",28.38,49.65,0.3,0.08,57601
"Aurelion Sol",93.01,50.39,0.6,0.15,116285
"Talon",94.15,49.63,5.9,4.94,1151800
"Neeko",60.9,51.53,2.36,0.76,460492
"Aatrox",9.19,49.91,0.56,4.1,110033
"Illaoi",2.82,52.21,0.12,9.24,23286
"Veigar",72.63,51.27,6.36,3.58,1241391
"Cho'Gath",24.04,50.67,0.86,1,167883
"Qiyana",86.94,46.21,2.21,1.4,431982
"Zed",95.81,49.66,10.19,30.75,1988508
"Malphite",14.04,51.52,1.54,3.31,300851
"Viktor",90.42,50.55,1.96,0.22,381820
"Kayle",11.15,51.09,0.38,0.59,73174
"Riven",8.55,48.59,0.31,0.76,61192
"Teemo",5.02,51.34,0.43,10.42,84119
"Zoe",93.49,47.7,3.41,2.61,664698
"Quinn",8.25,50.88,0.18,1.42,36017
"Kennen",18.74,50.94,0.33,0.39,63566
"Sion",4.64,51.26,0.1,0.13,18665
"Pantheon",52.22,48.74,3.4,3.3,662623
"Ornn",7.68,48.5,0.51,6.3,98763
"Singed",2.13,50.28,0.05,0.37,9160
"Ziggs",73.78,50.66,1.99,0.22,388678
"Gragas",5.34,49.02,0.16,0.26,31333
"Jayce",33.79,49.05,0.58,0.23,113577
"Annie",81.12,50.34,2.21,0.69,430140
"Twisted Fate",92.28,48.62,3.68,0.33,717780
"Irelia",44.32,45.28,4.18,5,814944
"Gangplank",12.18,47,0.29,0.6,56197
"LeBlanc",95.74,47.54,6.13,11.33,1195227
"Karma",7.62,49.2,0.35,0.37,68512
"Lucian",11.49,46.41,1.81,3.22,352720
"Galio",63.98,49.22,1.96,0.49,383289
"Sylas",67.26,48.38,7.82,11.32,1524966
"Urgot",2.79,50.43,0.11,2.01,20877
"Kalista",2.71,46.75,0.12,1.31,23783
"Ezreal",3.42,42.9,0.83,4.69,162207
"Nidalee",2.67,41.38,0.07,0.48,13272
"Zyra",6.45,50.06,0.28,1.92,54702
"Orianna",95.58,48.34,3.52,0.47,686680
"Kog'Maw",3.9,46.71,0.05,0.11,9548
"Xin Zhao",2.08,47.5,0.07,0.43,14060
"Tristana",5.1,47.34,0.42,1.47,82175
"Azir",94.58,45.91,1.62,0.24,315968
"Lissandra",88.19,49.55,1.66,0.36,324248
"Nasus",2.69,49.49,0.21,5.76,40969
"Fiddlesticks",5.3,46.89,0.16,0.81,31770
"Akali",68.78,43.33,3.43,4.71,669671
"Brand",15.31,49.56,1.16,8.45,226135
"Ryze",65.68,46.02,3.18,0.91,619913
"Varus",3.03,46.79,0.25,1.26,49466
"Corki",77.48,46.84,0.57,0.23,111023
