"champName","laneRate","winRate","pickRate","banRate","gamesPlayed"
"Olaf",0.56,47.72,0.04,7.14,7326
"Master Yi",1.62,51.83,0.22,36.11,42678
"Alistar",0.32,36.55,0.01,0.61,2501
"Sivir",0.73,42.13,0.02,0.4,4743
"Soraka",0.61,37.84,0.03,1.49,6356
"Warwick",0.19,46.21,0.02,5.63,3558
"Nunu",1.57,30.67,0.05,0.45,9328
"Miss Fortune",0.41,44.01,0.09,10.08,17758
"Ashe",0.51,42.09,0.06,1.78,12514
"Jax",1.16,49.92,0.15,10.39,28631
"Evelynn",0.27,39.37,0.01,2.94,1529
"Twitch",0.91,46.76,0.03,0.54,6627
"Amumu",0.25,43.98,0.02,1.46,3356
"Rammus",0.53,45.47,0.03,6.01,5017
"Shaco",1.24,51.45,0.09,10.31,17550
"Dr. Mundo",1.67,49.36,0.07,1.71,12752
"Sona",0.69,44.75,0.03,0.28,5428
"Janna",0.44,41.94,0.02,0.28,3803
"Trundle",0.41,46.22,0.02,0.91,3918
"Caitlyn",0.58,42.33,0.13,16.93,24432
"Blitzcrank",0.23,34.9,0.03,31.94,5203
"Maokai",1.74,52.84,0.1,0.73,19002
"Jarvan IV",0.82,49.39,0.06,1.37,12524
"Elise",0.21,44.51,0.01,9.06,2577
"Lee Sin",0.51,44.35,0.09,20.72,17772
"Vayne",0.94,47.68,0.15,11.89,29578
"Skarner",0.5,45.35,0,0.09,602
"Udyr",0.4,40.83,0.01,0.5,1560
"Poppy",1.66,49.73,0.05,0.46,10564
"Yorick",1.41,51.95,0.04,1.25,7396
"Leona",0.1,34.63,0.01,26.72,2515
"Shen",1.15,50.91,0.08,0.79,15227
"Shyvana",0.91,50.81,0.04,1.69,8213
"Volibear",1.3,53.91,0.07,1.09,13287
"Rengar",0.08,39.94,0,2.01,636
"Nautilus",0.82,46.08,0.11,28.25,20713
"Sejuani",0.25,47.68,0.01,0.55,1747
"Draven",1.21,46.54,0.06,7.91,10858
"Hecarim",0.26,42.66,0.01,0.96,1833
"Kha'Zix",0.61,48.99,0.03,2.2,6779
"Kayn",0.85,45.83,0.07,3.52,13064
