"champName","laneRate","winRate","pickRate","banRate","gamesPlayed"
"Olaf",0.57,48.44,0.04,8.38,7403
"Xin Zhao",1.67,46.61,0.07,0.6,12036
"Master Yi",1.33,49.94,0.19,31.66,33325
"Alistar",0.36,34.62,0.01,0.48,1999
"Sivir",0.78,40.8,0.02,0.34,3784
"Soraka",1.59,53.39,0.21,16.45,37045
"Warwick",0.2,43.62,0.02,3.95,3102
"Miss Fortune",0.43,44.02,0.11,10.85,18341
"Ashe",0.59,43.55,0.07,1.69,12867
"Jax",1.05,49.02,0.12,9.89,20935
"Evelynn",0.23,40.78,0.01,3.73,1393
"Twitch",0.81,47.9,0.03,0.57,4887
"Amumu",0.31,44.54,0.02,0.66,2768
"Rammus",0.53,38.91,0.02,3.95,2740
"Shaco",1.12,50.94,0.09,11.29,15189
"Dr. Mundo",1.35,49.36,0.06,1.91,10543
"Janna",0.56,43.44,0.02,0.23,3918
"Trundle",0.49,45.18,0.02,0.52,3577
"Caitlyn",0.65,41.8,0.12,14.68,21313
"Blitzcrank",0.23,36.1,0.03,30.22,5260
"Maokai",1.75,50.75,0.03,0.12,6014
"Jarvan IV",0.84,49.78,0.07,1.45,12486
"Elise",0.16,43.8,0.01,11.79,2402
"Lee Sin",0.41,43.56,0.09,25.08,16082
"Vayne",1.11,48.19,0.18,10.01,30800
"Skarner",0.67,47.9,0.01,0.09,879
"Nidalee",1.73,43.15,0.07,0.74,11285
"Udyr",0.45,37.92,0.01,0.58,1606
"Yorick",1.37,51.46,0.04,1.32,6963
"Leona",0.12,38.02,0.02,33.55,3014
"Shen",1.21,50.15,0.07,0.43,11315
"Shyvana",1.08,51.04,0.05,0.87,7852
"Volibear",1.29,51.16,0.05,0.55,8131
"Rengar",0.08,37.63,0,2.45,659
"Nautilus",1.09,46.72,0.16,32.23,27025
"Sejuani",0.25,45.74,0.01,0.47,1443
"Draven",1.45,44.92,0.06,7.15,11203
"Hecarim",0.28,41.91,0.01,0.85,1484
"Kha'Zix",0.52,49.04,0.04,3.04,6146
"Darius",1.99,51.34,0.24,38.43,42274
"Kayn",1.32,45.83,0.1,3.02,16839
"Kai'Sa",0.8,41.07,0.1,2.03,17146
"Gnar",1.32,46.71,0.03,0.53,5397
"Zac",0.5,52.38,0.03,2.26,5271
"Braum",0.15,33.69,0.01,0.88,1119
"Jhin",1.53,48.09,0.23,3.1,39404
"Kindred",0.92,44.96,0.02,0.35,4006
"Jinx",0.28,43.44,0.04,1.83,7014
"Tahm Kench",1.25,44.58,0.02,0.25,3024
"Senna",1.42,46.73,0.27,20.36,46919
"Vi",0.54,46.62,0.03,0.83,5191
"Nami",0.15,40.24,0.01,0.75,2214
"Yuumi",0.57,22.65,0.04,2.39,6123
"Thresh",0.12,30.09,0.02,7.03,3659
