"champName","laneRate","winRate","pickRate","banRate","gamesPlayed"
"Olaf",0.56,46.53,0.04,7.9,6295
"Xin Zhao",1.96,47.21,0.07,0.57,11849
"Master Yi",1.51,49.06,0.22,33.22,35383
"Alistar",0.4,37.27,0.01,0.5,2074
"Sivir",0.85,43.06,0.02,0.33,3820
"Soraka",0.92,43.94,0.07,4.65,10807
"Warwick",0.22,44.41,0.02,3.8,2941
"Nunu",1.96,33.06,0.06,0.43,9763
"Miss Fortune",0.41,43,0.1,12.1,17148
"Ashe",0.59,42.17,0.08,1.75,12467
"Jax",1.17,48.74,0.14,9.46,22491
"Evelynn",0.28,44.59,0.01,3.47,1469
"Twitch",0.79,48.54,0.03,0.53,4326
"Amumu",0.28,46.44,0.02,1.55,3805
"Rammus",0.48,44.1,0.02,5.08,3508
"Shaco",1.24,50.58,0.1,11.31,15640
"Dr. Mundo",1.44,50.37,0.06,1.91,10675
"Sona",1.15,45.26,0.05,0.97,7824
"Janna",0.56,44.85,0.02,0.3,3926
"Trundle",0.48,44.96,0.02,0.66,3272
"Caitlyn",0.75,41.73,0.17,15.51,27936
"Blitzcrank",0.24,36.6,0.03,32.78,5123
"Jarvan IV",0.83,49.34,0.07,1.48,10955
"Elise",0.18,45.57,0.01,12.18,2177
"Lee Sin",0.48,44.14,0.1,25.98,16261
"Vayne",1.1,47.55,0.18,11.54,29285
"Skarner",0.7,48.02,0,0.08,783
"Udyr",0.47,38.34,0.01,0.55,1599
"Poppy",1.92,50.54,0.06,0.32,9294
"Yorick",1.39,50.56,0.04,1.25,6418
"Leona",0.11,37.42,0.01,31.49,2456
"Shen",1.26,51.34,0.07,0.54,11607
"Shyvana",0.98,50.27,0.04,1.23,6969
"Volibear",1.34,52.97,0.06,0.72,9356
"Rengar",0.08,38.96,0,2.07,557
"Nautilus",1.18,46.71,0.17,31.46,27149
"Sejuani",0.27,48.44,0.01,0.69,1825
"Draven",1.41,45.5,0.06,6.6,9176
"Hecarim",0.42,44.44,0.01,0.83,1978
"Kha'Zix",0.63,50.03,0.04,2.67,5911
"Darius",1.95,51.14,0.26,43.53,42496
"Kayn",1,47.08,0.07,2.94,11286
"Kai'Sa",0.82,41.07,0.09,1.86,15463
"Gnar",1.39,46.8,0.04,0.7,6902
"Zac",0.46,51.04,0.04,5.63,6969
"Braum",0.17,34.28,0.01,0.92,1126
"Jhin",1.55,47.55,0.21,3.19,35108
"Kindred",1.1,45.29,0.02,0.35,3884
"Jinx",0.26,42.96,0.03,1.8,5736
"Tahm Kench",1.17,44.23,0.02,0.33,3136
"Senna",1.63,47.48,0.28,19.1,46149
"Vi",0.61,46.95,0.03,0.84,5161
"Nami",0.13,41.19,0.01,0.69,1753
"Yuumi",0.46,23.42,0.04,4.46,5845
"Thresh",0.12,28.37,0.02,7.14,3405
"Rek'Sai",0.18,44.7,0.01,1.85,915
"Ivern",1.31,42.96,0.01,0.18,1350
"Kalista",1.91,50.39,0.04,0.23,6860
"Bard",0.58,39.69,0.02,0.71,4084
"Rakan",0.54,47.02,0.02,0.42,3658
"Xayah",0.27,38.8,0.01,0.79,2366
"Aphelios",1.21,41,0.1,38.5,16509
"Sett",5.9,53.46,0.97,49.42,159004
"Ekko",34.92,51.95,5.4,21.86,887571
"Diana",76.9,52.96,8.94,21.43,1470289
"Taric",14.85,65.04,0.45,0.93,73376
"Mordekaiser",11.22,52.94,1.5,21.54,247436
"Cassiopeia",78.73,51.41,3.83,4.2,630188
"Fizz",96.44,52.61,8.39,21.43,1379959
"Katarina",97.07,50.51,8.8,8.32,1446172
"Yasuo",71.64,50.19,14.96,49.75,2459830
"Pyke",10.05,52.26,1.22,19.14,201170
"Kled",10.85,54.67,0.29,1.72,47618
"Kassadin",94.48,50.67,4.66,8.97,766300
"Vladimir",57.52,50.49,5.4,9.63,887529
"Ornn",8.96,51.6,1.27,20.9,209325
"Garen",6.05,55.48,1.03,11.47,170099
"Zilean",16.62,53.55,0.53,0.55,87042
"Lulu",3.26,52.66,0.19,1.3,30949
"Ahri",96.27,51.21,7.62,3.64,1253351
"Graves",3.28,51.92,0.1,0.34,17151
"Maokai",2.03,52.7,0.08,0.33,13080
"Fiora",2.98,50.92,0.18,6.83,29195
"Rumble",50.65,51.33,1.94,1.03,319707
"Vel'Koz",44.54,52.29,2.27,0.94,372604
"Karthus",8.86,47.8,0.27,1.16,45060
"Malzahar",89.16,51.87,3.94,5.37,647593
"Camille",12.35,50.31,0.36,0.49,58941
"Renekton",11.51,51.19,0.91,5.66,148849
"Tryndamere",3.93,51.14,0.24,5.02,39422
"Quinn",9.2,52.07,0.22,2.1,36486
"Taliyah",26.18,50.01,0.38,0.1,61842
"Anivia",81.83,51.8,1.65,0.44,271497
"Lux",33,51.52,5.47,4.05,899245
"Illaoi",2.85,51.75,0.13,8.62,21313
"Heimerdinger",35.39,51.56,0.9,1,147626
"Kayle",10.34,51.91,0.37,0.71,60949
"Singed",2.36,51.67,0.06,0.52,9876
"Talon",85.54,49.14,6.35,6.18,1044550
"Wukong",34.89,53.89,0.74,0.25,122090
"Qiyana",87.76,46.97,3.73,3.08,613091
"Jayce",35.87,49.95,0.6,0.24,98820
"Riven",9.4,49.02,0.36,0.93,59333
"Swain",15.32,52.9,0.82,1.99,134522
"Teemo",5.28,51.43,0.39,9.27,64467
"Annie",80.01,50.86,2.05,0.63,336922
"Morgana",8.3,51.94,1.08,32.63,177051
"Nocturne",17.11,52.66,1.16,4.84,191030
"Zoe",93.75,47.66,4.16,2.58,684769
"Ziggs",74.49,50.7,2.21,0.23,363444
"Pantheon",45.26,49.16,2.78,2.46,456876
"Kennen",16.1,51.28,0.3,0.49,50137
"Aatrox",10.42,48.92,0.75,4.32,122630
"Gragas",4.28,49.54,0.15,0.32,24550
"Cho'Gath",24.67,51.49,0.9,0.96,147202
"Zed",92.69,49.3,10.95,30.19,1800350
"Aurelion Sol",93.16,50.18,0.64,0.15,105403
"Malphite",14.82,52.17,1.48,2.81,243026
"Sion",5.39,50.75,0.1,0.12,16859
"Syndra",89.19,48.3,4.26,1.71,700013
"Veigar",70.67,50.66,5.3,2.91,871613
"Viktor",88.96,51.06,2.44,0.28,400450
"Xerath",49.65,50.32,2.55,1.3,419048
