"champName","laneRate","winRate","pickRate","banRate","gamesPlayed"
"Sylas",64.77,49.17,7.07,7.15,1162292
"Lucian",11.92,46.75,2.14,4.28,351899
"Karma",8.07,49.8,0.34,0.3,56040
"Twisted Fate",91.69,48.84,2.91,0.29,478000
"LeBlanc",95.6,47.96,6.95,12.94,1142016
"Gangplank",12.7,47.27,0.33,0.69,54665
"Nasus",3.14,50.82,0.23,4.72,38238
"Nidalee",2.1,42.58,0.07,0.68,10997
"Galio",65.38,49.53,2.01,0.51,330196
"Urgot",2.95,50.59,0.09,1.48,14085
"Kog'Maw",4.58,46.73,0.06,0.09,9171
"Zyra",6.61,50.28,0.28,1.71,46148
"Ezreal",3.31,43.39,0.82,3.72,134584
"Akali",69.56,42.93,3.42,7.36,562135
"Brand",15.16,49.86,1.05,6.61,172471
"Irelia",47.96,44.8,3.81,3.62,625939
"Neeko",60.03,49.87,1.64,0.51,268909
"Fiddlesticks",5.1,48.65,0.14,0.64,23254
"Orianna",95.64,48.94,3.92,0.64,644485
"Corki",78.05,47.35,0.61,0.21,99930
"Tristana",6.56,47.41,0.5,1.27,81897
"Varus",3.23,45.6,0.18,0.39,30118
"Azir",94.33,45.91,1.53,0.23,251645
"Ryze",65.8,45.92,3.62,1.22,594693
"Lissandra",87.37,48.75,1.44,0.35,236326
