"champName","laneRate","winRate","pickRate","banRate","gamesPlayed"
"Olaf",0.58,47.9,0.03,5.12,4564
"Master Yi",1.89,51.51,0.2,29.41,31165
"Alistar",0.39,38.85,0.02,0.65,2479
"Sivir",0.83,43.14,0.03,0.41,4710
"Soraka",0.74,43.46,0.05,2.13,8288
"Warwick",0.26,44.7,0.02,4.55,3186
"Miss Fortune",0.69,44.03,0.08,2.92,12870
"Ashe",0.34,43.17,0.08,9.19,12280
"Jax",1.26,49.53,0.14,8.98,21179
"Evelynn",0.22,39.67,0.01,6.29,1495
"Twitch",0.71,48.85,0.04,1.3,6504
"Amumu",0.32,42.61,0.02,0.96,2544
"Rammus",0.59,46.84,0.02,5.32,3422
"Shaco",1.36,49.72,0.09,7.76,14251
"Dr. Mundo",1.78,48.24,0.06,1.18,9199
"Sona",0.65,44.53,0.02,0.25,3757
"Janna",0.45,37.57,0.02,0.22,2739
"Trundle",0.39,40.8,0.01,0.94,2125
"Caitlyn",0.61,43.7,0.11,14.8,17312
"Blitzcrank",0.28,34.42,0.03,30.25,4410
"Maokai",1.28,51.72,0.06,0.99,9995
"Jarvan IV",1.36,48.84,0.05,0.52,8405
"Elise",0.27,46.07,0.01,6.25,1589
"Lee Sin",0.58,45.03,0.09,17.32,13948
"Vayne",0.96,47.87,0.14,13.75,22270
"Skarner",0.99,47.19,0.01,0.09,1176
"Nidalee",1.81,43.02,0.07,1.03,10480
"Udyr",0.53,41.53,0.01,0.44,1606
"Poppy",1.78,50.27,0.06,0.58,8746
"Yorick",1.28,51.34,0.04,1.59,6418
"Leona",0.14,38.3,0.01,20.62,2311
"Shen",1.17,50.92,0.08,1.09,12578
"Shyvana",0.87,50.06,0.04,1.68,6232
"Volibear",1.1,49.9,0.16,27.42,25564
"Rengar",0.1,36.98,0,1.72,503
"Nautilus",0.71,46.1,0.08,22.59,13189
"Sejuani",0.39,44.38,0.01,0.31,1487
"Draven",1.35,47.91,0.06,6.81,9527
"Hecarim",0.28,44.79,0.01,1.29,2005
"Kha'Zix",0.53,50.2,0.06,6.5,8639
"Darius",1.92,51.44,0.2,49.34,31137
"Kayn",1.09,51.3,0.17,15.85,26344
"Kai'Sa",0.87,43.52,0.14,2.47,21457
"Gnar",1.29,48.32,0.04,0.98,6128
"Zac",0.84,53.83,0.06,5.21,8638
"Braum",0.11,30.02,0,0.7,523
"Jhin",1.37,49.09,0.21,5.39,33064
"Jinx",0.26,44.69,0.03,1.53,4650
"Tahm Kench",1.45,46.85,0.02,0.29,3543
"Senna",0.73,45.2,0.1,10.62,15475
"Vi",0.78,49.58,0.05,1.21,7924
"Nami",0.15,34.88,0.01,0.32,1210
"Yuumi",0.35,19.83,0.03,24.29,4750
"Thresh",0.14,29.58,0.02,7.65,3316
"Rek'Sai",0.29,50.65,0.01,1.35,926
"Bard",0.41,38.98,0.02,1.31,2945
"Rakan",0.73,46.29,0.02,0.3,3783
"Xayah",0.38,41.78,0.02,0.6,2614
"Aphelios",0.53,40.48,0.05,20.87,8189
"Karthus",18.83,52.35,0.83,3.67,128340
"Graves",2.16,53.6,0.19,10.94,30185
"Galio",72.87,52.2,4.93,3.06,764321
"Ekko",37.05,51.02,6.08,19.86,944059
"Wukong",6.24,52.47,0.48,6.22,74218
"Zed",96.27,51.38,13.56,39.15,2103341
"Sett",4.34,51.71,0.65,13.22,100602
"Pyke",10.51,51.58,1.08,16.67,167521
"Camille",7.33,52.14,0.36,0.94,55929
"Katarina",97.2,50.4,6.81,7.32,1057279
"Nocturne",20.66,53.76,1.69,5.17,262562
"Annie",85.5,52.64,3.4,1.39,527582
"Taric",5.27,64.48,0.13,0.43,19708
"Fiddlesticks",5.24,51.92,0.36,9.64,55566
"Fizz",96.65,51.89,7.61,19.21,1180083
"Diana",87.8,51.17,6.29,10.7,975814
"Lulu",2.07,50.82,0.24,8.76,37015
"Kassadin",95.7,50.29,5.53,13.06,857530
"Garen",5.7,53.44,0.83,13.63,128819
"Lux",32.99,52.19,5.74,4.97,891445
"Aurelion Sol",93.41,51.6,0.75,0.15,117033
"Cassiopeia",76.67,50.5,3.46,4.11,536696
"Renekton",10.05,51.22,0.81,8.1,126029
"Vel'Koz",49.66,52.8,2.83,1.44,439894
"Kled",11.74,54,0.24,1.24,36700
