"champName","laneRate","winRate","pickRate","banRate","gamesPlayed"
"Olaf",0.5,48.1,0.03,7.14,6569
"Xin Zhao",1.91,48.22,0.08,0.55,16639
"Master Yi",1.48,52.34,0.19,36.3,39230
"Alistar",0.28,34.8,0.01,0.6,2290
"Sivir",0.72,43.21,0.02,0.37,4328
"Soraka",0.57,37.59,0.03,1.1,5635
"Warwick",0.16,45,0.02,6.48,3231
"Nunu",1.56,30.44,0.05,0.42,9439
"Miss Fortune",0.37,42.65,0.08,10.25,16590
"Ashe",0.48,42.09,0.06,1.82,12148
"Jax",1.07,49.48,0.13,10.12,26766
"Singed",2,49.9,0.04,0.35,8425
"Evelynn",0.2,37.31,0.01,2.79,1292
"Twitch",0.9,47.68,0.03,0.57,6949
"Amumu",0.23,44.39,0.02,1.43,3039
"Rammus",0.47,42.64,0.02,5.98,4332
"Shaco",1.21,51.01,0.08,9.81,16737
"Dr. Mundo",1.55,50.5,0.06,1.74,12123
"Sona",0.66,44.23,0.03,0.26,5114
"Janna",0.38,39.89,0.02,0.26,3349
"Trundle",0.37,45.62,0.02,1.12,4101
"Caitlyn",0.54,42.58,0.11,17.45,22229
"Blitzcrank",0.21,34.05,0.02,31.36,4716
"Maokai",1.39,53.15,0.1,1.66,20159
"Jarvan IV",0.72,49.94,0.06,1.43,11789
"Elise",0.2,44.6,0.01,9.25,2334
"Lee Sin",0.49,44.51,0.08,19.39,16605
"Vayne",0.89,48.23,0.14,12.49,28944
"Skarner",0.51,45.56,0,0.08,665
"Udyr",0.44,39.86,0.01,0.49,1741
"Poppy",1.56,49.58,0.05,0.41,9585
"Yorick",1.25,51.77,0.03,1.24,6842
"Leona",0.1,35.47,0.01,26.64,2537
"Shen",1.07,50.89,0.07,0.78,14076
"Shyvana",0.81,51.47,0.04,2.1,8387
"Volibear",1.17,53.29,0.06,1.21,12637
"Rengar",0.08,40.64,0,1.97,689
"Nautilus",0.72,46.02,0.09,27.63,18675
"Sejuani",0.2,45.82,0.01,0.5,1340
"Draven",1.13,46.4,0.06,7.88,11529
"Hecarim",0.23,44.2,0.01,0.9,1595
"Kha'Zix",0.57,49.42,0.03,2.08,6651
"Darius",1.83,50.17,0.2,47.8,41287
"Kayn",0.7,45.71,0.05,2.73,9649
"Kai'Sa",0.97,41.78,0.14,2.12,28249
"Gnar",1.26,47.12,0.03,0.68,6528
"Zac",0.42,52.85,0.04,11.86,7607
"Braum",0.09,30.9,0,0.98,754
"Jhin",1.3,47.98,0.21,4.6,41859
"Kindred",1.12,45.3,0.02,0.3,4691
"Jinx",0.2,42.05,0.03,1.95,5439
"Tahm Kench",1.04,44.98,0.02,0.62,3871
"Senna",0.68,43.89,0.07,13.65,14795
"Vi",0.48,46.74,0.02,0.71,4608
"Nami",0.11,39.57,0.01,0.67,1678
"Yuumi",0.32,21.06,0.03,11.61,5808
"Thresh",0.09,27.82,0.02,6.54,3174
"Rek'Sai",0.17,46.88,0,1.41,849
"Ivern",1.02,42.01,0.01,0.18,1683
"Bard",0.43,37.32,0.02,0.74,3047
"Rakan",0.56,44.98,0.02,0.34,4235
"Xayah",0.29,38,0.01,0.6,2537
"Aphelios",0.78,39.15,0.05,16.56,9775
"Ekko",38.43,51.61,6.02,18.53,1220122
"Sett",4.29,51.97,0.66,28.65,132747
"Diana",85.17,52.41,8.95,19.72,1812886
"Pyke",10.02,52.06,1.1,18.33,223865
"Katarina",97.51,50.75,8.28,9.74,1677699
"Yasuo",71.36,50.2,13.4,48.32,2715251
"Kled",9.13,54.98,0.26,1.79,52429
"Wukong",8.26,54.27,0.96,28.48,194908
"Graves",3.46,53.65,0.23,1.57,47369
"Taric",4.28,65.03,0.14,0.7,28988
"Cassiopeia",79.54,50.95,3.57,3.43,724216
"Fizz",96.74,52.04,8.66,20.65,1755089
"Mordekaiser",11.07,52.38,1.39,21.07,281051
"Vel'Koz",48.09,52.81,2.58,1.17,523486
