"champName","laneRate","winRate","pickRate","banRate","gamesPlayed"
"Illaoi",2.68,52.33,0.11,10.45,16388
"Talon",96.25,48.95,4.77,4.72,707374
"Anivia",83.19,51.29,1.48,0.38,219270
"Pantheon",53.02,48.76,2.68,3.77,396498
"Swain",13.53,52.57,0.66,2.14,97888
"Syndra",89.01,49.28,7.12,6.45,1055368
"Zoe",94.19,47.98,3.38,2.61,501110
"Kassadin",95.83,49.8,5.56,13.14,824355
"Neeko",64.45,50.86,2.26,0.69,334773
"Taliyah",35.05,49.72,0.27,0.05,40345
"Qiyana",89.3,46.87,1.81,0.6,268526
"Sylas",57.29,48.43,6.23,12.54,922891
"Cho'Gath",21.81,50.9,0.74,0.84,108974
"Veigar",73.88,50.58,5.31,3.06,786757
"Karthus",12.08,45.99,0.19,0.53,27822
"Zed",95.79,49.57,9.72,27.74,1439459
"Varus",2.25,47.74,0.23,16.48,34591
"Gragas",7.53,48.53,0.18,0.19,27206
"Kennen",19.88,51.07,0.31,0.29,45896
"Teemo",5.16,50.91,0.41,11.36,61042
"Karma",8.13,48.93,0.45,0.43,66812
"Ziggs",69.6,49.99,1.72,0.22,254658
"Zyra",6.31,50.43,0.29,2.27,43370
"Singed",2.14,49.97,0.05,0.36,6842
"Jayce",27.08,48.87,0.71,0.49,105891
"LeBlanc",96.34,47.27,6.06,11.9,897929
"Ornn",6.03,49.51,0.34,2.26,50996
"Corki",89.41,48,1.96,0.29,290090
"Nidalee",2.23,43.63,0.07,0.78,10866
"Sion",4.55,50.91,0.1,0.15,15536
"Irelia",43.32,46.2,4.2,6.91,622013
"Ezreal",2.47,45.46,0.69,10.65,102782
"Xin Zhao",2.56,49.98,0.1,0.51,14179
"Nasus",2.7,51.2,0.22,9.55,32194
"Kayle",11.41,50.56,0.36,0.51,53425
"Gangplank",9.9,46.78,0.31,0.88,46597
"Viktor",89.48,50.12,1.89,0.21,280512
"Lucian",13.32,46.26,2.04,3.64,301903
"Lissandra",90.01,49.44,2.06,0.52,304716
"Kog'Maw",5.68,47.38,0.1,0.2,14079
"Ivern",2.26,43.85,0.03,0.23,4112
"Tristana",7.23,48.76,0.62,2.17,91907
"Azir",95.05,45.62,1.67,0.29,247196
"Akali",72.12,44.42,5.07,5.1,751639
"Brand",13.93,48.99,0.93,7.35,137632
"Ryze",75.1,46.26,2.77,0.46,410209
