"champName","laneRate","winRate","pickRate","banRate","gamesPlayed"
"Olaf",0.48,48.6,0.03,6.93,6035
"Master Yi",1.37,51.25,0.17,35.17,33909
"Alistar",0.27,35.54,0.01,0.61,2327
"Sivir",0.68,42.44,0.02,0.37,4145
"Soraka",0.62,41,0.04,1.26,7327
"Warwick",0.16,44.87,0.02,7.02,3207
"Nunu",1.47,29.03,0.05,0.48,9694
"Miss Fortune",0.39,44.06,0.09,10.79,17543
"Ashe",0.39,41.29,0.06,2.96,12642
"Jax",1.05,49.81,0.13,10.2,26800
"Singed",1.95,51,0.04,0.37,8212
"Evelynn",0.18,40.76,0.01,4.47,1580
"Twitch",0.66,46.52,0.03,0.64,5378
"Amumu",0.21,42.75,0.01,1.45,2877
"Rammus",0.44,43.27,0.02,5.99,3862
"Shaco",1.14,50.51,0.08,9.84,15733
"Dr. Mundo",1.46,50.22,0.06,1.85,12423
"Sona",0.67,45.44,0.03,0.26,5132
"Janna",0.37,39.4,0.02,0.27,3246
"Trundle",0.3,44.32,0.02,1.57,3894
"Caitlyn",0.53,42.73,0.1,17.66,21216
"Blitzcrank",0.2,34.9,0.02,31.75,4413
"Maokai",1.28,53.64,0.11,3.08,21503
"Jarvan IV",0.71,49.88,0.05,1.39,11128
"Elise",0.21,41.53,0.01,8.81,2215
"Lee Sin",0.45,43.99,0.07,19.1,15304
"Vayne",0.88,48.13,0.14,13.25,28628
"Skarner",0.39,41.68,0,0.07,499
"Udyr",0.41,39.16,0.01,0.47,1619
"Poppy",1.86,49.42,0.05,0.42,11214
"Yorick",1.23,52.68,0.04,1.39,7507
"Leona",0.09,35.82,0.01,27.09,2412
"Shen",1.03,50.86,0.07,0.87,13495
"Shyvana",0.78,49.33,0.04,2.63,8861
"Volibear",1.1,52.77,0.06,1.29,12170
"Rengar",0.06,40.44,0,1.99,502
"Nautilus",0.69,45.3,0.08,27.67,17283
"Sejuani",0.29,44.55,0.01,0.49,1928
"Draven",1.09,46.12,0.05,7.98,10848
"Hecarim",0.21,41.08,0.01,0.84,1451
"Kha'Zix",0.52,48.5,0.03,2.21,6243
"Darius",1.75,50.15,0.2,48.32,40202
"Kayn",0.92,45.43,0.07,2.57,13634
"Kai'Sa",0.91,42.67,0.12,1.94,24380
"Gnar",1.24,47.62,0.03,0.69,6537
"Zac",0.41,52.36,0.04,11.95,7379
"Braum",0.08,34.53,0,0.97,698
"Jhin",1.22,48,0.19,4.67,38522
"Kindred",0.95,47.26,0.02,0.34,4232
"Jinx",0.21,41.21,0.03,1.88,5355
"Tahm Kench",1.05,43.73,0.02,0.39,3371
"Senna",0.67,42.6,0.06,9.1,12553
"Vi",0.43,48.24,0.02,0.7,4202
"Nami",0.11,36.52,0.01,0.72,1673
"Yuumi",0.28,20.09,0.03,15.54,5799
"Thresh",0.1,27.51,0.02,6.9,3363
"Rek'Sai",0.2,50.87,0,1.43,920
"Ivern",1.02,42.73,0.01,0.19,1554
"Bard",0.39,36.79,0.02,1.04,3145
"Rakan",0.5,44.62,0.02,0.37,4160
