"champName","laneRate","winRate","pickRate","banRate","gamesPlayed"
"Olaf",0.54,49.11,0.03,6.15,5123
"Master Yi",1.74,51.39,0.2,31.89,30811
"Alistar",0.36,37.38,0.01,0.52,1921
"Sivir",0.82,43.18,0.03,0.43,4604
"Soraka",0.82,43.45,0.06,2.12,9256
"Warwick",0.22,44.45,0.02,5.65,2938
"Nunu",1.93,29.88,0.06,0.44,9757
"Miss Fortune",0.6,42.84,0.08,4.38,12806
"Ashe",0.52,42.16,0.08,3.29,12794
"Jax",1.23,49.85,0.15,9.89,22907
"Evelynn",0.16,37.8,0.01,6.99,1217
"Twitch",0.71,49.01,0.03,0.88,5189
"Amumu",0.27,41.34,0.02,1.17,2426
"Rammus",0.55,44.94,0.02,5.57,3480
"Shaco",1.17,49.88,0.07,7.94,10852
"Dr. Mundo",1.81,47.58,0.07,1.45,10488
"Sona",0.61,44.29,0.02,0.23,3443
"Janna",0.45,38.27,0.02,0.23,2861
"Trundle",0.28,40.37,0.02,1.58,2358
"Caitlyn",0.61,43.72,0.11,15.45,17504
"Blitzcrank",0.27,34.08,0.03,29.53,4269
"Maokai",1.38,52.71,0.07,1.11,10720
"Jarvan IV",1,50.25,0.05,0.72,7779
"Elise",0.23,44.71,0.01,7.84,1523
"Lee Sin",0.48,43.45,0.08,18.7,12498
"Vayne",1,48.25,0.16,14.87,24598
"Skarner",0.61,44.43,0,0.07,601
"Nidalee",1.95,43.01,0.07,0.79,10437
"Udyr",0.52,43.47,0.01,0.52,1716
"Poppy",1.72,49.76,0.07,0.76,9987
"Yorick",1.48,51.82,0.04,1.51,6160
"Leona",0.13,35.39,0.01,22.75,2102
"Shen",1.3,50.55,0.08,0.9,12480
"Shyvana",0.79,50.86,0.04,2.08,6235
"Graves",1.97,53.04,0.18,11.67,28225
"Volibear",1.39,50.35,0.19,12.13,29753
"Rengar",0.08,34.44,0,1.97,450
"Nautilus",0.7,46.28,0.08,23.29,12477
"Sejuani",0.33,45.74,0.01,0.26,1104
"Draven",1.35,47.77,0.07,7.29,9981
"Hecarim",0.27,45.85,0.02,1.86,2375
"Kha'Zix",0.69,49.09,0.03,1.71,4960
"Darius",1.88,50.87,0.22,51.39,33331
"Kayn",1.08,50.75,0.17,15.41,25857
"Kai'Sa",0.92,43.49,0.13,2.27,20373
"Gnar",1.42,47.8,0.04,0.81,6366
"Zac",0.68,52.4,0.05,7.12,7735
"Braum",0.11,28.41,0,0.75,535
"Jhin",1.46,49.49,0.22,5.04,33517
"Jinx",0.27,43.41,0.03,1.67,4849
"Tahm Kench",1.45,42.87,0.02,0.27,3345
"Senna",0.78,44.69,0.11,7.81,16635
"Vi",1.1,46.33,0.05,0.6,7105
"Nami",0.14,37,0.01,0.39,1208
"Yuumi",0.23,22.32,0.03,42.32,4884
"Thresh",0.12,28.1,0.02,7.27,2804
"Rek'Sai",0.24,49.1,0.01,1.73,947
"Ivern",1.62,43.61,0.02,0.24,2903
"Bard",0.43,36.08,0.02,1.05,3013
"Rakan",0.58,42.63,0.02,0.3,3047
"Xayah",0.35,41.62,0.02,0.74,2650
"Aphelios",0.53,40.64,0.06,15.6,8826
"Wukong",6.14,53.53,0.51,6.24,78201
"Ekko",37.33,51.2,6.04,17.31,925166
"Diana",87.84,51.83,7.46,14.05,1143805
"Yasuo",72.05,50.57,13.81,47.5,2116376
"Pyke",12.78,52.63,1.27,15.78,194057
"Kled",10.28,54.1,0.23,1.55,35798
"Lulu",2.27,51.62,0.23,5.65,34499
"Galio",73.29,51.98,4.62,2.52,708009
"Fiora",2.74,51.4,0.18,8.24,27710
"Katarina",97.37,50.58,7.11,7.8,1090202
"Taric",5.26,65.28,0.13,0.45,20667
"Cassiopeia",77.33,51.12,4.03,4.68,617488
"Fizz",96.76,51.81,7.7,20.2,1179696
"Camille",8.95,51.54,0.32,0.58,49653
"Vel'Koz",50.77,52.78,2.82,1.3,432464
"Annie",86.08,52.34,3.69,1.38,565504
"Fiddlesticks",2.94,51.4,0.23,10.33,35311
"Sett",4.34,51.3,0.59,13.15,91024
"Garen",5.82,53.42,0.86,12.5,131590
"Nocturne",23.55,53.26,1.27,2.91,194563
"Vladimir",64.45,50.16,4.98,7.94,763062
"Zilean",13.85,52.95,0.44,0.79,67462
"Quinn",8.2,52.41,0.22,2.29,34150
"Lux",34.25,52.29,5.85,4.72,896626
"Tryndamere",5.31,51.93,0.31,5.69,48278
"Urgot",2.25,52.83,0.14,5.23,20889
"Renekton",10.03,50.79,0.9,8.39,137841
"Ahri",96.16,51.15,6.59,2.6,1009446
"Rumble",56.41,51.5,1.18,0.34,181139
"Kassadin",95.69,49.87,5.37,12.64,822591
"Aurelion Sol",94.21,51.39,0.8,0.15,122993
"Jayce",27.26,49.19,0.7,0.49,107496
"Kennen",18.53,50.72,0.29,0.31,44532
"Talon",96.01,49.19,4.79,4.51,733867
"Neeko",63.82,50.94,2.14,0.68,327310
"Mordekaiser",10.21,52.3,1.13,14.1,173222
"Twisted Fate",93.96,49.2,5.55,0.96,851226
"Anivia",82.37,51.16,1.41,0.37,216717
"Xerath",48.84,50.77,2.59,1.76,396452
"Morgana",8.72,52.5,1.08,32.3,165003
"Malphite",11.92,51.5,1.29,4.2,198010
"Malzahar",90.75,51.85,3.37,4.87,516373
"Zoe",94.05,48.07,3.51,2.63,537399
"Syndra",88.13,49.26,6.98,6.55,1069157
"Swain",13.31,52.52,0.62,1.9,94640
"Kalista",2.76,49.15,0.11,1.26,16990
"Orianna",96,50.01,4.87,0.73,745782
"Heimerdinger",47.69,50.69,1.19,1.21,181912
"Karthus",12.34,46.32,0.19,0.45,29694
"Taliyah",34.04,49.94,0.3,0.05,45372
"Aatrox",7.94,49.88,0.5,4.37,76062
"Veigar",73.23,50.65,4.95,2.79,759227
"Sylas",55.67,48.6,5.95,11.91,911559
"Karma",8.94,49.08,0.57,0.59,87847
"Illaoi",2.75,52.14,0.11,10.01,17212
"Zed",95.75,49.41,10.84,27.89,1661973
"Qiyana",89.59,46.84,1.79,0.57,274860
"Irelia",42.91,46.45,4.22,6.87,646869
"Ornn",6.36,49.31,0.35,2.14,53874
"Kayle",10.83,50.52,0.34,0.48,52422
"Nasus",2.91,51.3,0.22,8.48,33655
"Riven",7.83,49.07,0.29,0.6,44356
"Ezreal",2.34,45.89,0.74,17.35,114151
"Tristana",6.78,49.18,0.54,2,83108
"Cho'Gath",21.04,50.58,0.66,0.78,100497
"Viktor",88.71,50.36,2.8,0.38,428767
"Akali",72.19,45.72,6.5,7.07,997034
"Varus",2.38,45.62,0.18,11.5,27038
"Sion",4.41,50.8,0.09,0.15,14517
"Xin Zhao",2.69,49.96,0.1,0.48,14593
"Singed",2.16,49.7,0.05,0.42,7959
"Pantheon",55.24,48.89,2.83,3.8,434486
"Teemo",5.37,50.79,0.42,11.1,64874
"Corki",89.1,48.03,1.82,0.3,279205
"Kindred",2.24,45.55,0.05,0.38,7768
"Lucian",13.74,46.67,1.79,3.07,273845
"Lissandra",89.76,49.48,1.94,0.51,297868
"Gragas",7.93,48.52,0.21,0.21,31481
"Zyra",6.14,50.08,0.28,2.19,42771
"Gangplank",9.48,46.73,0.26,0.82,39680
"LeBlanc",96.16,47.47,5.47,12.03,839128
"Brand",15.24,50.01,1.08,7.6,165676
"Azir",95.15,45.32,1.87,0.31,286481
"Ziggs",71.6,49.8,1.83,0.21,280563
"Kog'Maw",6.14,46.9,0.11,0.24,16684
"Ryze",74.67,46.23,2.59,0.45,396983
