"champName","laneRate","winRate","pickRate","banRate","gamesPlayed"
"Nautilus",0.69,45.09,0.08,26.34,16777
"Sejuani",0.37,42.56,0.01,0.4,2143
"Draven",1.19,48.24,0.06,7.64,11238
"Hecarim",0.23,43.08,0.01,0.79,1532
"Kha'Zix",0.54,49.04,0.03,2.22,6285
"Darius",1.76,50.96,0.2,48.74,38854
"Kai'Sa",0.9,42.04,0.11,1.74,21934
"Gnar",1.24,47.82,0.04,0.93,7662
"Zac",0.6,53.39,0.05,10.18,9623
"Braum",0.08,29.24,0,0.91,667
"Jhin",1.3,48.15,0.19,4.49,38237
"Kindred",1.04,47.32,0.02,0.37,4343
"Jinx",0.2,42.22,0.02,1.73,4962
"Tahm Kench",1.15,43.11,0.02,0.34,3454
"Senna",0.65,42.26,0.06,6.83,11018
"Vi",1.01,47,0.05,0.65,9113
"Nami",0.11,33.1,0.01,0.6,1453
"Yuumi",0.26,21.05,0.03,21.48,6082
"Thresh",0.1,27.6,0.02,7.25,3355
"Rek'Sai",0.2,51.81,0,1.52,882
"Ivern",1.27,43.92,0.01,0.19,1785
"Bard",0.42,37.29,0.02,0.95,3006
"Rakan",0.51,45.32,0.02,0.34,3800
"Xayah",0.27,40.88,0.01,0.71,2642
"Aphelios",0.63,39.06,0.04,10.75,7640
"Ekko",40.73,51.44,6.18,17.28,1227196
"Kled",8.83,54.52,0.25,1.93,49644
"Yasuo",70.38,50.69,13.1,49.2,2604040
"Wukong",6.81,53.52,0.52,12.62,102715
"Cassiopeia",76.66,51.22,3.77,4.05,749259
"Syndra",89.29,50.63,7.25,4.63,1440694
"Diana",86.32,52.53,8.88,19.38,1764696
"Taric",3.37,63.83,0.1,0.59,20498
"Katarina",97.48,50.82,7.67,9.74,1525250
"Pyke",9.89,52.27,1.03,18.24,204847
"Galio",70.3,51.86,4.29,2.77,853301
"Mordekaiser",10.15,52.29,1.17,18.72,231848
"Sett",3.43,51.22,0.44,20.71,88240
"Vel'Koz",47.85,53.12,2.64,1.33,523723
"Fiora",2.54,51.9,0.18,8.13,36164
"Fizz",96.68,51.84,8.01,19.97,1591409
"Lulu",2.21,51.6,0.19,3.03,37727
"Camille",8.75,51.39,0.23,0.47,46344
"Garen",5.6,52.91,0.81,14.95,160465
"Zilean",15.8,52.89,0.57,1,113749
"Aurelion Sol",94.3,50.97,0.72,0.15,142898
"Rumble",55.5,51.79,1.28,0.38,255133
"Veigar",73.22,51.05,5.95,3.55,1182819
"Quinn",7.71,52.49,0.22,1.8,44669
"Vladimir",63.2,50.11,5.09,8.39,1012455
"Ahri",96.53,50.74,6.8,2.71,1352074
"Orianna",95.61,50.69,4.1,0.59,814300
"Xerath",48.71,51.11,2.98,2.21,591839
"Renekton",9.42,51.11,0.91,8.4,180398
"Tryndamere",4.44,52.03,0.27,5.81,53381
"Malzahar",91,51.97,3.67,5.18,730062
"Talon",95.78,49.59,4.94,4.91,981639
"Morgana",8.43,52.66,1.19,36.64,236896
"Cho'Gath",19.68,51.05,0.8,1.05,158431
"Aatrox",7.88,50.37,0.48,4.36,95791
"Kassadin",95.28,49.24,6.48,13.42,1286967
"Lux",33.95,51.01,5.6,4.89,1112225
"Nocturne",18.98,52.94,1.04,3.35,206328
"Urgot",2.14,52.88,0.12,3.98,24008
"Swain",14.27,52.88,0.7,2.23,139169
"Zed",96.19,49.74,9.79,29.52,1945883
"Kayn",2.77,49.57,0.48,12.72,95746
"Anivia",83.02,51.46,1.5,0.4,298855
"Zoe",93.52,47.98,3.58,2.73,712260
"Heimerdinger",47.29,50.86,1.16,1.24,231100
"Lucian",11.99,46.79,1.72,2.99,341324
"Karthus",11.99,46.25,0.24,0.84,46941
"Pantheon",52.91,48.5,2.9,3.84,576732
"Riven",7.71,49.21,0.27,0.68,54268
"Teemo",5.22,51.04,0.44,11.22,87222
"Neeko",62.6,50.95,2.32,0.74,462025
"Taliyah",32.6,49.59,0.26,0.05,51892
"Kennen",19.39,50.98,0.3,0.32,59049
"Malphite",13.02,51.39,1.41,4.05,280297
"Ornn",6.33,48.89,0.39,3.25,78050
"Twisted Fate",91.99,48.76,3.25,0.23,645978
"Sion",3.79,50.55,0.09,0.17,18760
"Gragas",6.17,48.56,0.16,0.22,31937
"Jayce",27.08,49.27,0.74,0.45,147433
"Illaoi",2.49,51.69,0.11,11.1,21349
"Nasus",2.44,52.04,0.23,11.8,45675
"Kalista",4.21,47.14,0.15,1.28,29565
"Viktor",88.55,50.42,1.94,0.22,385176
"Sylas",55.94,48.4,7.04,14.65,1399323
"Kayle",11.07,50.71,0.37,0.57,73881
"Ziggs",63.27,50.39,1.87,0.24,371537
"Annie",83.23,50.2,2.52,0.66,500515
"Gangplank",11.41,46.58,0.34,0.66,67888
"Karma",6.69,48.82,0.32,0.37,63874
"Qiyana",87.59,46.33,1.97,0.74,391717
"Xin Zhao",2.31,50.15,0.09,0.53,17909
"LeBlanc",96.12,47.51,6.5,11.92,1292454
"Irelia",43.4,45.85,3.83,6.06,760376
"Varus",2.25,47.25,0.26,10.38,51702
"Nidalee",2.7,41.92,0.06,0.37,11678
"Ezreal",2.75,43.52,0.67,5.96,133550
"Zyra",6.52,50.14,0.32,2.46,63929
"Tristana",5.48,47.75,0.51,2.31,101085
"Lissandra",89.69,49.19,2.48,0.56,492643
"Akali",70.56,44.27,4.89,5.04,972711
"Brand",14.34,49.49,0.98,8.29,195147
"Azir",95.25,45.28,2.01,0.36,399724
"Kog'Maw",6.15,45.86,0.1,0.18,19380
"Corki",89.3,48.15,2.52,0.39,499972
"Ryze",73.91,46.36,3.07,0.58,611023
