"champName","winRate.x","gamesPlayed.x","gamesWon.x","winRate.y","gamesPlayed.y","gamesWon.y","mcNemarP","lbound95","ubound95","chiP"
"Kled",0.5452,49644,27066,0.5469,42079,23013,0.5532,-0.0088,0.0047,0.6068
"Aatrox",0.5037,95791,48250,0.4997,94000,46972,0,0.0396,0.0532,0
"Ahri",0.5074,1352074,686042,0.5135,1259088,646542,0,0.0277,0.0412,0
"Akali",0.4427,972711,430619,0.4437,861182,382106,0,0.1008,0.1143,0
"Anivia",0.5146,298855,153791,0.5154,267015,137620,0,0.0221,0.0357,0
"Aurelion Sol",0.5097,142898,72835,0.511,122221,62455,0,0.0302,0.0436,0
"Azir",0.4528,399724,180995,0.4563,306567,139887,0,0.0816,0.0951,0
"Brand",0.4949,195147,96578,0.4937,165281,81599,0,0.0469,0.0604,0
"Camille",0.5139,46344,23816,0.5138,46668,23978,0,0.0264,0.0399,0
"Cassiopeia",0.5122,749259,383770,0.5106,664298,339191,0,0.025,0.0386,0
"Cho'Gath",0.5105,158431,80879,0.5076,141368,71758,0,0.0303,0.0438,0
"Corki",0.4815,499972,240737,0.4803,336307,161528,0,0.0593,0.0728,0
"Ekko",0.5144,1227196,631270,0.5129,1132516,580867,0,0.0277,0.0412,0
"Fizz",0.5184,1591409,824986,0.518,1408218,729457,0,0.0189,0.0324,0
"Galio",0.5186,853301,442522,0.5195,733600,381105,0,0.0232,0.0367,0
"Gangplank",0.4658,67888,31622,0.4658,52401,24408,0,0.0729,0.0864,0
"Heimerdinger",0.5086,231100,117537,0.51,205144,104623,0,0.0319,0.0454,0
"Jayce",0.4927,147433,72640,0.492,133750,65805,0,0.0459,0.0594,0
"Kassadin",0.4924,1286967,633703,0.4975,1029676,512264,0,0.041,0.0545,0
"Kayle",0.5071,73881,37465,0.5027,69335,34855,0,0.0348,0.0483,0
"Kennen",0.5098,59049,30103,0.5108,53569,27363,0,0.0316,0.0451,0
"LeBlanc",0.4751,1292454,614045,0.4735,1139224,539423,0,0.0662,0.0796,0
"Lucian",0.4679,341324,159705,0.4623,345604,159773,0,0.0741,0.0876,0
"Lux",0.5101,1112225,567346,0.5065,939320,475766,0,0.0355,0.0491,0
"Malphite",0.5139,280297,144045,0.5149,232189,119554,0,0.0268,0.0403,0
"Malzahar",0.5197,730062,379413,0.5172,681291,352364,0,0.0226,0.0361,0
"Mordekaiser",0.5229,231848,121233,0.522,202882,105904,0,0.0129,0.0265,0
"Morgana",0.5266,236896,124749,0.524,203296,106527,0,0.0169,0.0303,0
"Neeko",0.5095,462025,235402,0.5088,396972,201979,0,0.0326,0.0461,0
"Nocturne",0.5294,206328,109230,0.5321,195256,103896,3e-04,0.0057,0.0192,0
"Orianna",0.5069,814300,412769,0.5039,749635,377741,0,0.0402,0.0537,0
"Pantheon",0.485,576732,279715,0.4833,536621,259349,0,0.0596,0.0731,0
"Pyke",0.5227,204847,107074,0.5228,190691,99693,0,0.0179,0.0313,0
"Qiyana",0.4633,391717,181482,0.4672,327264,152898,0,0.0753,0.0888,0
"Renekton",0.5111,180398,92201,0.5103,153942,78557,0,0.0314,0.0449,0
"Riven",0.4921,54268,26705,0.4955,48218,23892,0,0.0461,0.0595,0
"Rumble",0.5179,255133,132133,0.5181,233352,120900,0,0.0181,0.0316,0
"Ryze",0.4636,611023,283270,0.4636,505348,234279,0,0.078,0.0914,0
"Swain",0.5288,139169,73593,0.5284,125417,66270,0,0.0111,0.0245,0
"Sylas",0.484,1399323,677272,0.4834,1156537,559070,0,0.0567,0.0702,0
"Syndra",0.5063,1440694,729423,0.5071,1406952,713465,0,0.0321,0.0457,0
"Taliyah",0.4959,51892,25733,0.5015,48103,24124,0,0.039,0.0525,0
"Talon",0.4959,981639,486795,0.4977,945996,470822,0,0.0415,0.055,0
"Veigar",0.5105,1182819,603829,0.5083,961648,488806,0,0.0337,0.0472,0
"Vel'Koz",0.5312,523723,278202,0.5286,467251,246989,0,0.0117,0.0251,0
"Viktor",0.5042,385176,194206,0.5004,327009,163635,0,0.0407,0.0541,0
"Vladimir",0.5011,1012455,507341,0.5008,879795,440601,0,0.0445,0.058,0
"Xerath",0.5111,591839,302489,0.509,491566,250207,0,0.0325,0.046,0
"Yasuo",0.5069,2604040,1319988,0.5054,2252737,1138533,0,0.0336,0.0471,0
"Zed",0.4974,1945883,967882,0.4975,1657840,824775,0,0.045,0.0584,0
"Ziggs",0.5039,371537,187217,0.5008,313327,156914,0,0.0364,0.0499,0
"Zilean",0.5289,113749,60162,0.5277,94518,49877,0,0.0112,0.0246,0
"Zoe",0.4798,712260,341742,0.4823,573629,276661,0,0.0594,0.0729,0
