"champName","winRate.x","gamesPlayed.x","gamesWon.x","winRate.y","gamesPlayed.y","gamesWon.y","mcNemarP","lbound95","ubound95","chiP"
"Karthus",0.4625,46941,21710,0.4633,35790,16582,0.4729,-0.01,0.0046,0.8151
"Aatrox",0.5037,95791,48250,0.4997,94000,46972,0,-0.0468,-0.0322,0
"Ahri",0.5074,1352074,686042,0.5135,1259088,646542,0,-0.0577,-0.043,0
"Akali",0.4427,972711,430619,0.4437,861182,382106,0,0.0129,0.0274,0
"Anivia",0.5146,298855,153791,0.5154,267015,137620,0,-0.0587,-0.044,0
"Aurelion Sol",0.5097,142898,72835,0.511,122221,62455,0,-0.0566,-0.042,0
"Azir",0.4528,399724,180995,0.4563,306567,139887,0.0595,-3e-04,0.0142,0.0117
"Brand",0.4949,195147,96578,0.4937,165281,81599,0,-0.0342,-0.0196,0
"Camille",0.5139,46344,23816,0.5138,46668,23978,0,-0.0554,-0.0407,0
"Cassiopeia",0.5122,749259,383770,0.5106,664298,339191,0,-0.0591,-0.0445,0
"Cho'Gath",0.5105,158431,80879,0.5076,141368,71758,0,-0.0466,-0.032,0
"Corki",0.4815,499972,240737,0.4803,336307,161528,0,-0.0261,-0.0115,0
"Ekko",0.5144,1227196,631270,0.5129,1132516,580867,0,-0.0536,-0.039,0
"Fizz",0.5184,1591409,824986,0.518,1408218,729457,0,-0.0618,-0.0471,0
"Galio",0.5186,853301,442522,0.5195,733600,381105,0,-0.0638,-0.0492,0
"Gangplank",0.4658,67888,31622,0.4658,52401,24408,0.9761,-0.0074,0.0072,0.4686
"Heimerdinger",0.5086,231100,117537,0.51,205144,104623,0,-0.0522,-0.0376,0
"Jayce",0.4927,147433,72640,0.492,133750,65805,0,-0.0345,-0.0199,0
"Kassadin",0.4924,1286967,633703,0.4975,1029676,512264,0,-0.0418,-0.0272,0
"Kayle",0.5071,73881,37465,0.5027,69335,34855,0,-0.0445,-0.0298,0
"Kennen",0.5098,59049,30103,0.5108,53569,27363,0,-0.0534,-0.0387,0
"LeBlanc",0.4751,1292454,614045,0.4735,1139224,539423,2e-04,-0.0211,-0.0064,1e-04
"Lucian",0.4679,341324,159705,0.4623,345604,159773,0.2515,-0.003,0.0116,0.7144
"Lux",0.5101,1112225,567346,0.5065,939320,475766,0,-0.0503,-0.0356,0
"Malphite",0.5139,280297,144045,0.5149,232189,119554,0,-0.0543,-0.0397,0
"Malzahar",0.5197,730062,379413,0.5172,681291,352364,0,-0.059,-0.0444,0
"Mordekaiser",0.5229,231848,121233,0.522,202882,105904,0,-0.0655,-0.0509,0
"Morgana",0.5266,236896,124749,0.524,203296,106527,0,-0.0719,-0.0573,0
"Neeko",0.5095,462025,235402,0.5088,396972,201979,0,-0.0502,-0.0356,0
"Nocturne",0.5294,206328,109230,0.5321,195256,103896,0,-0.0762,-0.0616,0
"Orianna",0.5069,814300,412769,0.5039,749635,377741,0,-0.0457,-0.031,0
"Pantheon",0.485,576732,279715,0.4833,536621,259349,0,-0.0277,-0.0131,0
"Pyke",0.5227,204847,107074,0.5228,190691,99693,0,-0.0655,-0.0508,0
"Qiyana",0.4633,391717,181482,0.4672,327264,152898,0.2,-0.0121,0.0025,0.1617
"Renekton",0.5111,180398,92201,0.5103,153942,78557,0,-0.0552,-0.0405,0
"Riven",0.4921,54268,26705,0.4955,48218,23892,0,-0.041,-0.0263,0
"Rumble",0.5179,255133,132133,0.5181,233352,120900,0,-0.0591,-0.0445,0
"Ryze",0.4636,611023,283270,0.4636,505348,234279,0.9821,-0.0073,0.0074,0.9166
"Swain",0.5288,139169,73593,0.5284,125417,66270,0,-0.0687,-0.0541,0
"Sylas",0.484,1399323,677272,0.4834,1156537,559070,0,-0.0277,-0.0131,0
"Syndra",0.5063,1440694,729423,0.5071,1406952,713465,0,-0.0504,-0.0358,0
"Taliyah",0.4959,51892,25733,0.5015,48103,24124,0,-0.0463,-0.0316,0
"Talon",0.4959,981639,486795,0.4977,945996,470822,0,-0.0375,-0.0229,0
"Veigar",0.5105,1182819,603829,0.5083,961648,488806,0,-0.0514,-0.0368,0
"Vel'Koz",0.5312,523723,278202,0.5286,467251,246989,0,-0.0759,-0.0612,0
"Viktor",0.5042,385176,194206,0.5004,327009,163635,0,-0.0425,-0.0278,0
"Vladimir",0.5011,1012455,507341,0.5008,879795,440601,0,-0.0395,-0.0248,0
"Xerath",0.5111,591839,302489,0.509,491566,250207,0,-0.0555,-0.0408,0
"Yasuo",0.5069,2604040,1319988,0.5054,2252737,1138533,0,-0.0494,-0.0347,0
"Zed",0.4974,1945883,967882,0.4975,1657840,824775,0,-0.0404,-0.0257,0
"Ziggs",0.5039,371537,187217,0.5008,313327,156914,0,-0.0448,-0.0301,0
"Zilean",0.5289,113749,60162,0.5277,94518,49877,0,-0.0702,-0.0556,0
"Zoe",0.4798,712260,341742,0.4823,573629,276661,0,-0.023,-0.0083,0
