"champName","winRate.x","gamesPlayed.x","gamesWon.x","winRate.y","gamesPlayed.y","gamesWon.y","mcNemarP","lbound95","ubound95","chiP"
"Fiddlesticks",0.5046,835994,421843,0.5076,756702,384102,3e-04,-0.0045,-0.0013,2e-04
"Amumu",0.5292,1305008,690610,0.5258,1225528,644383,0,-0.02,-0.0168,0
"Camille",0.4347,49038,21317,0.4369,47589,20792,0,0.0645,0.0772,0
"Cho'Gath",0.4844,85325,41331,0.4877,94447,46062,0,0.0165,0.0255,0
"Diana",0.4795,249470,119621,0.4769,215982,103002,0,0.0274,0.0333,0
"Dr. Mundo",0.5243,233273,122305,0.5215,225730,117718,0,-0.0189,-0.013,0
"Ekko",0.5083,1840475,935513,0.5056,1718149,868696,0.0019,9e-04,0.0041,0.0037
"Elise",0.4957,1043101,517065,0.4958,945397,468728,0,0.0107,0.0139,0
"Gragas",0.4502,514199,231492,0.4464,430915,192360,0,0.059,0.0632,0
"Graves",0.5115,1773705,907250,0.5108,2195415,1121418,0,-0.0051,-0.0019,0
"Hecarim",0.4959,639795,317274,0.4951,599561,296843,0,0.0109,0.0145,0
"Ivern",0.5078,137768,69959,0.5046,125396,63275,0.0917,-5e-04,0.0073,0.0492
"Jarvan IV",0.5001,1500268,750284,0.4979,1223418,609140,0,0.0083,0.0115,0
"Jax",0.4945,1207097,596909,0.4919,1102762,542449,0,0.0143,0.0175,0
"Kha'Zix",0.4912,1177871,578570,0.4905,1153071,565581,0,0.0154,0.0185,0
"Kindred",0.4869,405323,197352,0.4891,383799,187716,0,0.0165,0.0209,0
"Lee Sin",0.4774,3349616,1599107,0.4762,3220801,1533745,0,0.0299,0.033,0
"Malphite",0.4715,244439,115253,0.4665,218043,101717,0,0.0395,0.0454,0
"Nidalee",0.4647,383760,178333,0.4629,387714,179473,0,0.0421,0.0466,0
"Nocturne",0.495,852617,422045,0.4962,805567,399722,0,0.01,0.0131,0
"Nunu",0.5179,623802,323067,0.5143,601407,309304,0,-0.0086,-0.005,0
"Olaf",0.4988,1033228,515374,0.4959,926355,459379,0,0.0106,0.0138,0
"Pantheon",0.4473,228950,102409,0.4484,191583,85906,0,0.0583,0.0646,0
"Poppy",0.5069,144919,73459,0.504,149263,75229,0.1578,-0.001,0.0062,0.0111
"Qiyana",0.3809,39992,15233,0.3803,38842,14772,0,0.1183,0.1322,0
"Rammus",0.518,819229,424361,0.5165,758113,391565,0,-0.0105,-0.0073,0
"Rek'Sai",0.4875,458197,223371,0.4888,446298,218150,0,0.0165,0.0206,0
"Rengar",0.4747,591755,280906,0.4761,578109,275238,0,0.0294,0.0331,0
"Sejuani",0.4954,656521,325241,0.4918,566683,278695,0,0.0145,0.0181,0
"Shaco",0.5063,1089351,551538,0.5076,988510,501768,0.9132,-0.0015,0.0017,0.9997
"Shyvana",0.521,998084,520002,0.5192,849080,440842,0,-0.0133,-0.0101,0
"Skarner",0.4945,108377,53592,0.4918,101320,49829,0,0.0133,0.022,0
"Sylas",0.4665,589709,275099,0.4651,598240,278241,0,0.0404,0.044,0
"Taliyah",0.4706,82696,38917,0.471,75769,35687,0,0.0321,0.0422,0
"Tryndamere",0.4588,126865,58206,0.4528,117840,53358,0,0.0512,0.0593,0
"Twitch",0.4544,169869,77188,0.4551,174744,79526,0,0.048,0.0547,0
"Udyr",0.5027,359268,180604,0.5025,340011,170856,0,0.0032,0.008,0
"Vi",0.5102,965234,492462,0.5092,872925,444493,0.0234,-0.0034,-2e-04,0.0417
"Volibear",0.525,562567,295348,0.5221,519657,271313,0,-0.0163,-0.0125,0
"Warwick",0.5232,1953768,1022211,0.5201,1842095,958074,0,-0.0139,-0.0107,0
"Xin Zhao",0.4994,741045,370078,0.4969,706964,351290,0,0.0091,0.0124,0
"Zac",0.518,1608179,833037,0.5152,1417220,730152,0,-0.0098,-0.0066,0
