"champName","winRate.x","gamesPlayed.x","gamesWon.x","winRate.y","gamesPlayed.y","gamesWon.y","mcNemarP","lbound95","ubound95","chiP"
"Graves",0.5056,781461,395107,0.5071,1039748,527256,0.106,-0.0029,3e-04,0.0452
"Camille",0.4494,53483,24035,0.4381,52037,22797,0,0.0637,0.0757,0
"Cho'Gath",0.4926,76859,37861,0.4863,78621,38233,0,0.0187,0.0285,0
"Diana",0.4882,315046,153805,0.4862,278890,135596,0,0.0194,0.0246,0
"Dr. Mundo",0.5107,329804,168431,0.5146,215872,111088,0,-0.0109,-0.005,0
"Ekko",0.5098,1722436,878098,0.5094,1847293,941011,1e-04,-0.0041,-0.0013,2e-04
"Elise",0.5078,1228812,623991,0.5028,1191729,599201,0,0.003,0.0057,0
"Evelynn",0.478,557967,266708,0.4717,572431,270016,0,0.0337,0.0373,0
"Fiddlesticks",0.4697,174487,81957,0.4662,202402,94360,0,0.0362,0.0423,0
"Gragas",0.4575,588266,269132,0.4525,505103,228559,0,0.0518,0.0557,0
"Ivern",0.4991,102420,51118,0.4989,96185,47987,0.0155,0.001,0.01,0
"Jarvan IV",0.5055,1468899,742528,0.5021,1457111,731615,0,0.004,0.0067,0
"Jax",0.5005,1121848,561485,0.4981,1214544,604964,0,0.008,0.0107,0
"Karthus",0.4845,422935,204912,0.4878,389914,190200,0,0.0179,0.0223,0
"Kha'Zix",0.4939,1018433,503004,0.4906,1071258,525559,0,0.0151,0.0178,0
"Lee Sin",0.4797,3640733,1746460,0.4765,3413416,1626493,0,0.0293,0.032,0
"Malphite",0.4772,241532,115259,0.4719,267393,126183,0,0.0317,0.0371,0
"Master Yi",0.5155,2492844,1285061,0.5164,2477243,1279248,0,-0.0112,-0.0085,0
"Nidalee",0.4642,509619,236565,0.4644,451178,209527,0,0.0415,0.0456,0
"Nocturne",0.5092,968233,493024,0.5049,960464,484938,0.0045,6e-04,0.0035,0.0019
"Nunu",0.5162,527134,272107,0.5167,560420,289569,0,-0.0118,-0.0081,0
"Olaf",0.5027,1097788,551858,0.499,1104455,551123,0,0.0069,0.0096,0
"Pantheon",0.4557,243539,110981,0.451,258831,116733,0,0.0536,0.0591,0
"Poppy",0.5062,190713,96539,0.5032,159671,80346,0.0343,3e-04,0.0072,0.0037
"Qiyana",0.3746,104489,39142,0.3823,45841,17525,0,0.1172,0.13,0
"Rek'Sai",0.4919,548581,269847,0.4881,511406,249617,0,0.0169,0.0207,0
"Rengar",0.4745,540372,256407,0.47,553158,259984,0,0.0349,0.0386,0
"Sejuani",0.5034,696649,350693,0.499,665097,331883,0,0.0063,0.0097,0
"Shyvana",0.5245,824591,432498,0.5233,850432,445031,0,-0.0178,-0.0148,0
"Skarner",0.4974,92893,46205,0.4969,101879,50624,0,0.0072,0.0158,0
"Sylas",0.4787,287072,137421,0.4715,290486,136964,0,0.0328,0.0379,0
"Taliyah",0.4741,110333,52309,0.4737,102094,48362,0,0.0286,0.0373,0
"Trundle",0.5296,639353,338601,0.525,719628,377805,0,-0.0192,-0.0159,0
"Tryndamere",0.4551,124748,56773,0.4531,123046,55752,0,0.0513,0.0591,0
"Twitch",0.4516,156324,70596,0.449,171653,77072,0,0.0545,0.0611,0
"Udyr",0.5088,344839,175454,0.5045,361906,182582,0.0072,9e-04,0.0055,0.0071
"Vi",0.5119,860898,440694,0.508,927299,471068,0.361,-0.0021,8e-04,0.2074
"Volibear",0.5319,454746,241879,0.5288,523973,277077,0,-0.0243,-0.0205,0
"Warwick",0.5291,1601353,847276,0.5261,1837206,966554,0,-0.0199,-0.0172,0
"Xin Zhao",0.4913,616890,303078,0.4835,622995,301218,0,0.0214,0.0249,0
"Zac",0.5258,1673342,879843,0.5204,1647592,857407,0,-0.0145,-0.0118,0
