"champName","winRate.x","gamesPlayed.x","gamesWon.x","winRate.y","gamesPlayed.y","gamesWon.y","mcNemarP","lbound95","ubound95","chiP"
"Rammus",0.5372,693745,372680,0.5299,783942,415411,0,0.0058,0.0091,0
"Camille",0.4429,56751,25135,0.4494,53483,24035,0,0.0732,0.0851,0
"Cho'Gath",0.4958,68662,34043,0.4926,76859,37861,0,0.0315,0.0415,0
"Diana",0.4933,383285,189074,0.4882,315046,153805,0,0.0385,0.0434,0
"Dr. Mundo",0.5128,297968,152798,0.5107,329804,168431,0,0.0167,0.0216,0
"Ekko",0.5137,1591326,817464,0.5098,1722436,878098,0,0.0179,0.021,0
"Elise",0.5049,1210250,611055,0.5078,1228812,623991,0,0.0207,0.0238,0
"Evelynn",0.4827,516065,249105,0.478,557967,266708,0,0.0504,0.0541,0
"Fiddlesticks",0.4775,126695,60497,0.4697,174487,81957,0,0.0571,0.0638,0
"Gragas",0.455,506406,230415,0.4575,588266,269132,0,0.0711,0.0747,0
"Hecarim",0.4951,447387,221501,0.4964,511273,253796,0,0.0319,0.0357,0
"Ivern",0.5022,91776,46090,0.4991,102420,51118,0,0.0265,0.0351,0
"Jarvan IV",0.5067,1269476,643243,0.5055,1468899,742528,0,0.0233,0.0264,0
"Jax",0.5024,951673,478121,0.5005,1121848,561485,0,0.0282,0.0313,0
"Karthus",0.4893,435189,212938,0.4845,422935,204912,0,0.0427,0.047,0
"Kha'Zix",0.492,926340,455759,0.4939,1018433,503004,0,0.0344,0.0375,0
"Kindred",0.4798,321120,154073,0.477,340271,162309,0,0.0504,0.0551,0
"Lee Sin",0.476,3308128,1574669,0.4797,3640733,1746460,0,0.0483,0.0514,0
"Malphite",0.4773,207045,98823,0.4772,241532,115259,0,0.0492,0.0548,0
"Maokai",0.5127,63492,32552,0.5087,81450,41434,0,0.0175,0.0272,0
"Master Yi",0.5183,2226524,1154007,0.5155,2492844,1285061,0,0.013,0.0161,0
"Nidalee",0.4648,482486,224259,0.4642,509619,236565,0,0.0641,0.0679,0
"Nocturne",0.5069,851735,431744,0.5092,968233,493024,0,0.0194,0.0225,0
"Nunu",0.5197,465655,242001,0.5162,527134,272107,0,0.0121,0.0159,0
"Olaf",0.5005,947347,474147,0.5027,1097788,551858,0,0.0255,0.0287,0
"Pantheon",0.4577,194189,88880,0.4557,243539,110981,0,0.0716,0.0772,0
"Poppy",0.4994,102407,51142,0.5062,190713,96539,0,0.0197,0.026,0
"Qiyana",0.3947,64160,25324,0.3746,104489,39142,0,0.1543,0.1627,0
"Rek'Sai",0.4891,505845,247409,0.4919,548581,269847,0,0.0361,0.0399,0
"Rengar",0.4695,476325,223635,0.4745,540372,256407,0,0.0534,0.0571,0
"Sejuani",0.505,653295,329914,0.5034,696649,350693,0,0.0248,0.0281,0
"Shaco",0.5132,944003,484462,0.5161,1096948,566135,0,0.0128,0.0159,0
"Shyvana",0.5264,676180,355941,0.5245,824591,432498,0,0.0038,0.0069,0
"Skarner",0.4969,84453,41965,0.4974,92893,46205,0,0.0288,0.0379,0
"Taliyah",0.475,117845,55976,0.4741,110333,52309,0,0.0519,0.0602,0
"Trundle",0.5286,512662,270993,0.5296,639353,338601,0.5483,-0.0012,0.0023,0.7207
"Tryndamere",0.4598,109699,50440,0.4551,124748,56773,0,0.0717,0.0795,0
"Twitch",0.4571,150592,68836,0.4516,156324,70596,0,0.0744,0.0814,0
"Vi",0.5146,826952,425549,0.5119,860898,440694,0,0.0165,0.0197,0
"Volibear",0.534,358482,191429,0.5319,454746,241879,0.0308,-0.0043,-2e-04,0.0317
"Warwick",0.5202,1260333,655625,0.5291,1601353,847276,0.4559,-0.001,0.0022,0.2449
"Wukong",0.4653,143367,66709,0.4621,152256,70357,0,0.0633,0.0704,0
"Xin Zhao",0.4896,567721,277956,0.4913,616890,303078,0,0.0363,0.0398,0
"Zac",0.5285,1297445,685700,0.5258,1673342,879843,0,0.0029,0.0061,0
