"champName","winRate.x","gamesPlayed.x","gamesWon.x","winRate.y","gamesPlayed.y","gamesWon.y","mcNemarP","lbound95","ubound95","chiP"
"Nunu",0.5098,466955,238054,0.5158,767253,395749,0,-0.0074,-0.0033,0
"Amumu",0.5232,873615,457075,0.5206,804296,418716,0,-0.0063,-0.0031,0
"Cho'Gath",0.4785,51629,24704,0.4827,51930,25067,0,0.0311,0.0433,0
"Diana",0.4734,119304,56479,0.4667,107630,50231,0,0.0455,0.054,0
"Dr. Mundo",0.5135,171175,87898,0.5115,165964,84891,0.0556,-1e-04,0.0067,0.0015
"Ekko",0.5066,1503649,761749,0.5072,1630859,827172,0,0.0076,0.0108,0
"Elise",0.4999,670708,335287,0.498,633349,315408,0,0.0164,0.0199,0
"Evelynn",0.4893,769912,376718,0.4888,708628,346377,0,0.0254,0.0287,0
"Gragas",0.4468,296954,132679,0.445,258030,114823,0,0.0688,0.0743,0
"Graves",0.5031,1360244,684339,0.5046,1450964,732156,0,0.0091,0.0123,0
"Hecarim",0.5046,791243,399261,0.5022,629466,316118,0,0.0116,0.0151,0
"Ivern",0.5043,163066,82234,0.5001,148579,74304,0,0.0093,0.0164,0
"Jarvan IV",0.4974,739702,367928,0.4923,681428,335467,0,0.0215,0.0249,0
"Jax",0.4909,772109,379028,0.4901,726856,356232,0,0.0242,0.0275,0
"Karthus",0.4805,194832,93617,0.4778,203236,97106,0,0.0373,0.0434,0
"Kayn",0.5129,2302060,1180727,0.5084,2464162,1252780,0,0.0058,0.0089,0
"Kha'Zix",0.4879,703372,343175,0.488,700791,341986,0,0.0259,0.0292,0
"Kindred",0.4875,317703,154880,0.483,321301,155188,0,0.0305,0.0354,0
"Lee Sin",0.4762,2558514,1218364,0.4724,2495263,1178762,0,0.0424,0.0456,0
"Malphite",0.4656,146893,68393,0.4644,135866,63096,0,0.0471,0.0546,0
"Master Yi",0.5142,1668153,857764,0.5093,1592777,811201,0,0.0041,0.0072,0
"Nidalee",0.4686,496922,232858,0.4673,564623,263848,0,0.0465,0.0502,0
"Olaf",0.4967,765541,380244,0.4873,704180,343147,0,0.0269,0.0302,0
"Pantheon",0.4471,120757,53990,0.4469,112343,50206,0,0.0647,0.073,0
"Poppy",0.5038,132166,66585,0.505,112416,56770,0,0.0075,0.0158,0
"Rammus",0.523,586117,306539,0.5226,567330,296487,0,-0.0086,-0.0049,0
"Rek'Sai",0.4899,387758,189963,0.4877,348310,169871,0,0.0262,0.0309,0
"Rengar",0.4774,389339,185870,0.4735,365825,173218,0,0.0403,0.0449,0
"Sejuani",0.4921,326417,160630,0.4884,306885,149883,0,0.0257,0.0307,0
"Sett",0.5029,334459,168199,0.5016,397739,199506,0,0.0125,0.0169,0
"Shaco",0.5061,712460,360576,0.504,750874,378440,0,0.0102,0.0134,0
"Shyvana",0.5205,712462,370836,0.52,680163,353685,0,-0.0057,-0.0024,0
"Skarner",0.4974,81882,40728,0.4966,84079,41754,0,0.0105,0.02,0
"Sylas",0.4682,432430,202464,0.4647,447096,207766,0,0.0481,0.0522,0
"Taliyah",0.4689,61872,29012,0.4651,72944,33926,0,0.0444,0.0546,0
"Tryndamere",0.4525,80243,36310,0.453,74788,33879,0,0.0551,0.0652,0
"Twitch",0.4659,145350,67719,0.4626,162685,75258,0,0.0488,0.0557,0
"Udyr",0.5146,301895,155355,0.5104,280244,143037,0,0.0033,0.0085,0
"Warwick",0.5159,1273178,656833,0.5149,1206722,621341,0.0855,-2e-04,0.003,0.2175
"Wukong",0.5146,515270,265158,0.5109,508587,259837,0,0.0027,0.0065,0
"Xin Zhao",0.494,489035,241583,0.4908,446011,218902,0,0.0231,0.0273,0
"Zac",0.5171,992781,513367,0.5152,943653,486170,0.4213,-9e-04,0.0022,0.4349
