"champName","winRate.x","gamesPlayed.x","gamesWon.x","winRate.y","gamesPlayed.y","gamesWon.y","mcNemarP","lbound95","ubound95","chiP"
"Kayn",0.4937,1104029,545059,0.4829,1525745,736782,0,0.0092,0.0119,0
"Camille",0.4429,56751,25135,0.4494,53483,24035,0,0.029,0.0409,0
"Cho'Gath",0.4958,68662,34043,0.4926,76859,37861,2e-04,-0.0146,-0.0046,0
"Diana",0.4933,383285,189074,0.4882,315046,153805,0,-0.008,-0.0031,0
"Dr. Mundo",0.5128,297968,152798,0.5107,329804,168431,0,-0.03,-0.0251,0
"Ekko",0.5137,1591326,817464,0.5098,1722436,878098,0,-0.028,-0.0257,0
"Elise",0.5049,1210250,611055,0.5078,1228812,623991,0,-0.0262,-0.0237,0
"Evelynn",0.4827,516065,249105,0.478,557967,266708,0,0.0028,0.0065,0
"Fiddlesticks",0.4775,126695,60497,0.4697,174487,81957,0,0.0107,0.0173,0
"Gragas",0.455,506406,230415,0.4575,588266,269132,0,0.0238,0.0274,0
"Hecarim",0.4951,447387,221501,0.4964,511273,253796,0,-0.0152,-0.0114,0
"Ivern",0.5022,91776,46090,0.4991,102420,51118,0,-0.0235,-0.0149,0
"Jarvan IV",0.5067,1269476,643243,0.5055,1468899,742528,0,-0.0236,-0.0214,0
"Jax",0.5024,951673,478121,0.5005,1121848,561485,0,-0.0191,-0.0165,0
"Karthus",0.4893,435189,212938,0.4845,422935,204912,0.2237,-0.0035,8e-04,0.0654
"Kha'Zix",0.492,926340,455759,0.4939,1018433,503004,0,-0.0119,-0.0092,0
"Kindred",0.4798,321120,154073,0.477,340271,162309,0,0.004,0.0088,0
"Lee Sin",0.476,3308128,1574669,0.4797,3640733,1746460,0,0.0017,0.004,0
"Malphite",0.4773,207045,98823,0.4772,241532,115259,7e-04,0.002,0.0077,0
"Maokai",0.5127,63492,32552,0.5087,81450,41434,0,-0.0308,-0.0211,0
"Master Yi",0.5183,2226524,1154007,0.5155,2492844,1285061,0,-0.0334,-0.0312,0
"Nidalee",0.4648,482486,224259,0.4642,509619,236565,0,0.0174,0.0213,0
"Nocturne",0.5069,851735,431744,0.5092,968233,493024,0,-0.028,-0.0252,0
"Nunu",0.5197,465655,242001,0.5162,527134,272107,0,-0.034,-0.0302,0
"Olaf",0.5005,947347,474147,0.5027,1097788,551858,0,-0.0212,-0.0186,0
"Pantheon",0.4577,194189,88880,0.4557,243539,110981,0,0.023,0.0286,0
"Poppy",0.4994,102407,51142,0.5062,190713,96539,0,-0.0266,-0.0203,0
"Qiyana",0.3947,64160,25324,0.3746,104489,39142,0,0.1041,0.1125,0
"Rek'Sai",0.4891,505845,247409,0.4919,548581,269847,0,-0.0102,-0.0064,0
"Rengar",0.4695,476325,223635,0.4745,540372,256407,0,0.0064,0.0102,0
"Sejuani",0.505,653295,329914,0.5034,696649,350693,0,-0.0223,-0.019,0
"Shaco",0.5132,944003,484462,0.5161,1096948,566135,0,-0.0342,-0.0316,0
"Shyvana",0.5264,676180,355941,0.5245,824591,432498,0,-0.0429,-0.0398,0
"Skarner",0.4969,84453,41965,0.4974,92893,46205,0,-0.0216,-0.0125,0
"Taliyah",0.475,117845,55976,0.4741,110333,52309,0,0.0056,0.0139,0
"Trundle",0.5286,512662,270993,0.5296,639353,338601,0,-0.0482,-0.0448,0
"Tryndamere",0.4598,109699,50440,0.4551,124748,56773,0,0.0232,0.031,0
"Twitch",0.4571,150592,68836,0.4516,156324,70596,0,0.0307,0.0377,0
"Vi",0.5146,826952,425549,0.5119,860898,440694,0,-0.0302,-0.0272,0
"Volibear",0.534,358482,191429,0.5319,454746,241879,0,-0.0509,-0.0468,0
"Warwick",0.5202,1260333,655625,0.5291,1601353,847276,0,-0.0473,-0.0451,0
"Wukong",0.4653,143367,66709,0.4621,152256,70357,0,0.0172,0.0243,0
"Xin Zhao",0.4896,567721,277956,0.4913,616890,303078,0,-0.0109,-0.0074,0
"Zac",0.5285,1297445,685700,0.5258,1673342,879843,0,-0.0441,-0.0418,0
