"champName","winRate.x","gamesPlayed.x","gamesWon.x","winRate.y","gamesPlayed.y","gamesWon.y","mcNemarP","lbound95","ubound95","chiP"
"Rammus",0.5091,495595,252307,0.5372,693745,372680,0,-0.0298,-0.0259,0
"Camille",0.4549,60009,27298,0.4429,56751,25135,0,0.0871,0.0987,0
"Cho'Gath",0.4782,69607,33286,0.4958,68662,34043,0,0.0327,0.0432,0
"Dr. Mundo",0.5166,322968,166845,0.5128,297968,152798,0,0.0212,0.0263,0
"Elise",0.5067,1513900,767093,0.5049,1210250,611055,0,0.0311,0.0344,0
"Evelynn",0.4843,608418,294657,0.4827,516065,249105,0,0.0532,0.057,0
"Fiddlesticks",0.4849,154222,74782,0.4775,126695,60497,0,0.0548,0.0625,0
"Gragas",0.4617,569947,263145,0.455,506406,230415,0,0.0806,0.0845,0
"Graves",0.5001,575303,287709,0.4941,463836,229181,0,0.0419,0.046,0
"Hecarim",0.4904,499079,244748,0.4951,447387,221501,0,0.0404,0.0445,0
"Ivern",0.5017,115448,57920,0.5022,91776,46090,0,0.0282,0.0374,0
"Jarvan IV",0.5078,1431014,726669,0.5067,1269476,643243,0,0.0288,0.0321,0
"Jax",0.5057,1079872,546091,0.5024,951673,478121,0,0.0327,0.036,0
"Karthus",0.4941,392649,194008,0.4893,435189,212938,0,0.0453,0.0495,0
"Kayn",0.4962,1244613,617577,0.4937,1104029,545059,0,0.0421,0.0454,0
"Kha'Zix",0.4958,1176747,583431,0.492,926340,455759,0,0.0437,0.0471,0
"Kindred",0.4802,386366,185533,0.4798,321120,154073,0,0.0547,0.0595,0
"Lee Sin",0.4796,3900453,1870657,0.476,3308128,1574669,0,0.0592,0.0625,0
"Maokai",0.5018,38685,19412,0.5127,63492,32552,0,0.0178,0.0288,0
"Master Yi",0.5229,2381647,1245363,0.5183,2226524,1154007,0,0.0171,0.0204,0
"Nidalee",0.4714,606493,285901,0.4648,482486,224259,0,0.0702,0.0742,0
"Nocturne",0.5141,1042759,536082,0.5069,851735,431744,0,0.0286,0.032,0
"Nunu",0.5056,450249,227646,0.5197,465655,242001,0,0.0151,0.0191,0
"Olaf",0.5035,1089340,548483,0.5005,947347,474147,0,0.0347,0.0381,0
"Pantheon",0.4621,211103,97551,0.4577,194189,88880,0,0.0768,0.0831,0
"Poppy",0.4923,94412,46479,0.4994,102407,51142,0,0.0361,0.0447,0
"Qiyana",0.385,171832,66155,0.3947,64160,25324,0,0.1369,0.1477,0
"Rek'Sai",0.4992,588855,293956,0.4891,505845,247409,0,0.046,0.0499,0
"Rengar",0.4794,619858,297160,0.4695,476325,223635,0,0.0653,0.0693,0
"Shaco",0.5187,1064641,552229,0.5132,944003,484462,0,0.0223,0.0257,0
"Shyvana",0.5306,689020,365594,0.5264,676180,355941,0,0.009,0.0124,0
"Skarner",0.499,97022,48414,0.4969,84453,41965,0,0.0335,0.043,0
"Taliyah",0.477,149733,71423,0.475,117845,55976,0,0.0591,0.0672,0
"Trundle",0.5288,541417,286301,0.5286,512662,270993,0,0.0066,0.0104,0
"Tryndamere",0.4662,110624,51573,0.4598,109699,50440,0,0.0713,0.0796,0
"Twitch",0.4681,186179,87150,0.4571,150592,68836,0,0.0775,0.0846,0
"Vi",0.5198,935107,486069,0.5146,826952,425549,0,0.0214,0.0247,0
"Volibear",0.5217,368066,192020,0.534,358482,191429,0.0525,0,0.0046,0.0018
"Warwick",0.5211,1477788,770075,0.5202,1260333,655625,0,0.0147,0.018,0
"Wukong",0.4727,159846,75559,0.4653,143367,66709,0,0.0695,0.0768,0
"Xin Zhao",0.4947,682279,337523,0.4896,567721,277956,0,0.0458,0.0495,0
"Zac",0.5173,921867,476882,0.5285,1297445,685700,0,0.0068,0.0101,0
