"BottomBalanced12.champName","BottomBalanced12.winRate.x","BottomBalanced12.gamesPlayed.x","BottomBalanced12.gamesWon.x","BottomBalanced12.winRate.y","BottomBalanced12.gamesPlayed.y","BottomBalanced12.gamesWon.y"
"Aphelios",0.4914,1644235,807977,0.4835,1612385,779588
"Cassiopeia",0.5177,82467,42693,0.5131,80708,41411
"Kalista",0.4883,555365,271185,0.4815,607583,292551
"Lucian",0.474,1582752,750224,0.4806,1662029,798771
"Syndra",0.4975,105049,52262,0.4826,84551,40804
"Varus",0.4857,1083629,526319,0.4874,988545,481817
"Xayah",0.4916,759419,373330,0.4914,736860,362093
"Yasuo",0.5216,398009,207601,0.5155,413879,213355
