"TopBalanced1.champName","TopBalanced1.winRate.x","TopBalanced1.gamesPlayed.x","TopBalanced1.gamesWon.x","TopBalanced1.winRate.y","TopBalanced1.gamesPlayed.y","TopBalanced1.gamesWon.y"
"Jax",0.4932,1182680,583298,0.4901,873899,428298
"Jayce",0.4605,198973,91627,0.4548,136191,61940
"Mordekaiser",0.5021,2273167,1141357,0.497,1730620,860118
"Sett",0.5168,1798325,929374,0.5542,2512043,1392174
"Sylas",0.4702,268772,126377,0.4759,221252,105294
"Trundle",0.4738,119053,56407,0.4937,145938,72050
"Viktor",0.4981,40664,20255,0.4965,26355,13085
