"champName","laneRate","winRate","pickRate","banRate","gamesPlayed"
"Ahri",0.76,47.56,0.06,3.42,10667
"Fizz",0.43,49.31,0.04,20.72,6735
"Volibear",1.14,55.68,0.06,0.95,10468
"Rengar",1.43,51.23,0.06,2,11465
"Nautilus",0.82,46.36,0.11,30.3,20181
"Sejuani",0.05,38.39,0,0.66,336
"Fiora",0.18,46.54,0.01,6.9,2209
"Lulu",0.57,41.09,0.03,1.39,6361
"Hecarim",0.09,31.38,0,0.8,478
"Kha'Zix",0.04,45.14,0,2.49,463
"Darius",0.28,47.19,0.04,50.04,6749
"Lissandra",0.66,44.46,0.01,0.39,2589
"Diana",0.3,47.63,0.03,21.64,6401
"Aurelion Sol",1.17,46.08,0.01,0.14,1389
"Kayn",0.05,38.81,0,3.52,724
"Zoe",0.97,43.74,0.04,2.9,7739
"Zyra",1.47,46.76,0.06,1.73,11273
"Gnar",0.76,44.61,0.02,0.67,3560
"Zac",0.1,51.32,0.01,11.3,2046
"Camille",0.39,47.94,0.01,0.47,1915
"Braum",0.41,37.86,0.02,0.94,2924
"Zed",0.63,46.11,0.07,29.88,12570
"Kled",0.53,52.9,0.02,1.8,2877
"Ekko",0.23,49.08,0.04,20.04,6530
"Qiyana",0.4,45.42,0.01,2.29,2554
"Vi",0.06,39.89,0,0.75,539
"Aatrox",0.32,42.49,0.02,4.28,4034
"Nami",0.26,35.9,0.02,0.63,3652
"Yuumi",0.24,24.01,0.02,7.72,4223
"Thresh",0.67,34.77,0.11,6.93,20093
"Illaoi",0.28,42.07,0.01,8.55,2151
"Rek'Sai",0.03,42.77,0,1.67,173
"Ivern",0.4,28.35,0,0.18,462
"Bard",0.76,38.41,0.03,0.59,4861
"Rakan",0.37,33.91,0.01,0.38,2560
"Ornn",0.34,49.26,0.03,13.58,5520
"Sylas",0.35,44.9,0.04,10.27,8314
"Pyke",0.97,44.52,0.12,19.31,21287
"Sett",0.61,52.49,0.09,38.52,16597
"Yasuo",12.11,52.87,2.47,49.47,457023
"Senna",17.49,52.37,3.03,24.96,559725
"Miss Fortune",97.42,52.04,22.53,10.95,4168706
"Jhin",97.11,52.23,13.77,3.47,2547389
"Cassiopeia",11.78,53.9,0.54,4.08,99238
"Vayne",81.07,51.26,12.79,11.72,2366345
"Syndra",6.93,51.4,0.35,1.78,65658
"Tahm Kench",27.11,55.59,0.61,0.63,112833
"Kog'Maw",91.65,52.09,1.08,0.09,199844
"Caitlyn",98.16,50.2,20.92,15.8,3869411
"Taliyah",13.92,52.16,0.17,0.08,31691
"Graves",2.42,51.91,0.12,0.61,21439
"Jinx",99.06,51.28,12.7,1.73,2348990
"Swain",4.43,54.86,0.23,1.93,41823
"Ziggs",14.69,53.35,0.41,0.21,76004
"Twitch",71.94,50.76,2.42,0.49,448013
"Heimerdinger",22.99,52.03,0.64,1.26,118247
"Vel'Koz",2.79,52.54,0.14,0.99,26786
"Aphelios",98.03,48.7,7.81,32.62,1444792
"Wukong",2.4,56.92,0.05,0.23,9070
"Ashe",95.12,51.27,12,1.73,2220015
"Sivir",98.41,50.74,3.58,0.4,662406
"Veigar",7.81,52.52,0.58,2.85,106812
"Ezreal",94.96,48.07,23.96,4.45,4432946
"Kindred",5.97,49.94,0.12,0.32,22140
"Lucian",81.19,48.99,12.81,3.56,2370076
"Jayce",2.03,47.17,0.03,0.23,6103
"Draven",96.34,48.87,3.58,6.52,663052
"Kalista",73.37,49.83,3,0.9,554503
"Varus",94.66,50.02,5.78,0.42,1069402
"Kai'Sa",97.74,46.68,15.48,2.32,2863411
"Neeko",4.55,50.57,0.2,0.9,37755
"Xayah",99.17,47.43,4.62,0.67,854278
"Viktor",2.07,50.3,0.05,0.26,9312
"Quinn",9.12,49.38,0.21,2.02,39398
"Tristana",89.96,49.08,6.81,1.33,1260339
"Twisted Fate",2.8,45.74,0.09,0.26,15995
"Xerath",2.05,49.16,0.11,1.33,19888
"Teemo",2.57,47.57,0.2,9.57,36866
"Azir",2.59,43.66,0.04,0.23,7783
"Corki",17.47,47.88,0.13,0.22,23654
"Annie",2.28,47.29,0.06,0.66,11068
