"champName","laneRate","winRate","pickRate","banRate","gamesPlayed"
"Annie",1.84,48.22,0.07,1.37,11703
"Olaf",0.13,40.78,0.01,5.79,1101
"Galio",0.45,42.81,0.03,3,4730
"Twisted Fate",1.77,45.56,0.11,1.44,17384
"Xin Zhao",0.3,43.43,0.01,0.44,1506
"Urgot",0.63,46.67,0.04,5.02,5723
"LeBlanc",0.42,39.82,0.02,11.97,3684
"Vladimir",0.85,45.23,0.06,7.66,9889
"Fiddlesticks",0.23,42.83,0.02,10.49,2720
"Kayle",1.03,46.87,0.03,0.51,5430
"Master Yi",0.35,50.74,0.04,30.63,6009
"Alistar",0.27,28.17,0.01,0.51,1452
"Ryze",1.01,43.04,0.04,0.5,6036
"Sion",1.4,48.69,0.03,0.15,4640
"Soraka",1.19,47.08,0.09,2.23,13599
"Warwick",0.04,34.81,0,4.97,520
"Nunu",0.44,28.72,0.03,1.64,4238
"Tryndamere",0.26,45.7,0.01,5.22,2232
"Jax",0.16,45.16,0.02,9.56,2874
"Morgana",0.83,40.55,0.1,32.08,16100
"Zilean",0.87,43.7,0.03,0.86,4348
"Singed",0.98,42.38,0.02,0.39,3419
"Evelynn",0.03,23.91,0,6.58,184
"Cho'Gath",1.24,49.1,0.04,0.74,6043
"Amumu",0.07,32.03,0,1.02,615
"Rammus",0.16,37.92,0.01,5.45,973
"Anivia",1.98,44.22,0.03,0.39,5249
"Shaco",0.19,37.94,0.01,7.75,1895
"Dr. Mundo",0.38,42.93,0.01,1.25,2078
"Sona",0.6,40.03,0.02,0.27,3527
"Kassadin",0.17,35.29,0.01,13.04,1635
"Irelia",1.16,42.72,0.11,7.01,17101
"Janna",0.32,26.55,0.01,0.22,1974
"Gangplank",0.3,35.92,0.01,0.75,1161
"Karma",0.67,40.38,0.05,1.09,8273
"Taric",0.5,41.3,0.01,0.4,1857
"Trundle",0.14,31.19,0.01,1.31,1026
"Blitzcrank",0.28,24.9,0.03,30.04,4579
"Malphite",0.4,37.71,0.04,4.16,6878
"Katarina",0.78,47.35,0.06,7.64,8803
"Nocturne",0.14,47.26,0.01,4.44,1879
"Renekton",0.27,43.62,0.02,8.07,3597
"Jarvan IV",0.27,46.29,0.01,0.61,1970
"Elise",0.04,37.45,0,7.31,235
"Orianna",0.96,48.33,0.06,0.92,8659
"Wukong",0.85,52.61,0.08,7.22,12037
"Brand",1.51,44.4,0.1,7.13,16082
"Lee Sin",0.09,35.16,0.01,18.27,2261
"Rumble",0.58,45.9,0.01,0.34,1937
"Skarner",0.15,30.72,0,0.08,166
"Nasus",0.22,41.29,0.02,7.57,2485
"Nidalee",0.35,37.98,0.01,0.96,2138
"Udyr",0.11,34.71,0,0.45,340
"Poppy",0.34,45.46,0.01,0.7,1841
"Gragas",0.21,34.5,0,0.18,745
"Pantheon",1.11,44.41,0.06,4.12,9377
"Mordekaiser",0.38,45.5,0.04,13.47,6567
"Yorick",0.2,41.07,0.01,1.63,1086
"Akali",0.28,34.85,0.02,6.87,3704
"Kennen",1.68,44.06,0.03,0.35,5011
"Garen",0.34,43.66,0.05,13.08,7815
"Leona",0.27,29.04,0.03,21.43,4497
"Malzahar",1.22,49.81,0.04,4.65,6966
"Talon",0.32,40.85,0.02,4.42,2502
"Riven",0.33,41.62,0.01,0.57,1826
"Shen",0.27,45.48,0.02,0.95,2808
"Lux",1.21,44.12,0.21,4.93,32947
"Shyvana",0.05,38.06,0,1.89,402
"Ahri",0.79,47.12,0.05,2.51,8366
"Graves",0.9,50.49,0.09,11.75,13783
"Fizz",0.38,47.22,0.03,19.69,4638
"Volibear",0.2,45.06,0.03,24.84,5459
"Rengar",1.49,49.5,0.05,1.78,7878
"Nautilus",0.46,34.87,0.06,22.79,8654
"Sejuani",0.05,35.67,0,0.25,157
"Fiora",0.19,47.34,0.01,7.43,1840
"Lulu",0.36,32.08,0.04,7.02,6050
"Hecarim",0.05,32.87,0,1.36,356
"Kha'Zix",0.05,43.93,0,1.59,346
"Darius",0.25,43.55,0.03,50.18,4253
"Jayce",1.24,44.42,0.04,0.56,5610
"Lissandra",0.67,47.14,0.01,0.48,2187
"Diana",0.3,45.27,0.02,12.2,3665
"Aurelion Sol",0.89,41.81,0.01,0.15,1203
"Kayn",0.04,41.11,0.01,15.96,1148
"Zoe",0.76,42.4,0.03,2.96,5189
"Zyra",1.04,43.29,0.05,2.13,7463
"Gnar",0.66,42.22,0.02,1.12,3695
"Zac",0.15,49.35,0.01,6.13,1686
"Camille",0.26,46.87,0.01,0.74,1854
"Braum",0.25,25.08,0.01,0.71,1276
"Zed",0.78,45.74,0.08,28.01,13296
"Kled",0.51,48.91,0.01,1.38,1746
"Ekko",0.17,46,0.03,19.35,4507
"Qiyana",0.45,37.8,0.01,0.56,1463
"Vi",0.06,42.86,0,0.96,574
"Aatrox",0.24,39.07,0.01,4.18,2319
"Nami",0.21,28.8,0.01,0.36,1757
"Azir",1.47,43.13,0.03,0.34,5296
"Yuumi",0.23,19.42,0.02,32.66,3604
"Thresh",0.48,27.57,0.07,7.35,11559
"Illaoi",0.25,42.19,0.01,9.62,1600
"Rek'Sai",0.04,38.93,0,1.56,149
"Ivern",0.29,25.89,0,0.24,479
"Bard",0.43,31.71,0.02,1.23,3160
"Rakan",0.31,30.69,0.01,0.32,1743
"Ornn",0.24,42.82,0.01,1.85,1929
"Sylas",0.27,39.98,0.03,11.17,4410
"Pyke",0.79,40.6,0.08,16.21,13103
"Sett",0.77,46.71,0.11,12.85,17567
"Yasuo",14.2,51.55,2.63,47.49,413879
"Vayne",82.07,50.81,12.5,14.38,1964180
"Jhin",97.45,52.22,14.97,5.21,2352272
"Caitlyn",98.27,50.63,18.16,14.99,2854421
"Cassiopeia",10.2,51.31,0.51,4.78,80708
"Maokai",2.73,54.44,0.13,0.86,20272
"Kog'Maw",70.59,52.14,2.14,0.56,336417
"Jinx",99.06,51.72,11.49,1.58,1806235
"Draven",96.52,50.36,4.5,6.92,706801
"Miss Fortune",95.4,50.42,12.32,3.49,1935976
"Twitch",78.54,51.45,4.15,1,652796
"Ashe",96.6,51.38,16.79,4.53,2638200
"Ezreal",96.49,49.71,30.64,22.06,4814903
"Taliyah",10,51.51,0.1,0.05,16464
"Veigar",7.61,51.85,0.51,2.62,79834
"Karthus",2.06,48.53,0.03,0.4,5322
"Heimerdinger",15.21,51.61,0.38,1.19,59735
"Senna",6.02,48.88,0.87,10.23,137111
"Kindred",4.83,48.38,0.11,0.36,16900
"Vel'Koz",2.43,51.32,0.14,1.4,21868
"Varus",95.64,48.74,6.29,6.8,988545
"Aphelios",98.72,48.35,10.26,20.29,1612385
"Sivir",98.11,50.99,3.57,0.42,561454
"Kalista",90.23,48.15,3.87,1.44,607583
"Swain",3.56,51.14,0.17,1.9,26316
"Syndra",8.31,48.26,0.54,5.54,84551
"Ziggs",17.43,51.25,0.46,0.21,72014
"Quinn",6.23,48.65,0.19,2.48,30492
"Kai'Sa",98.06,48.24,15.51,2.33,2436930
"Xayah",99.09,49.14,4.69,0.62,736860
"Xerath",2.53,48.84,0.14,1.8,21819
"Viktor",2.56,49.6,0.07,0.31,10481
"Tristana",89.71,49.05,6.73,1.88,1058335
"Lucian",79.53,48.06,10.58,3.09,1662029
"Neeko",3.11,48.57,0.11,0.68,17469
"Corki",7.35,46.55,0.14,0.28,22487
"Tahm Kench",2.93,46.48,0.05,0.3,7518
"Teemo",2.31,46.44,0.18,10.94,28369
