"champName","laneRate","winRate","pickRate","banRate","gamesPlayed"
"Annie",1.87,48.31,0.07,1.39,11537
"Olaf",0.15,45.09,0.01,5.12,1211
"Galio",0.43,42.6,0.03,3.06,4542
"Xin Zhao",0.42,47.06,0.01,0.38,1908
"Urgot",0.62,47.49,0.04,5.06,5626
"LeBlanc",0.4,38.38,0.03,11.37,3913
"Vladimir",0.86,45.64,0.06,7.85,9540
"Fiddlesticks",0.25,43.26,0.02,9.64,2628
"Kayle",1.07,47.16,0.04,0.53,5611
"Master Yi",0.41,51.41,0.04,29.41,6757
"Alistar",0.27,26.01,0.01,0.65,1711
"Ryze",1.07,42.45,0.04,0.42,5536
"Sion",1.23,49.41,0.03,0.16,4576
"Soraka",0.69,42.12,0.05,2.13,7642
"Warwick",0.04,35.07,0,4.55,519
"Nunu",0.45,35.03,0.04,6.87,6452
"Tryndamere",0.25,44.6,0.01,5.29,2251
"Jax",0.19,45.64,0.02,8.98,3129
"Morgana",0.88,39.8,0.11,32.57,16814
"Zilean",0.92,43.34,0.03,0.78,4386
"Singed",1.06,43.63,0.02,0.37,3610
"Evelynn",0.03,29.8,0,6.29,198
"Cho'Gath",1.26,47.66,0.04,0.73,6017
"Amumu",0.08,34.95,0,0.96,641
"Rammus",0.18,34.86,0.01,5.32,1073
"Shaco",0.2,34.08,0.01,7.76,2051
"Dr. Mundo",0.39,43.93,0.01,1.18,2010
"Sona",0.63,41.71,0.02,0.25,3647
"Kassadin",0.17,39.46,0.01,13.06,1513
"Irelia",1.25,43.29,0.11,6.49,17164
"Janna",0.31,25.21,0.01,0.22,1904
"Gangplank",0.28,36.43,0.01,0.76,1098
"Karma",0.7,40.26,0.06,1.4,8971
"Taric",0.44,37.69,0.01,0.43,1629
"Trundle",0.17,30.37,0.01,0.94,912
"Blitzcrank",0.28,24.98,0.03,30.25,4320
"Malphite",0.39,38.15,0.04,4.48,6791
"Katarina",0.76,47.43,0.05,7.32,8274
"Nocturne",0.15,46.77,0.01,5.17,1952
"Renekton",0.27,43.16,0.02,8.1,3441
"Jarvan IV",0.35,44.87,0.01,0.52,2193
"Elise",0.03,31.77,0,6.25,192
"Orianna",0.97,47.98,0.05,0.95,8287
"Wukong",1.21,51.87,0.09,6.22,14349
"Brand",1.56,43.89,0.1,7.14,16041
"Lee Sin",0.1,36.56,0.02,17.32,2399
"Rumble",0.52,49.03,0.01,0.42,1862
"Skarner",0.14,30,0,0.09,170
"Nasus",0.22,39.6,0.02,7.12,2399
"Nidalee",0.36,39.69,0.01,1.03,2061
"Udyr",0.13,33.17,0,0.44,401
"Poppy",0.28,42.81,0.01,0.58,1390
"Gragas",0.27,37.19,0.01,0.17,882
"Pantheon",1.07,42.82,0.06,3.86,9452
"Mordekaiser",0.39,46.65,0.04,13.01,6605
"Yorick",0.21,44.13,0.01,1.59,1056
"Akali",0.28,34.52,0.02,6.7,3693
"Kennen",1.52,43.69,0.03,0.37,4958
"Garen",0.33,43.34,0.05,13.63,7453
"Leona",0.27,28.03,0.03,20.62,4309
"Malzahar",1.32,49.86,0.05,4.43,7320
"Talon",0.35,38.62,0.02,3.81,2548
"Riven",0.31,40.65,0.01,0.86,2288
"Shen",0.24,43.96,0.02,1.09,2591
"Lux",1.25,44.55,0.22,4.97,33731
"Shyvana",0.06,35.11,0,1.68,413
"Ahri",0.83,45.86,0.06,2.46,8833
"Graves",0.95,50.09,0.09,10.94,13306
"Fizz",0.39,47.8,0.03,19.21,4749
"Volibear",0.19,43.42,0.03,27.42,4300
"Rengar",1.59,50.24,0.05,1.72,8080
"Nautilus",0.41,33.83,0.05,22.59,7629
"Sejuani",0.05,40.7,0,0.31,199
"Fiora",0.21,45.42,0.01,6.77,1854
"Lulu",0.33,30.56,0.04,8.76,5978
"Hecarim",0.07,38.59,0,1.29,469
"Kha'Zix",0.03,37.8,0,6.5,410
"Darius",0.26,43.37,0.03,49.34,4171
"Jayce",1.23,43.96,0.04,0.63,5578
"Lissandra",0.63,45.44,0.01,0.54,2007
"Diana",0.31,45.23,0.02,10.7,3487
"Aurelion Sol",0.94,46.59,0.01,0.15,1172
"Kayn",0.05,40.47,0.01,15.85,1270
"Zoe",0.82,42.39,0.04,3.31,6317
"Zyra",1.04,42.11,0.05,2.23,7616
