"champName","winRate.x","gamesPlayed.x","gamesWon.x","winRate.y","gamesPlayed.y","gamesWon.y","mcNemarP","lbound95","ubound95","chiP"
"Taric",0.5279,570646,301244,0.5204,430720,224147,0,0.0056,0.0099,0
"Alistar",0.5046,781929,394561,0.504,689437,347476,0,0.0153,0.0195,0
"Anivia",0.4427,42238,18699,0.4533,36677,16626,0,0.065,0.0793,0
"Blitzcrank",0.5149,2209749,1137800,0.5152,1949201,1004228,0,0.0035,0.0077,0
"Brand",0.5233,1110441,581094,0.5227,977578,510980,0.0115,-0.0048,-6e-04,0.0118
"Braum",0.4852,781460,379164,0.4846,660824,320235,0,0.0333,0.0375,0
"Galio",0.5083,300207,152595,0.5124,268649,137656,0,0.0061,0.0114,0
"Ivern",0.4488,10645,4777,0.4485,10989,4929,0,0.0593,0.0855,0
"Janna",0.5242,895243,469286,0.5232,841246,440140,0.0096,-0.0049,-7e-04,0.0028
"Karma",0.4968,823896,409312,0.4958,762114,377856,0,0.022,0.0263,0
"Leona",0.5082,2410932,1225236,0.508,2092433,1062956,0,0.0097,0.014,0
"Lulu",0.5103,1637432,835582,0.509,1528882,778201,0,0.009,0.0132,0
"Lux",0.4893,2105600,1030270,0.4885,1786870,872886,0,0.0306,0.0348,0
"Malphite",0.4931,509573,251270,0.4936,418988,206812,0,0.0248,0.0291,0
"Morgana",0.4954,2452065,1214753,0.494,2068456,1021817,0,0.0263,0.0305,0
"Nautilus",0.5015,2348190,1177617,0.501,2067013,1035574,0,0.0159,0.0201,0
"Neeko",0.4851,178239,86464,0.4845,152237,73759,0,0.0341,0.0412,0
"Pantheon",0.4854,101069,49059,0.4904,116653,57207,0,0.0254,0.0336,0
"Poppy",0.4832,74342,35922,0.4814,69594,33503,0,0.0333,0.0438,0
"Pyke",0.4887,1824141,891458,0.4896,1571696,769502,0,0.029,0.0332,0
"Rakan",0.4858,732280,355742,0.4864,622565,302816,0,0.0315,0.0357,0
"Senna",0.496,1581264,784307,0.4956,1405889,696759,0,0.0221,0.0264,0
"Sett",0.4837,487613,235858,0.4827,442789,213734,0,0.0356,0.0398,0
"Shaco",0.5288,225425,119205,0.528,193318,102072,0,-0.0115,-0.0052,0
"Shen",0.4874,175099,85343,0.4871,159538,77711,0,0.0299,0.0368,0
"Sion",0.5013,41539,20824,0.5036,34282,17264,0,0.013,0.028,0
"Sona",0.5245,771426,404613,0.5217,668468,348740,0.3736,-0.0031,0.0012,0.183
"Swain",0.5225,734472,383762,0.5187,658496,341562,0.0745,-2e-04,0.004,0.0824
"Tahm Kench",0.4516,158298,71487,0.4504,129776,58451,0,0.0667,0.0743,0
"Taliyah",0.4975,14162,7046,0.4959,12670,6283,5e-04,0.0095,0.0339,0
"Thresh",0.4871,3275640,1595564,0.4874,2840000,1384216,0,0.0311,0.0353,0
"Veigar",0.483,272999,131859,0.484,223935,108385,0,0.0343,0.0401,0
"Vel'Koz",0.5158,527401,272033,0.5141,446413,229501,0,0.0043,0.0085,0
"Volibear",0.4943,103197,51010,0.4949,81214,40193,0,0.0221,0.0318,0
"Xerath",0.511,590009,301495,0.5091,500183,254643,0,0.0093,0.0135,0
"Yuumi",0.4959,2303339,1142226,0.4965,2147317,1066143,0,0.0231,0.0273,0
"Ziggs",0.4914,50983,25053,0.4917,44891,22073,0,0.0223,0.0354,0
"Zilean",0.5173,583132,301654,0.5148,508295,261670,0,0.0033,0.0075,0
"Zyra",0.5207,894626,465832,0.5184,760764,394380,0.1007,-3e-04,0.0039,0.0357
