"champName","winRate.x","gamesPlayed.x","gamesWon.x","winRate.y","gamesPlayed.y","gamesWon.y","mcNemarP","lbound95","ubound95","chiP"
"Morgana",0.4867,2101492,1022796,0.4987,2414672,1204197,0,-0.0128,-0.0109,0
"Annie",0.4711,66943,31537,0.467,71799,33530,0,0.0262,0.0365,0
"Brand",0.5227,1045005,546224,0.5232,1147268,600251,0,-0.0257,-0.0231,0
"Braum",0.4851,709142,344005,0.4833,791699,382628,0,0.0149,0.018,0
"Fiddlesticks",0.4897,350870,171821,0.4878,353570,172471,0,0.0098,0.0145,0
"Galio",0.4821,149408,72030,0.481,166632,80150,0,0.0152,0.022,0
"Ivern",0.4268,9437,4028,0.4428,9103,4031,0,0.0439,0.073,0
"Janna",0.5219,815474,425596,0.5219,838610,437671,0,-0.0248,-0.0217,0
"Karma",0.498,669484,333403,0.4968,760254,377694,0.098,-2e-04,0.0029,0.0039
"Leona",0.509,2277133,1159061,0.5087,2478764,1260947,0,-0.0109,-0.0091,0
"Lulu",0.5082,1039848,528451,0.5073,1200541,609034,0,-0.0095,-0.007,0
"Lux",0.4934,2010087,991777,0.4952,2325293,1151485,0,0.0025,0.0043,0
"Malphite",0.4901,438733,215023,0.4921,499001,245558,0,0.0056,0.0095,0
"Maokai",0.5255,213312,112095,0.5267,273761,144190,0,-0.0304,-0.0251,0
"Nami",0.5309,1423575,755776,0.5323,1531746,815348,0,-0.0348,-0.0326,0
"Nautilus",0.5029,2348031,1180825,0.5018,2432434,1220595,0,-0.004,-0.0022,0
"Poppy",0.4828,69915,33755,0.4809,72675,34949,0,0.0101,0.0204,0
"Pyke",0.488,1914110,934086,0.4875,1935399,943507,0,0.0101,0.0121,0
"Rakan",0.487,690141,336099,0.4832,731664,353540,0,0.0139,0.0171,0
"Shen",0.4865,168455,81953,0.489,184700,90318,0,0.0075,0.014,0
"Sion",0.502,34225,17181,0.5015,38501,19308,0.8795,-0.0065,0.0076,0.2768
"Swain",0.5206,692842,360694,0.523,709125,370872,0,-0.0265,-0.0232,0
"Tahm Kench",0.4514,188494,85086,0.4494,191477,86050,0,0.0464,0.0527,0
"Taliyah",0.5021,17761,8918,0.5092,16838,8574,0.0091,-0.025,-0.0035,0.0066
"Taric",0.5266,492838,259528,0.5282,543882,287278,0,-0.0321,-0.0284,0
"Thresh",0.4864,2970969,1445079,0.4868,3156245,1536460,0,0.0108,0.0126,0
"Vel'Koz",0.511,480541,245556,0.5162,517499,267133,0,-0.0192,-0.0153,0
"Volibear",0.4972,95150,47309,0.499,103468,51631,0.2073,-0.0071,0.0015,0.8479
"Yuumi",0.4903,1704854,835890,0.4902,1729966,848029,0,0.0077,0.0098,0
"Ziggs",0.493,52045,25658,0.495,52459,25967,0.0577,-2e-04,0.0119,0.0932
"Zilean",0.5205,503843,262250,0.5195,552864,287213,0,-0.022,-0.0183,0
"Zyra",0.5154,697957,359727,0.5176,754240,390395,0,-0.02,-0.0168,0
