"champName","laneRate","winRate","pickRate","banRate","gamesPlayed"
"Trundle",74.3,52.96,3.46,0.82,639353
"Maokai",9.21,50.87,0.44,0.49,81450
"Dr. Mundo",39.55,51.07,1.78,1.91,329804
"Poppy",29.78,50.62,1.03,0.42,190713
"Taliyah",48.45,47.41,0.6,0.08,110333
"Rengar",67.36,47.45,2.92,2,540372
"Lee Sin",98.43,47.97,19.68,24.47,3640733
"Kha'Zix",97.57,49.39,5.51,2.49,1018433
"Ivern",87.98,49.91,0.55,0.18,102420
"Hecarim",93.92,49.64,2.76,0.8,511273
"Vi",97.73,51.19,4.65,0.75,860898
"Skarner",81.25,49.74,0.5,0.06,92893
"Cho'Gath",11.71,49.26,0.42,0.96,76859
"Diana",14.84,48.82,1.7,21.64,315046
"Sion",5.74,50.47,0.11,0.13,21030
"Udyr",92.12,50.88,1.86,0.53,344839
"Sejuani",96.6,50.34,3.77,0.66,696649
"Camille",10.91,44.94,0.29,0.47,53483
"Nidalee",91.84,46.42,2.75,0.62,509619
"Tahm Kench",3.16,43.06,0.07,0.63,13132
"Shen",4.12,46.56,0.26,0.67,47841
"Kindred",91.71,47.7,1.84,0.32,340271
"Sylas",12.25,47.87,1.55,10.27,287072
"Xin Zhao",93.19,49.13,3.33,0.49,616890
"Rumble",4.02,44.74,0.13,0.74,23899
"Pantheon",19.86,45.57,1.32,3.21,243539
"Aatrox",3.35,43.52,0.23,4.28,42182
"Evelynn",99.36,47.8,3.02,3.25,557967
"Tryndamere",10.7,45.51,0.67,5.15,124748
"Gragas",88.18,45.75,3.18,0.31,588266
"Mordekaiser",5.28,46.02,0.69,20.05,127724
"Darius",3.35,44.39,0.44,50.04,81321
"Wukong",40.28,46.21,0.82,0.23,152256
"Riven",3.71,41.42,0.14,0.85,25678
"Talon",4.46,39.21,0.28,5.23,52221
"Kayn",97.23,48.29,8.25,3.52,1525745
"Qiyana",16.34,37.46,0.56,2.29,104489
"Garen",5.45,46.68,1.15,21.84,213294
"Singed",3.08,41.73,0.07,0.38,12833
"Fiddlesticks",30.75,46.97,0.94,0.65,174487
"Quinn",4.28,43.62,0.1,2.02,18491
"Malphite",12.15,47.72,1.31,3.06,241532
"Twitch",25.1,45.16,0.85,0.49,156324
"Teemo",2.88,42.76,0.22,9.57,41285
"Nasus",3.87,43.66,0.27,4.73,50397
