"champName","laneRate","winRate","pickRate","banRate","gamesPlayed"
"Annie",0.35,33.47,0.01,0.63,1667
"Galio",1.04,40.19,0.03,0.52,6001
"Twisted Fate",1.78,41.87,0.06,0.33,9812
"LeBlanc",0.11,35.07,0.01,12.09,1474
"Vladimir",0.05,26.83,0,9.9,835
"Kayle",1.01,44.13,0.04,0.67,6440
"Alistar",0.44,35.68,0.01,0.48,2472
"Ryze",0.26,34.09,0.02,1.53,2913
"Sivir",0.07,23.68,0,0.34,321
"Soraka",0.09,27.1,0.01,16.45,2207
"Tristana",0.46,37.82,0.04,1.26,6256
"Miss Fortune",0.04,27.47,0.01,10.85,1500
"Ashe",0.11,31.84,0.01,1.69,2434
"Morgana",0.4,45.97,0.05,32.73,8717
"Zilean",0.12,32.2,0,0.5,587
"Anivia",0.37,20.82,0.01,0.43,1287
"Sona",0.06,29.57,0,2.21,744
"Kassadin",0.34,42.5,0.02,9.91,3035
"Irelia",0.29,31.8,0.02,3.75,4097
"Janna",0.1,23.86,0,0.23,704
"Gangplank",0.15,26.99,0,0.74,752
"Corki",0.31,32.82,0,0.23,524
"Karma",0.18,39.45,0.01,0.31,1275
"Taric",1.01,46.17,0.03,1.08,4921
"Veigar",0.09,34.03,0.01,3.09,1237
"Swain",0.06,32.72,0,2.05,596
"Caitlyn",0.04,25.86,0.01,14.68,1160
"Blitzcrank",0.2,34.54,0.03,30.22,4412
"Katarina",0.22,36.05,0.02,7.97,3226
"Renekton",0.44,37.32,0.03,5.76,5975
"Orianna",0.08,40.5,0,0.69,600
"Brand",1.15,47.65,0.08,6.45,13606
"Vayne",0.54,42.14,0.09,10.01,14956
"Cassiopeia",0.1,36.59,0.01,4.2,869
"Heimerdinger",0.33,29.6,0.01,1.07,1500
"Ezreal",0.42,39.04,0.09,2.46,14775
"Mordekaiser",1.66,43.31,0.21,23.54,37142
"Yorick",0.58,42.77,0.02,1.32,2953
"Akali",0.16,23.71,0.01,12.05,1611
"Kennen",0.19,35.18,0,0.56,739
"Garen",1.97,40.83,0.24,7.35,40890
"Leona",0.29,43.64,0.04,33.55,7262
"Malzahar",0.3,36.8,0.01,5.23,2310
"Talon",1.13,35.47,0.08,5.48,13438
"Kog'Maw",0.96,45.82,0.01,0.08,1940
"Lux",0.09,37.4,0.01,3.48,2452
"Xerath",0.05,30.32,0,1.3,475
