"champName","laneRate","winRate","pickRate","banRate","gamesPlayed"
"Annie",0.2,34.46,0.01,1.39,1210
"Galio",0.4,40.54,0.03,3.06,4181
"Twisted Fate",1.11,42.23,0.06,1.39,9419
"Urgot",0.97,46.39,0.06,5.06,8792
"LeBlanc",0.22,36.6,0.01,11.37,2183
"Vladimir",0.04,29.05,0,7.85,444
"Kayle",0.77,42.7,0.03,0.53,4030
"Alistar",0.39,38.25,0.02,0.65,2489
"Ryze",0.32,34.7,0.01,0.42,1660
"Sivir",0.06,21.38,0,0.41,318
"Soraka",0.14,19.72,0.01,2.13,1597
"Tristana",0.36,37.32,0.03,1.78,4110
"Miss Fortune",0.05,29.81,0.01,2.92,879
"Ashe",0.06,30.37,0.01,9.19,2206
"Morgana",1.92,50.53,0.24,32.57,36502
"Zilean",0.08,30.41,0,0.78,388
"Anivia",0.51,16.48,0.01,0.41,1329
"Sona",0.06,21.97,0,0.25,355
"Kassadin",0.23,36.08,0.01,13.06,2040
"Irelia",0.24,30.66,0.02,6.49,3330
"Janna",0.1,20.29,0,0.22,621
"Gangplank",0.12,26.12,0,0.76,448
"Corki",0.15,29.52,0,0.27,454
"Karma",0.09,32.75,0.01,1.4,1203
"Veigar",0.09,35.35,0.01,2.47,908
"Swain",0.05,36.2,0,2.01,384
"Caitlyn",0.03,28.44,0.01,14.8,900
"Blitzcrank",0.18,31.2,0.02,30.25,2795
"Katarina",0.15,32.31,0.01,7.32,1665
"Renekton",0.31,37.06,0.03,8.1,3945
"Orianna",0.07,35.65,0,0.95,561
"Brand",1.41,48.08,0.09,7.14,14584
"Vayne",0.46,42.13,0.07,13.75,10737
"Cassiopeia",0.08,36.1,0,4.11,579
"Heimerdinger",0.29,29.71,0.01,1.23,1158
"Ezreal",0.26,37.21,0.07,19.98,11566
"Mordekaiser",1.88,44.76,0.21,13.01,32064
"Yorick",1.04,46.28,0.03,1.59,5227
"Akali",0.08,21.98,0.01,6.7,1119
"Kennen",0.19,37.56,0,0.37,607
"Garen",1.74,42.51,0.25,13.63,39269
"Leona",0.26,42.57,0.03,20.62,4242
"Malzahar",0.26,34.5,0.01,4.43,1426
"Talon",1.11,37.2,0.05,3.81,8091
"Kog'Maw",0.5,43.57,0.02,0.62,2731
"Lux",0.07,33.99,0.01,4.97,1774
"Xerath",0.05,25.07,0,1.83,379
"Ahri",0.08,37.97,0.01,2.46,885
"Fizz",0.69,40.87,0.05,19.21,8366
"Varus",0.06,29.54,0,2.72,369
"Nautilus",0.89,42.85,0.11,22.59,16490
"Viktor",0.05,28.35,0,0.27,194
"Fiora",0.25,41.24,0.01,6.77,2243
"Ziggs",0.11,34.86,0,0.21,436
"Lulu",0.06,34.35,0.01,8.76,1147
"Draven",0.1,32.14,0,6.81,700
"Darius",0.75,43.37,0.08,49.34,12130
"Jayce",0.36,39.31,0.01,0.63,1628
"Lissandra",0.13,34.16,0,0.54,401
"Syndra",0.23,25.41,0.01,4.63,2054
"Aurelion Sol",0.54,34.47,0,0.15,673
"Zoe",0.08,31.16,0,3.31,629
"Zyra",0.51,44.96,0.02,2.23,3728
"Kai'Sa",0.36,39.98,0.06,2.47,8929
"Gnar",0.37,40.14,0.01,0.98,1734
"Yasuo",0.51,37.42,0.1,45.59,14949
"Vel'Koz",0.04,31.78,0,1.44,365
"Braum",0.12,30.59,0,0.7,595
"Jhin",0.05,29.88,0.01,5.39,1121
"Jinx",0.05,34.7,0.01,1.53,856
"Senna",0.03,28.26,0,10.62,736
"Lucian",0.16,39.13,0.02,2.48,2898
"Zed",0.51,38.56,0.07,39.15,11219
"Kled",1.37,45.35,0.03,1.24,4284
"Nami",0.04,23.13,0,0.32,294
"Azir",0.1,26.67,0,0.32,330
"Yuumi",0.26,13.81,0.02,24.29,3570
"Thresh",0.06,26.99,0.01,7.65,1393
"Illaoi",0.09,29.46,0,9.17,533
"Kalista",0.16,32.72,0.01,1.26,926
"Bard",0.27,33.43,0.01,1.31,1983
"Rakan",0.11,32.33,0,0.3,566
"Xayah",0.04,28.34,0,0.6,247
"Ornn",0.67,41.53,0.03,1.72,5141
"Neeko",0.93,44.13,0.04,0.75,5541
"Aphelios",0.04,23.37,0,20.87,612
"Pyke",0.36,35.41,0.04,16.67,5707
"Kha'Zix",98.53,51.58,10.4,6.5,1614285
"Kayn",96.53,50.76,15.1,15.85,2343251
"Ekko",60.92,50.53,10,19.86,1552414
"Karthus",68.82,50.43,3.02,3.67,468914
"Zac",85.29,51.38,5.64,5.21,874473
"Volibear",57.31,52.92,8.56,27.42,1327685
"Nunu",69.33,51.17,6.45,6.87,1000131
"Graves",94.39,50.04,8.49,10.94,1317080
"Sett",17.66,50.23,2.64,13.22,409269
"Fiddlesticks",73.43,50.73,5.02,9.64,778488
"Hecarim",89.58,50.84,4.08,1.29,633694
"Master Yi",93.56,50.89,9.96,29.41,1544838
"Shaco",74.91,50.24,5.06,7.76,784929
"Elise",98.99,50.04,3.71,6.25,575864
"Rammus",93.09,52.28,3.51,5.32,543950
"Wukong",33.57,49.63,2.57,6.22,399313
"Nocturne",72.26,51.01,5.92,5.17,918232
"Shyvana",90.29,51.96,4.16,1.68,646184
"Vi",97.58,52.56,6.35,1.21,985641
"Warwick",93.63,51.59,7.42,4.55,1151954
"Rek'Sai",98.33,49.12,2,1.35,310427
"Poppy",20.64,50.29,0.65,0.58,101215
"Olaf",81.45,49.47,4.12,5.12,638812
"Rengar",67.41,47.24,2.21,1.72,343087
"Jax",39.98,48.98,4.32,8.98,669893
"Amumu",96.34,51.99,4.88,0.96,757362
"Lee Sin",98.2,47.23,15.09,17.32,2341797
"Ivern",82.4,50.07,0.95,0.24,147422
"Udyr",90.49,50.83,1.77,0.44,274897
"Maokai",4.27,49.42,0.21,0.99,33345
"Dr. Mundo",27.7,51.14,0.92,1.18,143018
"Nidalee",93.11,46.71,3.47,1.03,537834
"Kindred",91.12,48.19,2.15,0.38,333572
"Evelynn",99.5,48.41,4.44,6.29,688318
"Taliyah",44.81,46.21,0.46,0.05,71761
