"champName","laneRate","winRate","pickRate","banRate","gamesPlayed"
"Annie",0.21,33.26,0.01,1.33,1437
"Galio",0.44,40.36,0.03,2.16,3858
"Twisted Fate",1.24,42.15,0.07,0.66,10172
"Urgot",1.07,47.33,0.07,4.99,9751
"LeBlanc",0.09,34.1,0.01,11.9,871
"Vladimir",0.04,22.13,0,8,488
"Kayle",0.88,42.98,0.03,0.51,4141
"Alistar",0.35,34.95,0.01,0.57,1940
"Ryze",0.29,32.68,0.01,0.46,1573
"Sivir",0.06,23.26,0,0.44,344
"Soraka",0.16,18,0.01,2.28,1722
"Tristana",0.37,40.08,0.03,2.17,4711
"Miss Fortune",0.04,28.22,0.01,5.44,900
"Ashe",0.1,30.93,0.02,2.86,2263
"Zilean",0.1,31.88,0,0.86,505
"Anivia",0.49,16.34,0.01,0.38,1291
"Sona",0.06,21.22,0,0.23,344
"Kassadin",0.22,38.51,0.01,13.14,1893
"Irelia",0.27,31.66,0.03,6.91,3866
"Janna",0.11,26.12,0,0.29,670
"Gangplank",0.13,24.75,0,0.88,594
"Corki",0.15,33.74,0,0.29,495
"Karma",0.11,35.39,0.01,0.43,924
"Veigar",0.08,34.54,0.01,3.06,828
"Swain",0.05,31.85,0,2.14,336
"Caitlyn",0.03,25.32,0.01,16.16,948
"Blitzcrank",0.17,31.39,0.02,30.47,2708
"Katarina",0.14,31.39,0.01,8.09,1561
"Renekton",0.32,38.01,0.03,8.8,4412
"Orianna",0.06,38.35,0,0.66,399
"Brand",1.52,48.19,0.1,7.35,14983
"Vayne",0.45,42.96,0.08,15.13,11208
"Cassiopeia",0.08,35.73,0,4.57,641
"Heimerdinger",0.31,29.81,0.01,1.19,1087
"Ezreal",0.45,41.08,0.13,10.65,18786
"Yorick",1.13,46.48,0.03,1.57,4899
"Akali",0.1,23.11,0.01,5.1,991
"Kennen",0.17,32.75,0,0.29,403
"Leona",0.32,41.81,0.04,24.19,5367
"Malzahar",0.23,36.3,0.01,5.16,1394
"Talon",1.17,37.4,0.06,4.72,8633
"Kog'Maw",0.59,43,0.01,0.2,1472
"Lux",0.08,37.47,0.01,4.72,2031
"Xerath",0.05,27.46,0,2,397
"Ahri",0.08,32.55,0.01,2.66,891
"Fizz",0.69,41.24,0.06,20.24,8487
"Varus",0.04,27.78,0,16.48,594
"Nautilus",0.88,44.1,0.11,24.18,15568
"Viktor",0.06,25.42,0,0.21,177
"Fiora",0.24,39.17,0.02,8.95,2520
"Ziggs",0.1,32.8,0,0.22,378
"Lulu",0.08,35.86,0.01,4.76,1160
"Draven",0.11,31.23,0.01,7.35,775
"Darius",0.78,43.91,0.08,48.59,12495
"Jayce",0.45,39.42,0.01,0.49,1758
"Lissandra",0.12,33.33,0,0.52,423
"Syndra",0.22,28.26,0.02,6.45,2601
"Aurelion Sol",0.66,35.71,0.01,0.14,742
"Zoe",0.08,30,0,2.61,410
"Zyra",0.58,45.15,0.03,2.27,4002
"Kai'Sa",0.59,40.5,0.09,2.49,14026
"Gnar",0.38,35.91,0.01,0.84,1693
"Yasuo",0.47,39.83,0.09,49.59,13571
"Vel'Koz",0.04,28.82,0,1.3,347
"Braum",0.13,27.59,0,0.81,667
"Jhin",0.05,30.57,0.01,4.78,1063
"Jinx",0.05,34.46,0.01,1.7,949
"Senna",0.04,31.32,0,5.5,597
"Lucian",0.19,36.85,0.03,3.64,4312
"Zed",0.65,37.66,0.07,27.74,9816
"Kled",1.3,46.7,0.03,1.51,4567
"Nami",0.04,26.2,0,0.46,355
"Azir",0.11,26.32,0,0.29,285
"Yuumi",0.19,14.04,0.02,35.08,3591
"Thresh",0.06,24.22,0.01,7.17,1309
"Illaoi",0.08,24.8,0,10.45,504
"Kalista",0.19,34.13,0.01,1.22,1052
"Bard",0.3,32.41,0.01,0.92,2061
"Rakan",0.09,31.43,0,0.32,455
"Xayah",0.04,26.52,0,0.6,264
"Ornn",0.74,43.31,0.04,2.26,6264
"Neeko",0.82,45.13,0.03,0.69,4234
"Aphelios",0.05,25.95,0,10.25,578
"Pyke",0.34,37.69,0.03,16.36,4967
"Fiddlesticks",77.64,52,6.53,8.9,967102
"Kayn",92.76,51.51,14.95,16.25,2214954
"Ekko",57.36,50.78,9,16.54,1333055
"Zac",88.73,51.8,6.97,8.03,1032598
"Wukong",42.67,51.56,3.07,6.14,455532
"Sett",14.19,50.76,1.79,14.25,265176
"Graves",94.46,50.38,8.82,12.63,1306619
"Master Yi",93.79,51.39,10.53,32.46,1560656
"Shyvana",90.39,52.29,4.57,1.99,677489
"Shaco",78.19,50.92,4.74,8.32,702935
"Olaf",81.1,50.3,5.04,6.15,746225
"Elise",99.21,49.94,4.56,7.96,675759
"Nunu",92.62,51.25,3.07,0.44,455435
