"champName","laneRate","winRate","pickRate","banRate","gamesPlayed"
"Annie",0.28,31.56,0.01,0.69,1508
"Galio",0.94,38.73,0.03,0.49,5623
"Twisted Fate",1.38,40.46,0.06,0.33,10734
"Urgot",1.72,45.23,0.07,2.01,12875
"LeBlanc",0.1,34.65,0.01,11.33,1290
"Vladimir",0.05,26.65,0,8.3,728
"Kayle",1.12,43.86,0.04,0.59,7337
"Alistar",0.35,34.77,0.01,0.61,2747
"Ryze",0.26,31.7,0.01,0.91,2451
"Sivir",0.06,27.86,0,0.4,420
"Soraka",0.18,21.14,0.01,1.49,1845
"Tristana",0.35,36.91,0.03,1.47,5670
"Miss Fortune",0.03,27.27,0.01,10.08,1364
"Ashe",0.09,28.88,0.01,1.78,2126
"Zilean",0.08,33.15,0,0.76,534
"Anivia",0.3,19.32,0.01,0.51,1289
"Sona",0.05,23.08,0,0.28,429
"Kassadin",0.3,42.27,0.01,8.93,2827
"Irelia",0.25,31.54,0.02,5,4635
"Janna",0.09,26.32,0,0.28,775
"Gangplank",0.16,24.54,0,0.6,754
"Corki",0.32,36.32,0,0.23,457
"Karma",0.13,39.01,0.01,0.37,1128
"Taric",1.01,48.9,0.03,0.62,6061
"Veigar",0.08,35.42,0.01,3.58,1409
"Swain",0.05,33.4,0,1.95,527
"Caitlyn",0.03,25.7,0.01,16.93,1175
"Blitzcrank",0.16,32.37,0.02,31.94,3596
"Katarina",0.16,33.12,0.01,9.56,2705
"Renekton",0.39,37.33,0.04,5.82,7019
"Orianna",0.06,34.31,0,0.47,443
"Vayne",0.47,42.14,0.08,11.89,14768
"Cassiopeia",0.09,33.85,0,3.64,777
"Heimerdinger",0.28,30.19,0.01,1.32,1411
"Ezreal",0.28,37.76,0.07,4.69,13448
"Akali",0.14,26.3,0.01,4.71,1361
"Kennen",0.18,38.5,0,0.39,626
"Leona",0.22,42.13,0.03,26.72,5562
"Malzahar",0.27,37.91,0.01,5.25,2121
"Kog'Maw",0.65,44.7,0.01,0.11,1586
"Lux",0.07,37.32,0.01,4.83,2519
