"champName","laneRate","winRate","pickRate","banRate","gamesPlayed"
"Ekko",61.77,50.72,10.38,19.35,1630859
"Zac",86.57,51.52,6,6.13,943653
"Graves",95.02,50.46,9.23,11.75,1450964
"Wukong",35.8,51.09,3.24,7.22,508587
"Nunu",79.68,51.58,4.88,1.64,767253
"Fiddlesticks",71,50.93,5.44,10.49,854650
"Volibear",54.16,54.35,9.27,24.84,1456670
"Sett",17.53,50.16,2.53,12.85,397739
"Master Yi",93.86,50.93,10.13,30.63,1592777
"Vi",97.31,52.59,6.01,0.96,944459
"Shyvana",88.44,52,4.33,1.89,680163
"Shaco",76.06,50.4,4.78,7.75,750874
"Nocturne",75.86,50.89,6.26,4.44,984338
"Elise",99.09,49.8,4.03,7.31,633349
"Hecarim",88.7,50.22,4.01,1.36,629466
"Rek'Sai",98.51,48.77,2.22,1.56,348310
"Warwick",94.03,51.49,7.68,4.97,1206722
"Trundle",85,50.81,4.09,1.31,642452
"Rammus",93.03,52.26,3.61,5.45,567330
"Jax",40.39,49.01,4.62,9.56,726856
"Ivern",90.42,50.01,0.95,0.24,148579
"Poppy",20.98,50.5,0.72,0.7,112416
"Rengar",69.32,47.35,2.33,1.78,365825
"Karthus",78.5,47.78,1.29,0.4,203236
"Olaf",82.38,48.73,4.48,5.79,704180
"Kindred",91.85,48.3,2.04,0.36,321301
"Amumu",96.45,52.06,5.12,1.02,804296
"Maokai",4.92,49.16,0.23,0.86,36438
"Nidalee",93.3,46.73,3.59,0.96,564623
"Udyr",90.97,51.04,1.78,0.45,280244
"Evelynn",99.55,48.88,4.51,6.58,708628
"Dr. Mundo",30.61,51.15,1.06,1.25,165964
"Lee Sin",98.31,47.24,15.88,18.27,2495263
"Skarner",75.89,49.66,0.53,0.08,84079
"Taliyah",44.32,46.51,0.46,0.05,72944
"Kha'Zix",98.05,48.8,4.46,1.59,700791
"Taric",3.02,47.88,0.07,0.4,11141
"Camille",5.45,44.35,0.25,0.74,38849
"Sion",4.02,48.53,0.09,0.15,13368
"Shen",4.62,46.93,0.31,0.95,48477
"Cho'Gath",10.66,48.27,0.33,0.74,51930
"Jarvan IV",94.7,49.23,4.34,0.61,681428
"Xin Zhao",89.21,49.08,2.84,0.44,446011
"Aatrox",2.36,43.42,0.14,4.18,22401
"Sylas",27.12,46.47,2.84,11.17,447096
"Sejuani",95.64,48.84,1.95,0.25,306885
"Diana",8.92,46.67,0.68,12.2,107630
"Riven",2.98,40.21,0.1,0.57,16275
"Tryndamere",8.7,45.3,0.48,5.22,74788
"Pantheon",13.28,44.69,0.71,4.12,112343
"Qiyana",6.28,37.17,0.13,0.56,20500
"Teemo",4.43,47.71,0.35,10.94,54440
"Gragas",73.46,44.5,1.64,0.18,258030
"Rumble",3.26,43.34,0.07,0.34,10827
"Quinn",2.72,42.29,0.08,2.48,13295
"Twitch",19.57,46.26,1.04,1,162685
"Mordekaiser",2.04,44.51,0.22,13.47,35341
"Tahm Kench",3.73,43.1,0.06,0.3,9584
"Singed",2.6,40.2,0.06,0.39,9076
"Malphite",7.99,46.44,0.86,4.16,135866
"Nasus",3.74,45.37,0.26,7.57,41470
