"champName","laneRate","winRate","pickRate","banRate","gamesPlayed"
"Viktor",0.05,33.74,0,0.28,246
"Fiora",0.24,41.58,0.01,6.83,2323
"Ziggs",0.12,36.06,0,0.23,599
"Lulu",0.18,40.14,0.01,1.3,1674
"Draven",0.14,31.46,0.01,6.6,909
"Jayce",0.63,40.43,0.01,0.24,1724
"Lissandra",0.17,37.22,0,0.35,454
"Syndra",0.3,28.15,0.01,1.71,2327
"Aurelion Sol",0.73,38.94,0.01,0.15,827
"Zoe",0.1,33.55,0,2.58,766
"Zyra",0.3,43.67,0.01,1.71,2100
"Kai'Sa",0.59,39.72,0.07,1.86,11105
"Yasuo",0.62,39.92,0.13,49.75,21305
"Vel'Koz",0.05,34.54,0,0.94,414
"Braum",0.15,32.24,0.01,0.92,1036
"Jhin",0.06,32.34,0.01,3.19,1410
"Jinx",0.05,30.85,0.01,1.8,1060
"Senna",0.05,30.12,0.01,19.1,1298
"Lucian",0.34,38.46,0.06,4.28,9949
"Kled",1.96,48.66,0.05,1.72,8619
"Nami",0.03,29.46,0,0.69,353
"Azir",0.15,24.94,0,0.23,397
"Yuumi",0.34,15.17,0.03,4.46,4352
"Thresh",0.06,27.45,0.01,7.14,1694
"Illaoi",0.1,28.59,0,8.62,759
"Kalista",0.22,34.97,0,0.23,795
"Bard",0.49,36.09,0.02,0.71,3400
"Rakan",0.11,36.34,0,0.42,776
"Xayah",0.03,28.94,0,0.79,273
"Ornn",1.22,44.92,0.17,20.9,28473
"Neeko",1.06,42.85,0.03,0.51,4740
"Aphelios",0.08,25.51,0.01,38.5,1027
"Pyke",0.49,37.15,0.06,19.14,9855
"Sett",18.91,53.99,3.1,49.42,509923
"Ekko",62.61,51.37,9.68,21.86,1591326
"Elise",99.36,50.49,7.36,12.18,1210250
"Master Yi",94.75,51.83,13.54,33.22,2226524
"Zac",85.76,52.85,7.89,5.63,1297445
"Nunu",93.48,51.97,2.83,0.43,465655
"Shaco",74.91,51.32,5.74,11.31,944003
"Olaf",83.99,50.05,5.76,7.9,947347
"Jarvan IV",95.85,50.67,7.72,1.48,1269476
"Karthus",85.53,48.93,2.65,1.16,435189
"Jax",49.42,50.24,5.79,9.46,951673
"Volibear",51.2,53.4,2.18,0.72,358482
"Shyvana",95.12,52.64,4.11,1.23,676180
"Warwick",95.48,52.02,7.67,3.8,1260333
"Amumu",96.44,54,8.01,1.55,1317394
"Rammus",94.59,53.72,4.22,5.08,693745
"Trundle",75.49,52.86,3.12,0.66,512662
"Maokai",9.87,51.27,0.39,0.33,63492
"Ivern",88.78,50.22,0.56,0.18,91776
"Poppy",21.12,49.94,0.62,0.32,102407
"Rek'Sai",99.02,48.91,3.08,1.85,505845
"Graves",88.81,49.41,2.82,0.34,463836
"Taliyah",49.88,47.5,0.72,0.1,117845
"Kha'Zix",98.75,49.2,5.63,2.67,926340
"Lee Sin",98.45,47.6,20.12,25.98,3308128
"Diana",20.05,49.33,2.33,21.43,383285
"Rengar",68.52,46.95,2.9,2.07,476325
"Sion",5.56,50.37,0.11,0.12,17393
"Vi",97.6,51.46,5.03,0.84,826952
"Hecarim",94.01,49.51,2.72,0.83,447387
"Nocturne",76.29,50.69,5.18,4.84,851735
"Skarner",75.46,49.69,0.51,0.08,84453
"Sejuani",96.97,50.5,3.97,0.69,653295
"Dr. Mundo",40.22,51.28,1.81,1.91,297968
"Udyr",90.57,50.62,1.87,0.55,306673
"Tahm Kench",2.6,42.8,0.04,0.33,6991
"Cho'Gath",11.51,49.58,0.42,0.96,68662
"Xin Zhao",93.72,48.96,3.45,0.57,567721
"Sylas",14.14,48.28,1.54,7.15,253766
"Kindred",90.86,47.98,1.95,0.35,321120
"Aatrox",3.39,44.01,0.24,4.32,39911
"Camille",11.89,44.29,0.35,0.49,56751
"Nidalee",92.11,46.48,2.93,0.68,482486
"Shen",3.79,46.16,0.21,0.54,34967
"Riven",3.74,41.94,0.14,0.93,23599
"Rumble",3.67,44.75,0.14,1.03,23190
"Kayn",97.68,49.37,6.71,2.94,1104029
"Evelynn",99.33,48.27,3.14,3.47,516065
"Tryndamere",10.94,45.98,0.67,5.02,109699
"Gragas",88.18,45.5,3.08,0.32,506406
"Pantheon",19.24,45.77,1.18,2.46,194189
"Qiyana",9.18,39.47,0.39,3.08,64160
"Fiddlesticks",27.81,47.75,0.77,0.64,126695
"Mordekaiser",6.57,45.43,0.88,21.54,144809
"Darius",6.58,43.39,0.87,43.53,143178
"Wukong",40.97,46.53,0.87,0.25,143367
"Quinn",4.45,43.25,0.11,2.1,17649
"Urgot",2.14,45.8,0.06,1.48,10203
"Singed",2.68,40.95,0.07,0.52,11237
"Twitch",27.44,45.71,0.92,0.53,150592
"Garen",11.5,47.45,1.97,11.47,323305
"Malphite",12.63,47.73,1.26,2.81,207045
"Talon",11.95,38.89,0.89,6.18,145885
"Teemo",2.03,41.42,0.15,9.27,24746
"Zed",4,38.53,0.47,30.19,77754
"Nasus",3.86,44.18,0.29,4.72,46894
"Gnar",5.86,38,0.18,0.7,29180
