"BottomMerged11.champName","BottomMerged11.winRate.x","BottomMerged11.gamesPlayed.x","BottomMerged11.gamesWon.x","BottomMerged11.winRate.y","BottomMerged11.gamesPlayed.y","BottomMerged11.gamesWon.y","BottomMerged11.HOlessequal","BottomMerged11.HOgreaterequal","BottomMerged11.HOequal"
"Corki",0.466,23754,11069,0.4676,23755,11108,0.3615,0.6385,0.7231
"Heimerdinger",0.5161,49078,25329,0.5125,58553,30008,0.8806,0.1194,0.2387
"Taliyah",0.5193,11896,6178,0.5144,13659,7026,0.7851,0.2149,0.4298
"Veigar",0.52,77300,40196,0.5199,75580,39294,0.5157,0.4843,0.9686
"Ziggs",0.5153,70149,36148,0.5118,67777,34688,0.9037,0.0963,0.1927
