"BottomMerged10.champName","BottomMerged10.winRate.x","BottomMerged10.gamesPlayed.x","BottomMerged10.gamesWon.x","BottomMerged10.winRate.y","BottomMerged10.gamesPlayed.y","BottomMerged10.gamesWon.y","BottomMerged10.HOlessequal","BottomMerged10.HOgreaterequal","BottomMerged10.HOequal"
"Corki",0.4779,30181,14423,0.466,23754,11069,0.997,0.003,0.006
"Heimerdinger",0.5207,61799,32179,0.5161,49078,25329,0.9364,0.0636,0.1272
"Quinn",0.5007,39640,19848,0.4848,29516,14309,1,0,0
"Taliyah",0.5315,15499,8238,0.5193,11896,6178,0.9773,0.0227,0.0453
"Veigar",0.5264,100930,53130,0.52,77300,40196,0.9964,0.0036,0.0073
"Yasuo",0.5346,454784,243128,0.529,395808,209382,1,0,0
"Ziggs",0.528,115637,61056,0.5153,70149,36148,1,0,0
