"champName","laneRate","winRate","pickRate","banRate","gamesPlayed"
"Twisted Fate",1.88,47.99,0.1,1.39,15908
"LeBlanc",1.07,45.45,0.07,11.37,10416
"Alistar",1.16,46.2,0.05,0.65,7420
"Sivir",0.35,37.14,0.01,0.41,2003
"Soraka",1.58,48.18,0.11,2.13,17631
"Nunu",1.12,39.66,0.1,6.87,16123
"Miss Fortune",0.27,39.69,0.03,2.92,5067
"Ashe",0.49,44.26,0.12,9.19,17973
"Morgana",0.83,49.64,0.1,32.57,15819
"Zilean",1.96,52.23,0.06,0.78,9387
"Evelynn",0.09,38.68,0,6.29,636
"Twitch",0.6,47.55,0.04,1.3,5480
"Amumu",1.34,49.42,0.07,0.96,10570
"Sona",0.41,43.38,0.02,0.25,2372
"Janna",0.67,43.58,0.03,0.22,4029
"Taric",1.67,43.31,0.04,0.43,6246
"Caitlyn",0.64,44.45,0.12,14.8,18201
"Blitzcrank",0.22,33.93,0.02,30.25,3422
"Katarina",1.46,47.82,0.1,7.32,15932
"Elise",0.37,44.51,0.01,6.25,2139
"Orianna",1.01,50.47,0.06,0.95,8637
"Brand",1.07,47.83,0.07,7.14,11069
"Lee Sin",0.5,40.99,0.08,17.32,11853
"Ezreal",0.52,41.7,0.15,19.98,23459
"Leona",0.37,41.91,0.04,20.62,6013
"Kog'Maw",1.45,49.41,0.05,0.62,7879
"Lux",0.44,47.48,0.08,4.97,11965
"Xerath",0.55,47.54,0.03,1.83,4663
"Ahri",1.21,50.84,0.08,2.46,12871
"Fizz",1.8,48.19,0.14,19.21,21923
"Varus",0.56,40.7,0.02,2.72,3617
"Nautilus",1.47,48.02,0.18,22.59,27318
"Ziggs",1.94,48.07,0.05,0.21,7393
"Lulu",1.99,48.91,0.23,8.76,35523
"Draven",1.6,49.38,0.07,6.81,11294
"Kha'Zix",0.85,48.24,0.09,6.5,13921
"Syndra",1.18,48.45,0.07,4.63,10560
"Zoe",0.93,45.52,0.05,3.31,7129
"Zyra",0.58,45.96,0.03,2.23,4260
"Kai'Sa",0.32,41.18,0.05,2.47,7843
"Vel'Koz",1.54,51.92,0.09,1.44,13671
"Taliyah",0.97,43.63,0.01,0.05,1561
"Braum",0.34,32.53,0.01,0.7,1654
"Jhin",0.61,47.46,0.1,5.39,14816
"Kindred",1.28,42.14,0.03,0.38,4699
"Jinx",0.2,43.36,0.02,1.53,3632
"Senna",1.12,47.94,0.15,10.62,23694
"Ekko",1.56,47.07,0.26,19.86,39764
"Vi",1.28,44.75,0.08,1.21,12937
"Nami",0.12,32.17,0.01,0.32,942
"Yuumi",0.26,23.46,0.02,24.29,3598
"Thresh",0.25,33.55,0.04,7.65,6218
"Rek'Sai",1.1,47.27,0.02,1.35,3484
"Ivern",1.78,41.72,0.02,0.24,3178
"Bard",0.53,40.22,0.02,1.31,3836
"Rakan",0.37,43.02,0.01,0.3,1920
"Xayah",0.18,39.42,0.01,0.6,1233
"Aphelios",0.33,40.24,0.03,20.87,5102
"Pyke",0.83,46.3,0.09,16.67,13198
"Karthus",3.16,51.13,0.14,3.67,21507
"Rengar",29.98,51.07,0.98,1.72,152564
"Wukong",58.04,50.45,4.45,6.22,690407
"Zac",8.77,51.73,0.58,5.21,89917
"Fiddlesticks",13.13,51.3,0.9,9.64,139186
"Graves",2.33,50.12,0.21,10.94,32480
"Urgot",95.86,53.23,5.62,5.06,871538
"Fiora",96.65,50.2,5.58,6.77,865704
"Quinn",83.44,51.57,2.64,2.7,408950
"Shen",82.07,51.42,5.67,1.09,879143
"Cassiopeia",11.35,50.81,0.51,4.11,79453
"Maokai",64.41,52.11,3.24,0.99,502505
"Kayn",2.26,50.05,0.35,15.85,54782
"Zed",2.24,50.43,0.31,39.15,48855
"Garen",91.95,52.4,13.39,13.63,2078222
"Nocturne",6.78,53.27,0.56,5.17,86126
"Darius",96.76,49.99,10.13,49.34,1571155
"Aurelion Sol",3.16,51.15,0.03,0.15,3959
"Kled",85.7,51.13,1.73,1.24,267916
"Singed",91.34,52.4,2,0.37,310915
"Jax",58.33,49.87,6.3,8.98,977408
"Volibear",39.93,50.37,5.96,27.42,924984
"Camille",87.28,49.8,4.29,0.94,665552
"Sett",54.4,49.77,8.13,13.22,1260855
"Tryndamere",85.78,50.14,4.9,5.29,759754
"Annie",3.26,51.43,0.13,1.39,20099
"Sion",83.77,51.45,2.01,0.16,311310
"Karma",7.7,49.19,0.64,1.4,98814
"Shaco",4.41,49.72,0.3,7.76,46223
"Kassadin",3.76,49.04,0.22,13.06,33719
"Kayle",85.95,50.57,2.91,0.53,452184
"Malphite",52.24,51.57,5.81,4.48,900767
"Talon",2.14,47.24,0.1,3.81,15628
"Hecarim",9.91,49.77,0.45,1.29,70126
"Nasus",93.02,51.99,6.54,7.12,1015567
"Galio",3.41,49.11,0.23,3.06,35820
"Yorick",97.18,51.96,3.15,1.59,488072
"Olaf",17.62,48.9,0.89,5.12,138214
"Shyvana",8.63,51.41,0.4,1.68,61737
"Vayne",16.71,49.14,2.5,13.75,387419
"Poppy",66.39,49.75,2.1,0.58,325625
"Rammus",4.55,50.82,0.17,5.32,26584
"Teemo",82.67,51.34,7.12,11.07,1104886
"Yasuo",13.9,47.96,2.64,45.59,409784
"Ornn",90.57,49.94,4.5,1.72,697655
"Malzahar",6.33,50.58,0.23,4.43,35118
"Dr. Mundo",68.69,51.32,2.29,1.18,354686
"Riven",89.61,48.91,4.32,0.86,670385
"Diana",2.69,48.96,0.19,10.7,29895
"Skarner",21.7,50.22,0.17,0.09,25904
"Neeko",8.81,50.28,0.34,0.75,52332
"Renekton",89.15,48.43,7.21,8.1,1118117
"Tahm Kench",45.1,50.04,0.71,0.29,109998
"Heimerdinger",32.38,49.77,0.84,1.23,129927
"Illaoi",95.91,50.12,3.84,9.17,596439
"Mordekaiser",88.36,49.59,9.72,13.01,1508048
"Jayce",74.08,47.66,2.17,0.63,336155
"Irelia",55.16,46.22,4.87,6.49,756213
"Vladimir",37.73,48.08,2.71,7.85,420861
"Veigar",3.03,49.3,0.2,2.47,31508
"Nidalee",2.25,43.58,0.08,1.03,13015
"Gragas",13.44,47.8,0.28,0.17,44015
"Aatrox",89.55,47.96,4.69,3.81,727459
"Swain",7.11,49.96,0.35,2.01,53686
"Anivia",3.75,48.82,0.06,0.41,9767
"Qiyana",2.49,43.43,0.05,0.51,8012
"Lissandra",7.4,48.91,0.15,0.54,23468
"Gangplank",90.79,47,2.27,0.76,352827
"Akali",27.96,46.27,2.42,6.7,375424
"Sylas",18.57,47.48,2,10.64,309713
"Kalista",6.04,46.05,0.23,1.26,35159
"Viktor",7.01,49.16,0.16,0.27,24742
"Azir",2.57,44.51,0.05,0.32,8137
"Kennen",79.95,48.55,1.68,0.37,260756
"Ryze",25.19,47.09,0.84,0.42,130059
"Master Yi",3.95,47.81,0.42,29.41,65173
"Gnar",97.25,48.84,2.98,0.98,461972
"Warwick",5.91,49.43,0.47,4.55,72774
"Lucian",6.29,47.53,0.72,2.48,111485
"Cho'Gath",64.67,48.73,1.99,0.73,308459
"Rumble",46.52,48,1.07,0.42,166078
"Sejuani",2.41,47.85,0.06,0.31,9142
"Pantheon",13.53,45.86,0.77,3.86,119433
"Trundle",15.13,48.08,0.53,0.94,81593
"Tristana",2.38,46.89,0.18,1.78,27553
"Corki",3,47,0.06,0.27,9125
"Jarvan IV",2.23,45.91,0.09,0.52,13770
"Xin Zhao",6.71,46.01,0.2,0.38,30403
"Udyr",8.52,45.14,0.17,0.44,25890
