"champName","laneRate","winRate","pickRate","banRate","gamesPlayed"
"LeBlanc",0.95,46.91,0.06,11.33,11916
"Fiddlesticks",1.13,41.61,0.03,0.81,6790
"Alistar",0.73,43.49,0.03,0.61,5684
"Sivir",0.33,37.9,0.01,0.4,2132
"Soraka",1.56,47.19,0.08,1.49,16253
"Nunu",1.04,30.18,0.03,0.45,6216
"Miss Fortune",0.2,40.43,0.04,10.08,8558
"Ashe",0.66,42.77,0.08,1.78,16115
"Morgana",0.65,49.56,0.09,33.41,18246
"Evelynn",0.09,31.09,0,2.94,534
"Twitch",1.01,47.07,0.04,0.54,7367
"Amumu",1.07,49.15,0.07,1.46,14134
"Sona",0.57,45.18,0.02,0.28,4462
"Janna",1.12,48.83,0.05,0.28,9620
"Taric",1.79,46.86,0.06,0.62,10741
"Caitlyn",0.55,43.57,0.12,16.93,22897
"Blitzcrank",0.18,34.08,0.02,31.94,4140
"Katarina",1.2,48.86,0.1,9.56,20026
"Jarvan IV",1.59,46.02,0.12,1.37,24081
"Elise",0.24,44.8,0.01,9.06,2835
"Orianna",0.94,48.91,0.03,0.47,6759
"Brand",0.96,46.97,0.07,8.45,14241
"Lee Sin",0.5,41.67,0.09,20.72,17296
"Ezreal",0.68,40.99,0.16,4.69,32062
"Leona",0.33,41.8,0.04,26.72,8301
"Kog'Maw",1.66,48.1,0.02,0.11,4069
"Lux",0.42,47.24,0.08,4.83,15344
"Xerath",0.51,46.91,0.03,1.71,6395
"Ahri",0.98,49.82,0.07,3.32,14474
"Fizz",1.75,47.84,0.15,19.93,29857
"Varus",0.41,42.53,0.03,1.26,6670
"Nautilus",1.59,47.65,0.21,28.25,40377
"Sejuani",1.75,46.67,0.06,0.55,12001
"Ziggs",1.86,47.13,0.05,0.22,9797
"Lulu",1.65,48.56,0.11,1.55,20776
"Draven",1.44,46.1,0.07,7.91,12897
"Syndra",0.92,50.14,0.05,2.02,10265
"Kayn",1.3,45.44,0.1,3.52,20037
"Zoe",0.83,46.79,0.03,2.61,5897
"Zyra",0.62,49.86,0.03,1.92,5245
"Kai'Sa",0.36,39.76,0.05,2.15,10158
"Vel'Koz",1.42,51.51,0.08,1.11,14986
"Taliyah",0.73,44.17,0.01,0.08,1483
"Braum",0.31,35.17,0.01,1.02,2491
"Jhin",0.62,46.15,0.1,4.21,18873
"Kindred",0.91,42.2,0.02,0.37,4092
"Jinx",0.19,43.32,0.03,1.97,4963
"Senna",0.75,45.78,0.09,19.48,16960
"Ekko",1.86,47.57,0.29,18.52,57104
"Vi",1.24,43.12,0.06,0.71,11714
"Nami",0.07,36.59,0.01,0.67,1107
"Yuumi",0.27,25.56,0.02,10.48,4695
"Thresh",0.17,33.43,0.03,6.3,5279
"Rek'Sai",0.69,45.59,0.02,1.36,3558
"Ivern",1.57,36.65,0.01,0.16,1708
"Bard",0.66,39.93,0.02,0.63,4315
"Rakan",0.15,37.18,0.01,0.36,1119
"Xayah",0.15,34.89,0.01,0.69,1330
"Aphelios",0.5,37.74,0.03,21.9,5312
"Pyke",0.96,46.18,0.11,18.98,20873
"Kled",87.46,52.06,2.56,1.84,499856
"Fiora",96.79,50.62,6.83,7.15,1332671
"Sett",68.22,50.18,9.97,32.25,1944230
"Cassiopeia",8.09,51.22,0.36,3.64,69552
"Rengar",27.27,50.86,1.1,2.01,214543
"Shen",75.01,51.57,5.09,0.79,993232
"Garen",88.28,53.05,16.05,25.76,3131137
"Maokai",65.72,53.04,3.67,0.73,716330
"Wukong",38.63,54.38,5.96,32.33,1162162
"Zac",7.29,50.88,0.7,12.21,135643
"Singed",91.16,52.27,2.01,0.37,392802
"Mordekaiser",84.04,50.22,10.98,20.22,2142364
"Graves",5.8,50.05,0.35,1.07,68848
"Talon",2.42,49.26,0.15,4.94,29561
"Karthus",2.77,47.76,0.07,0.95,12995
"Zilean",3.2,52,0.12,0.76,22445
"Volibear",36.79,52.45,1.93,1.09,376624
"Diana",2.37,49.94,0.25,20.58,48857
"Shaco",3.83,49.91,0.28,10.31,54061
"Yorick",94.87,52.84,2.56,1.25,499204
"Dr. Mundo",68.16,51.59,2.67,1.71,520793
"Jax",49.09,49.38,6.2,10.39,1208583
"Nocturne",6.04,53.39,0.44,4.84,85964
"Kassadin",3.6,48.29,0.18,8.93,34400
"Teemo",74.97,51.74,6.44,10.42,1255938
"Illaoi",96.03,51.29,4.07,9.24,793455
"Sion",79.33,51.8,1.64,0.13,318992
"Skarner",14.06,51.05,0.09,0.09,17065
"Darius",95.59,49.38,10.88,48.25,2121996
"Tryndamere",85.13,49.66,5.25,5.45,1023241
"Malzahar",5.94,50.6,0.24,5.25,46734
"Tahm Kench",29.17,48.27,0.56,0.69,108684
"Heimerdinger",28.55,50.05,0.75,1.32,146383
"Yasuo",15.31,48.24,3.04,49.1,592151
"Kayle",84.1,50.85,2.83,0.59,551697
"Camille",79.06,48.25,2.17,0.51,422810
"Malphite",49.76,51.13,5.46,3.31,1066023
"Kha'Zix",3.29,47.32,0.19,2.2,36698
"Neeko",9.51,51,0.37,0.76,71891
"Ornn",86.98,49.31,5.73,6.3,1118447
"Poppy",61.55,49.24,2.01,0.46,392110
"Hecarim",5.41,49.58,0.19,0.96,37894
"Urgot",94.1,51.17,3.61,2.01,703910
"Zed",2.21,48.65,0.24,30.75,45902
"Vladimir",38.13,47.76,3.09,8.3,602941
"Rammus",5.06,51.06,0.24,6.01,47676
"Qiyana",2.53,43.3,0.06,1.4,12569
"Olaf",15.05,48.5,1.01,7.14,197731
"Trundle",21.96,50.53,1.08,0.91,209898
"Nasus",93.38,50.77,7.29,5.76,1422818
"Renekton",89.04,48.69,8.29,5.82,1617080
"Quinn",75.99,49.75,1.7,1.42,331614
"Lucian",4.91,46.86,0.77,3.22,150661
"Swain",7.44,50.17,0.37,1.95,71599
"Vayne",15.41,48.46,2.49,11.89,485261
"Irelia",53.89,45.59,5.08,5,991031
"Master Yi",3.95,48.49,0.53,36.11,104201
"Karma",6.76,48.91,0.31,0.37,60720
"Aurelion Sol",2.37,47.16,0.02,0.15,2958
"Riven",87.35,47.69,3.21,0.76,625266
"Aatrox",87.14,47.66,5.35,4.1,1043733
"Rumble",35.56,49.06,1.03,0.55,201586
"Shyvana",4.57,49.53,0.21,1.69,41259
"Anivia",2.85,48.85,0.06,0.51,12231
"Veigar",2.72,49.63,0.24,3.58,46466
"Gragas",2.97,45.72,0.09,0.26,17445
"Viktor",6.57,49,0.14,0.22,27728
"Warwick",3.53,49.04,0.35,5.63,67500
"Nidalee",3.14,43.55,0.08,0.48,15616
"Gangplank",86.9,47,2.06,0.6,401072
"Cho'Gath",57.87,48.21,2.07,1,404177
"Jayce",63.18,46.5,1.09,0.23,212361
"Annie",2.82,49.21,0.08,0.69,14967
"Pantheon",18.69,45.79,1.22,3.3,237198
"Azir",2.44,45.53,0.04,0.24,8158
"Sylas",18.17,47.03,2.11,11.32,411954
"Gnar",96.84,48.82,2.39,0.68,467121
