"champName","laneRate","winRate","pickRate","banRate","gamesPlayed"
"Twisted Fate",1.7,46.35,0.11,1.44,16678
"LeBlanc",1.01,45.88,0.06,11.97,8943
"Alistar",0.9,43.11,0.03,0.51,4760
"Sivir",0.35,41.64,0.01,0.42,1998
"Soraka",1.72,49.46,0.13,2.23,19686
"Nunu",1.48,39.11,0.09,1.64,14218
"Miss Fortune",0.26,39.96,0.03,3.49,5260
"Ashe",0.62,43.81,0.11,4.53,16861
"Morgana",0.75,48.91,0.09,32.08,14517
"Zilean",1.86,52.06,0.06,0.86,9314
"Evelynn",0.07,32.95,0,6.58,522
"Twitch",0.66,48.08,0.04,1,5522
"Amumu",1.32,49.33,0.07,1.02,10985
"Sona",0.4,41.68,0.01,0.27,2327
"Janna",0.71,42.69,0.03,0.22,4406
"Taric",1.78,43.54,0.04,0.4,6555
"Caitlyn",0.64,44.2,0.12,14.99,18489
"Blitzcrank",0.19,35.78,0.02,30.04,3172
"Katarina",1.3,47.55,0.09,7.64,14717
"Jarvan IV",1.87,46.57,0.09,0.61,13424
"Elise",0.31,44.6,0.01,7.31,1973
"Orianna",0.99,50.97,0.06,0.92,8898
"Brand",1.05,49.06,0.07,7.13,11206
"Lee Sin",0.48,40.11,0.08,18.27,12206
"Ezreal",0.48,43.48,0.15,22.06,24082
"Leona",0.34,41.78,0.04,21.43,5567
"Talon",1.91,46.1,0.09,4.42,14706
"Kog'Maw",1.79,47.8,0.05,0.56,8529
"Lux",0.42,47.02,0.07,4.93,11323
"Xerath",0.5,46.86,0.03,1.8,4317
"Ahri",1.1,49.76,0.07,2.51,11667
"Fizz",1.69,48.66,0.13,19.69,20388
"Varus",0.39,43.39,0.03,6.8,4063
"Nautilus",1.35,47.83,0.16,22.79,25422
"Ziggs",1.72,48.64,0.05,0.21,7126
"Lulu",1.46,47.78,0.15,7.02,24242
"Draven",1.61,48.42,0.08,6.92,11818
"Kha'Zix",1.08,47.46,0.05,1.59,7749
"Syndra",1.38,46.57,0.09,5.54,14013
"Zoe",0.85,45.77,0.04,2.96,5816
"Zyra",0.57,46.72,0.03,2.13,4122
"Kai'Sa",0.35,41.51,0.05,2.33,8584
"Vel'Koz",1.49,53.01,0.09,1.4,13399
"Taliyah",0.9,41.76,0.01,0.05,1475
"Braum",0.4,35.7,0.01,0.71,2056
"Jhin",0.63,48.21,0.1,5.21,15284
"Kindred",1.23,42.12,0.03,0.36,4304
"Jinx",0.21,42.48,0.02,1.58,3762
"Senna",1.18,47.48,0.17,10.23,26996
"Ekko",1.47,47.45,0.25,19.35,38751
"Vi",1.45,45.02,0.09,0.96,14029
"Nami",0.1,32.45,0.01,0.36,829
"Yuumi",0.22,22.37,0.02,32.66,3411
"Thresh",0.21,33.15,0.03,7.35,4963
"Rek'Sai",1,46.15,0.02,1.56,3523
"Ivern",1.23,38.75,0.01,0.24,2023
"Bard",0.49,37.98,0.02,1.23,3599
"Rakan",0.29,40.53,0.01,0.32,1653
"Xayah",0.18,39.94,0.01,0.62,1312
"Aphelios",0.34,40.99,0.04,20.29,5523
"Pyke",0.94,47.26,0.1,16.21,15592
"Wukong",56.36,51.8,5.09,7.22,800551
"Rengar",28.17,51.17,0.95,1.78,148689
"Zac",7.67,51.89,0.53,6.13,83586
"Graves",2.07,50.63,0.2,11.75,31685
"Maokai",62.11,52.14,2.93,0.86,460400
"Shen",80.84,51.56,5.4,0.95,848544
"Fiora",96.62,50.34,5.98,7.43,939809
"Fiddlesticks",15.36,51.13,1.18,10.49,184949
"Jax",57.99,50.07,6.64,9.56,1043653
"Quinn",82.6,51.6,2.57,2.48,404054
"Singed",91.58,52.16,2.03,0.39,319308
"Garen",91.56,52.25,13.37,13.08,2101412
"Cassiopeia",10.74,50.38,0.54,4.78,84969
"Urgot",95.6,53.05,5.51,5.02,866237
"Nocturne",5.44,53.17,0.45,4.44,70621
"Kayn",2.37,49.65,0.39,15.96,60626
"Tryndamere",85.24,50.28,4.66,5.22,732673
"Sion",82.54,51.55,1.74,0.15,274203
"Kled",87.06,50.93,1.91,1.38,300929
"Volibear",42.82,51.19,7.33,24.84,1151704
"Shaco",3.88,50.24,0.24,7.75,38345
"Malphite",50.87,51.48,5.51,4.16,865269
"Camille",85.83,49.4,3.9,0.74,612323
"Teemo",81.92,51.61,6.41,10.94,1006960
"Kayle",86.27,50.64,2.9,0.51,455895
"Sett",54.73,49.55,7.9,12.85,1241582
"Hecarim",10.83,49.83,0.49,1.36,76890
"Karma",6.9,49.07,0.54,1.09,85036
"Nasus",92.78,52.04,6.54,7.57,1028402
"Shyvana",10.44,51.31,0.51,1.89,80266
"Vayne",16.11,49.36,2.45,14.38,385672
"Kassadin",3.55,48.24,0.22,13.04,33802
"Olaf",16.76,48.61,0.91,5.79,143278
"Annie",2.8,51.63,0.11,1.37,17778
"Yorick",97.1,51.75,3.42,1.63,536957
"Darius",96.71,49.56,10.3,50.18,1619122
"Ornn",89.69,49.97,4.66,1.85,732927
"Aurelion Sol",2.3,49.79,0.02,0.15,3103
"Galio",3.25,49.09,0.22,3,34488
"Yasuo",13.53,48.33,2.51,47.49,394447
"Poppy",66.14,49.58,2.25,0.7,354389
"Dr. Mundo",65.83,51.02,2.27,1.25,356877
"Karthus",3.12,45.94,0.05,0.4,8074
"Illaoi",95.64,50.16,3.94,9.62,618595
"Heimerdinger",32.65,50.11,0.82,1.19,128251
"Rammus",4.78,51.45,0.19,5.45,29128
"Vladimir",34.41,48.16,2.55,7.66,400749
"Renekton",89.04,48.52,7.61,8.07,1195708
"Zed",2.21,48.13,0.24,28.01,37804
"Neeko",8.52,50.68,0.3,0.68,47839
"Veigar",2.79,49.59,0.19,2.62,29241
"Jayce",72.17,47.67,2.07,0.56,325526
"Skarner",21.17,49.64,0.15,0.08,23460
"Diana",2.47,48.8,0.19,12.2,29743
"Kennen",77.53,48.15,1.47,0.35,231706
"Viktor",6.82,49.97,0.18,0.31,27943
"Riven",88.49,47.73,3.08,0.57,483273
"Nidalee",2.19,43.49,0.08,0.96,13282
"Mordekaiser",87.48,49.53,9.65,13.47,1517234
"Aatrox",89.23,47.81,5.4,4.18,848383
"Kalista",6.78,46.22,0.29,1.44,45645
"Malzahar",5.82,50.54,0.21,4.65,33212
"Irelia",55.08,46.22,5.19,7.01,815045
"Azir",2.3,45.12,0.05,0.34,8269
"Anivia",3.33,49.34,0.06,0.39,8825
"Swain",6.55,49.75,0.31,1.9,48509
"Qiyana",2.42,44.08,0.05,0.56,7883
"Lissandra",7.31,48.77,0.15,0.48,23966
"Trundle",12.68,48.66,0.61,1.31,95870
"Gragas",9.86,47.53,0.22,0.18,34622
"Sylas",16.75,47.21,1.76,11.17,276209
"Cho'Gath",63.89,48.52,1.98,0.74,311266
"Master Yi",3.74,47.45,0.4,30.63,63448
"Warwick",5.54,49.48,0.45,4.97,71094
"Lucian",5.78,47.4,0.77,3.09,120723
"Corki",2.89,47.52,0.06,0.28,8840
"Rumble",36.14,48.46,0.76,0.34,119917
"Akali",26.96,46.31,2.28,6.87,357889
"Tahm Kench",44.43,49.49,0.73,0.3,114048
"Gangplank",90.32,47.2,2.26,0.75,355268
"Gnar",97.16,48.91,3.46,1.12,544011
"Pantheon",14.72,46.18,0.79,4.12,124538
"Sejuani",2.38,48.05,0.05,0.25,7626
"Ryze",23.03,46.95,0.88,0.5,137715
"Tristana",2.23,46.73,0.17,1.88,26345
"Xin Zhao",7.05,45.81,0.22,0.44,35242
"Udyr",8.11,44.76,0.16,0.45,24987
