"champName","laneRate","winRate","pickRate","banRate","gamesPlayed"
"Twisted Fate",1.99,45.09,0.07,0.23,13942
"LeBlanc",0.94,46.12,0.06,11.92,12594
"Fiddlesticks",1.21,46.72,0.06,4.24,11786
"Alistar",1.03,43.94,0.04,0.6,8248
"Sivir",0.32,38.82,0.01,0.38,2022
"Tristana",1.8,45.7,0.17,2.31,33253
"Nunu",1.01,28.73,0.03,0.47,6460
"Miss Fortune",0.16,40,0.04,9.96,7110
"Ashe",0.84,42.34,0.13,2.81,25263
"Morgana",0.61,49.44,0.09,36.64,17226
"Evelynn",0.07,32.7,0,4.51,636
"Twitch",0.74,48.07,0.03,0.79,6451
"Amumu",1.18,49.9,0.07,1.39,14893
"Sona",0.39,41.85,0.02,0.25,3087
"Janna",0.5,45.07,0.02,0.28,4504
"Taric",1.49,46.5,0.05,0.59,9088
"Caitlyn",0.6,43.89,0.12,16.79,22860
"Blitzcrank",0.17,34.07,0.02,32.2,3739
"Katarina",1.12,49,0.09,9.74,17542
"Jarvan IV",1.57,46.85,0.1,1.12,20087
"Elise",0.25,41.95,0.01,8.16,2429
"Orianna",0.87,50.8,0.04,0.59,7390
"Brand",0.83,46.5,0.06,8.29,11324
"Lee Sin",0.48,42.29,0.08,18.3,15687
"Ezreal",0.55,41.67,0.13,5.96,26733
"Leona",0.35,41.42,0.04,26.4,8618
"Kog'Maw",1.52,48.32,0.02,0.18,4787
"Lux",0.36,46.05,0.06,4.89,11832
"Xerath",0.47,48.09,0.03,2.21,5743
"Ahri",0.93,50.34,0.07,2.71,12981
"Fizz",1.6,47.81,0.13,19.97,26256
"Varus",0.29,42.51,0.03,10.38,6652
"Nautilus",1.39,47.68,0.17,26.34,33889
"Sejuani",1.55,47.02,0.05,0.4,9072
"Ziggs",1.49,47.13,0.04,0.24,8776
"Lulu",1.25,48.82,0.11,3.03,21282
"Draven",1.46,48.53,0.07,7.64,13777
"Kha'Zix",1.17,47.01,0.07,2.22,13760
"Syndra",0.85,50.56,0.07,4.63,13779
"Aurelion Sol",1.94,48.08,0.01,0.15,2947
"Zoe",0.74,45.43,0.03,2.73,5631
"Zyra",0.5,46.79,0.02,2.46,4911
"Kai'Sa",0.34,41.38,0.04,1.74,8147
"Vel'Koz",1.29,52,0.07,1.33,14129
"Taliyah",0.83,41.99,0.01,0.05,1324
"Braum",0.33,36.81,0.01,0.91,2581
"Jhin",0.6,45.98,0.09,4.49,17567
"Kindred",0.83,42.51,0.02,0.37,3460
"Jinx",0.17,42.36,0.02,1.73,4214
"Senna",0.72,44.63,0.06,6.83,12149
"Ekko",1.68,47.45,0.26,17.28,50744
"Vi",1.41,43.72,0.06,0.65,12681
"Nami",0.07,31.46,0,0.6,925
"Yuumi",0.2,24.94,0.02,21.48,4735
"Thresh",0.17,31.93,0.03,7.25,5768
"Rek'Sai",0.75,48.31,0.02,1.52,3407
"Ivern",1.55,39.66,0.01,0.19,2181
"Bard",0.54,39.98,0.02,0.95,3792
"Rakan",0.17,39.12,0.01,0.34,1245
"Xayah",0.14,37.63,0.01,0.71,1419
"Aphelios",0.4,39.29,0.02,10.75,4877
"Pyke",0.85,46.93,0.09,18.24,17649
"Kled",88.78,52.07,2.51,1.93,499229
"Maokai",69.51,52.79,5.63,3.31,1117926
"Wukong",38.18,51.61,2.9,12.62,575485
"Rengar",27.5,50.86,1.14,2.22,226781
"Fiora",96.96,50.7,6.94,8.13,1380063
"Graves",2.53,50.44,0.3,10.36,59038
"Cassiopeia",9.1,50.98,0.45,4.05,88900
"Zac",6.8,51.12,0.55,10.18,108885
"Garen",91.2,51.53,13.14,14.95,2611427
"Shen",78.35,51.05,4.73,0.83,940509
"Zilean",2.14,52.14,0.08,1,15377
"Urgot",95.46,53.31,5.38,3.98,1069759
"Quinn",79.08,51.1,2.31,1.8,458290
"Kayn",8.48,50.37,1.47,12.72,292721
"Sion",82.27,51.44,2.05,0.17,407391
"Singed",91.54,52.21,1.96,0.35,389352
"Teemo",80.6,51.62,6.77,11.22,1345751
"Darius",96.65,49.82,10.72,48.74,2129628
"Sett",60.83,49.72,7.88,20.71,1566813
"Jax",53.11,49.51,6.49,10.06,1289572
"Yorick",97,52.72,3.02,1.52,599411
"Diana",2.54,50.34,0.26,19.38,51922
"Volibear",39.69,52.12,2.12,1.29,421322
"Shyvana",10,51.35,0.48,2.23,95558
"Nasus",92.15,52.57,8.68,11.8,1724815
"Dr. Mundo",68.84,51.57,2.8,1.8,557058
"Yasuo",14.32,48.71,2.67,49.2,529946
"Mordekaiser",86.19,49.9,9.91,18.72,1969766
"Kassadin",4.14,47.96,0.28,13.42,55896
"Camille",80.77,48.62,2.15,0.47,427839
"Ornn",88.86,49.72,5.51,3.25,1095735
"Illaoi",96.46,51.17,4.16,11.1,826195
"Talon",2.16,47.69,0.11,4.91,22168
"Hecarim",7.56,49.59,0.25,0.79,49297
"Malzahar",5.21,51.03,0.21,5.18,41815
"Karthus",2.57,45.72,0.05,0.84,10043
"Zed",2.17,48.63,0.22,29.52,43805
"Olaf",17.15,49.09,0.97,6.31,193732
"Lucian",5.63,47.11,0.81,2.99,160151
"Nocturne",6.6,53.15,0.36,3.35,71766
"Shaco",3.43,49.57,0.22,9.31,43738
"Kayle",84.15,50.4,2.82,0.57,561404
"Malphite",52.81,51.34,5.72,4.05,1137022
"Skarner",14.56,50.6,0.09,0.06,17727
"Tryndamere",85.27,49.7,5.16,5.81,1025784
"Tahm Kench",36.86,49.77,0.56,0.34,110310
"Neeko",8.93,50.59,0.33,0.74,65899
"Heimerdinger",31.81,49.96,0.78,1.24,155470
"Veigar",2.43,49.26,0.2,3.55,39330
"Aatrox",88.83,48.26,5.43,4.36,1079888
"Poppy",61.32,49.31,1.88,0.43,373417
"Gragas",5.12,47.07,0.13,0.22,26461
"Riven",88.48,48.33,3.13,0.68,622631
"Vayne",14.45,48.71,2.42,13.93,481365
"Warwick",3.91,49.34,0.38,6.91,75319
"Annie",2.58,49.54,0.08,0.66,15495
"Renekton",89.75,48.6,8.65,8.4,1718178
"Vladimir",35.41,47.69,2.85,8.39,567358
"Karma",6.29,48.43,0.3,0.37,60080
"Viktor",6.16,49.48,0.13,0.22,26810
"Cho'Gath",63.1,48.44,2.56,1.05,508071
"Rammus",3.98,50.27,0.16,5.94,32134
"Irelia",54.82,45.83,4.83,6.06,960412
"Kalista",9.67,46.23,0.34,1.28,67913
"Galio",3.87,48.32,0.24,2.77,47004
"Trundle",15.16,49.67,0.99,1.77,196231
"Gangplank",87.71,46.52,2.63,0.66,521951
"Jayce",70.46,47.35,1.93,0.45,383590
"Master Yi",3.71,48,0.45,34.97,89030
"Soraka",2.41,48.71,0.14,1.17,27270
"Qiyana",2.35,43.87,0.05,0.74,10528
"Nidalee",3.78,42.38,0.08,0.37,16354
"Rumble",36.29,48.59,0.84,0.38,166826
"Sylas",18.62,47.09,2.34,14.65,465667
"Pantheon",19.13,45.8,1.05,3.84,208551
"Swain",7.01,49.62,0.34,2.23,68401
"Kennen",74.75,47.91,1.15,0.32,227702
"Lissandra",7,48.55,0.19,0.56,38434
"Anivia",2.91,48.6,0.05,0.4,10476
"Azir",2.06,45.36,0.04,0.36,8635
"Gnar",97.22,49.15,3.02,0.93,600066
"Akali",28.7,45.22,1.99,5.04,395614
"Corki",2.9,47.47,0.08,0.39,16251
"Xin Zhao",5.69,46.53,0.22,0.53,44146
"Ryze",24.34,46.47,1.01,0.58,201210
"Udyr",7.38,43.99,0.14,0.45,27369
