"champName","laneRate","winRate","pickRate","banRate","gamesPlayed"
"LeBlanc",1.11,45.85,0.08,12.09,14220
"Fiddlesticks",1.02,45.05,0.03,0.66,5116
"Alistar",0.68,41.15,0.02,0.48,3793
"Sivir",0.41,40.95,0.01,0.34,2012
"Nunu",1.22,30.73,0.03,0.38,5864
"Miss Fortune",0.2,40.27,0.05,10.85,8356
"Ashe",0.74,43.62,0.09,1.69,16149
"Morgana",0.81,48.97,0.1,32.73,17804
"Evelynn",0.09,32.81,0,3.73,576
"Amumu",1.2,47.8,0.06,0.66,10578
"Janna",0.93,49.48,0.04,0.23,6502
"Caitlyn",0.71,42.24,0.13,14.68,23199
"Blitzcrank",0.19,35.45,0.03,30.22,4370
"Katarina",1.49,48.54,0.13,7.97,22153
"Jarvan IV",1.55,46.9,0.13,1.45,23150
"Elise",0.19,41.29,0.02,11.79,2829
"Orianna",1.02,48.63,0.05,0.69,8145
"Brand",1.27,47.92,0.09,6.45,14991
"Lee Sin",0.39,41.71,0.09,25.08,15568
"Ezreal",0.93,41.92,0.19,2.46,32887
"Leona",0.32,41.52,0.05,33.55,7844
"Lux",0.5,47.19,0.08,3.48,13038
"Xerath",0.65,46.23,0.03,1.3,5907
"Ahri",1.09,49.97,0.09,3.75,15932
"Fizz",1.95,48.75,0.17,20.82,30362
"Varus",0.63,43.29,0.03,0.31,5840
"Nautilus",1.4,47.96,0.2,32.23,34673
"Sejuani",1.45,47.09,0.05,0.47,8235
"Draven",1.68,45.83,0.07,7.15,12920
"Kha'Zix",0.42,47.12,0.03,3.04,5006
"Syndra",1.09,48.06,0.05,1.66,9511
"Kayn",1.07,45.64,0.08,3.02,13603
"Zoe",0.98,45.93,0.04,2.11,6749
"Zyra",0.71,47.26,0.03,1.78,5231
"Kai'Sa",0.42,39.91,0.05,2.03,8934
"Vel'Koz",1.7,51.92,0.09,0.86,15214
"Taliyah",0.69,43.56,0.01,0.13,2064
"Braum",0.39,36.52,0.02,0.88,2982
"Jhin",0.76,46.53,0.11,3.1,19608
"Kindred",0.81,41.14,0.02,0.35,3495
"Jinx",0.21,42.56,0.03,1.83,5359
"Senna",1.48,48.83,0.28,20.36,48992
"Ekko",1.88,47.5,0.29,24.71,49863
"Vi",1.18,44.89,0.06,0.83,11215
"Nami",0.17,40.54,0.01,0.75,2541
"Yuumi",0.46,27.63,0.03,2.39,4893
"Thresh",0.2,33.67,0.04,7.03,6210
"Rek'Sai",0.42,45.32,0.01,1.98,2513
"Bard",1.03,43.9,0.04,0.48,7123
"Rakan",0.2,41.33,0.01,0.39,1464
"Xayah",0.15,36.1,0.01,0.87,1554
"Aphelios",0.65,42.12,0.07,43.25,12040
"Pyke",1.26,47.83,0.15,18.32,26858
"Sett",72.87,51.73,12.84,58.92,2227783
"Rengar",26.55,51.16,1.32,2.45,229742
"Soraka",32.77,56.22,4.39,16.45,762656
"Sona",32.13,56.93,2.22,2.21,384580
"Kled",86.88,51.61,2.66,2.02,461039
"Cassiopeia",9.4,51.1,0.48,4.2,82514
"Darius",96.97,50.4,11.88,38.43,2062355
"Singed",92.32,53.84,2.72,0.59,471836
"Ornn",87.39,51.16,8.79,6.16,1526021
"Nocturne",6.74,52.93,0.52,5.39,89801
"Volibear",31.06,51.71,1.13,0.55,195685
"Zilean",2.28,52.92,0.07,0.5,11402
"Mordekaiser",85.62,50,11.05,23.54,1917384
"Aurelion Sol",2.62,49.45,0.02,0.17,4006
"Maokai",52.63,51.18,1.04,0.12,181314
"Diana",3.21,50.53,0.35,22.31,60715
"Shaco",4.35,50.3,0.34,11.29,59262
"Garen",91.13,51.15,10.93,7.35,1895858
"Kassadin",4.08,48.97,0.21,9.91,36185
"Shen",79.72,51.05,4.29,0.43,744821
"Fiora",96.64,49.76,6.56,7.67,1139018
"Nasus",92.66,52.19,6.15,4.67,1067127
"Karthus",3.58,47.3,0.1,0.81,16903
"Zac",6.83,50.28,0.41,2.26,71804
"Illaoi",96.26,50.69,4.42,8.5,767142
"Kayle",85.64,51.54,3.14,0.67,545050
"Yorick",97.55,53.23,2.87,1.32,497328
"Camille",76.84,48.62,2.53,0.59,438985
"Hecarim",5.47,50.48,0.17,0.85,29055
"Dr. Mundo",55.84,51.73,2.51,1.91,435567
"Talon",2.25,47.9,0.16,5.48,26903
"Teemo",83.6,51.43,6.29,9.41,1091734
"Twitch",2.46,51.89,0.09,0.57,14877
"Jax",44.41,49.62,5.1,9.89,885597
"Heimerdinger",32.25,50.44,0.85,1.07,147307
"Quinn",79.12,50.67,2.15,2.44,372681
"Wukong",20.15,50.88,0.44,0.22,75939
"Tahm Kench",31.47,48.04,0.44,0.25,76056
"Yasuo",16.98,48.51,3.49,48.97,605511
"Poppy",62.41,48.95,1.54,0.28,267919
"Skarner",23.99,49.86,0.18,0.09,31512
"Urgot",93.57,51.46,2.86,1.49,496252
"Malzahar",7.18,51.2,0.32,5.23,55075
"Ziggs",2.21,49.04,0.06,0.2,10310
"Zed",2.45,48.61,0.27,29.26,47131
"Malphite",49.73,51.5,4.68,2.9,811536
"Vladimir",42,47.9,4.05,9.9,703535
"Olaf",15.04,48.27,1.12,8.38,194786
"Sion",77.41,50.7,1.21,0.1,210580
"Anivia",3.57,49.86,0.07,0.43,12412
"Gragas",2.29,47.21,0.08,0.31,14706
"Vayne",17.2,48.84,2.75,10.01,478054
"Kog'Maw",2.16,48.68,0.03,0.08,4369
"Swain",8.49,50.29,0.47,2.05,80998
"Tryndamere",85.16,49.79,4.95,5.04,859695
"Gangplank",87.6,47.39,2.56,0.74,443530
"Kennen",80.48,48.5,1.84,0.56,319933
"Riven",86.76,48.26,3.99,1.14,692982
"Lulu",2.28,48.9,0.13,1.23,22718
"Annie",3.67,49.71,0.1,0.63,17315
"Renekton",88.11,48.31,6.87,5.76,1192790
"Karma",9.02,49.21,0.37,0.31,64337
"Veigar",3.3,49.89,0.25,3.09,43060
"Qiyana",2.21,43.73,0.12,4.34,20722
"Irelia",50.93,45.29,4.12,3.75,715211
"Graves",4.58,48.31,0.17,0.38,29187
"Lucian",7.9,46.74,1.49,4,258709
"Kalista",2.06,49.25,0.03,0.16,5568
"Cho'Gath",58.77,49,2.21,0.99,383921
"Sylas",15.81,48.14,1.45,4.77,251487
"Taric",2.32,46.6,0.07,1.08,11327
"Azir",3.14,45.91,0.05,0.26,9122
