"champName","laneRate","winRate","pickRate","banRate","gamesPlayed"
"LeBlanc",0.95,45.94,0.07,11.41,13601
"Fiddlesticks",1.37,44.83,0.07,5.81,14942
"Alistar",0.74,41.67,0.03,0.61,6335
"Sivir",0.32,36.52,0.01,0.37,1922
"Tristana",1.94,45.87,0.2,2.63,41676
"Nunu",0.95,30.05,0.03,0.48,6282
"Miss Fortune",0.16,38.67,0.04,10.79,7212
"Ashe",0.54,43.48,0.09,2.96,17528
"Morgana",0.62,49.03,0.09,36.77,18780
"Evelynn",0.07,36.79,0,4.47,666
"Twitch",0.84,47.86,0.03,0.64,6830
"Amumu",1.05,49.79,0.07,1.45,14131
"Sona",0.44,43.3,0.02,0.26,3402
"Janna",0.56,45.62,0.02,0.27,4919
"Taric",1.44,45.52,0.05,0.63,9382
"Caitlyn",0.59,42.98,0.12,17.66,23606
"Blitzcrank",0.16,34.27,0.02,31.75,3575
"Katarina",1.14,48.08,0.09,10.09,19194
"Jarvan IV",1.45,46.28,0.11,1.39,22613
"Elise",0.23,41.56,0.01,8.81,2411
"Orianna",0.85,50.92,0.04,0.68,8374
"Brand",0.8,47.3,0.06,8.6,11363
"Lee Sin",0.47,42.14,0.08,19.1,15874
"Ezreal",0.61,42.13,0.14,5.37,28578
"Leona",0.34,41.13,0.04,27.09,8551
"Kog'Maw",1.49,46.45,0.02,0.16,4674
"Lux",0.37,45.71,0.06,5.36,12681
"Xerath",0.48,46.65,0.03,2.16,6201
"Ahri",0.91,49.89,0.07,2.96,14044
"Fizz",1.66,47.21,0.15,20.98,29664
"Varus",0.33,40.82,0.03,5.03,6683
"Nautilus",1.4,47.59,0.17,27.67,35436
"Sejuani",1.4,47.41,0.05,0.49,9482
"Ziggs",1.64,47.69,0.04,0.24,9041
"Lulu",1.25,47.91,0.1,2.29,19819
"Draven",1.49,47.58,0.07,7.98,14785
"Kha'Zix",1.3,47.34,0.08,2.21,15593
"Syndra",0.85,50.84,0.06,3.54,12527
"Kayn",1.36,45.08,0.1,2.57,20163
"Zoe",0.72,45.84,0.03,2.69,5535
"Zyra",0.51,47.28,0.03,2.4,5488
"Kai'Sa",0.32,40.2,0.04,1.94,8667
"Vel'Koz",1.29,51.33,0.07,1.24,14307
"Taliyah",0.84,45.03,0.01,0.05,1430
"Braum",0.31,34.73,0.01,0.97,2646
"Jhin",0.55,46.22,0.08,4.67,17215
"Kindred",0.82,43.23,0.02,0.34,3673
"Jinx",0.17,40.63,0.02,1.88,4428
"Senna",0.65,44.7,0.06,9.1,12134
"Ekko",1.66,46.92,0.25,18.16,51515
"Vi",1.31,43.03,0.06,0.7,12891
"Nami",0.07,36.43,0.01,0.72,1054
"Yuumi",0.23,25.79,0.02,15.54,4727
"Thresh",0.17,32.59,0.03,6.9,5768
"Rek'Sai",0.76,48.05,0.02,1.43,3540
"Ivern",1.23,37.95,0.01,0.19,1879
"Bard",0.5,39.21,0.02,1.04,3963
"Rakan",0.15,36.92,0.01,0.37,1281
"Xayah",0.15,39.71,0.01,0.87,1768
"Aphelios",0.49,38.86,0.02,12.15,5052
"Pyke",0.92,46.47,0.1,18.29,19585
"Wukong",36.81,52.97,4.11,22.01,841171
"Rengar",25.93,51.28,1.05,1.99,213676
"Kled",88.89,52.06,2.54,1.84,519175
"Cassiopeia",8.55,51.08,0.4,3.68,81659
"Maokai",71.1,52.59,5.85,3.08,1195865
"Fiora",97.05,50.42,6.89,7.9,1408346
"Graves",2.8,50.18,0.26,4.71,53202
"Shen",79.18,51.02,5.05,0.87,1032529
"Zac",6.27,51.3,0.55,11.95,112416
"Urgot",95.15,53.4,4.92,3.02,1006151
"Garen",91.24,51.65,13.47,17.04,2754207
"Singed",92.03,52.45,1.9,0.37,388399
"Talon",2.36,48.51,0.12,4.51,24326
"Mordekaiser",86.03,50.1,10.39,20.28,2124786
"Zilean",2.38,51.65,0.09,1.03,18070
"Shyvana",11.57,51.54,0.65,2.63,132038
"Diana",2.55,50.27,0.27,19.54,54262
"Jax",51.44,49.59,6.44,10.2,1317478
"Darius",96.58,49.87,10.85,48.32,2218650
"Volibear",38.18,52.3,2.07,1.29,422137
"Sett",60.28,49.45,8.32,25.21,1701127
"Teemo",80.41,51.59,6.4,10.75,1309235
"Nasus",90.67,52.72,8.88,12.09,1815032
"Karthus",2.11,46.52,0.05,1.22,11032
"Nocturne",6.03,52.27,0.33,3.78,68261
"Yorick",96.63,52.68,2.87,1.39,587682
"Yasuo",14.76,48.73,2.74,49.01,560964
"Shaco",3.5,49.29,0.24,9.84,48336
