"champName","laneRate","winRate","pickRate","banRate","gamesPlayed"
"Kled",87.41,51.38,2.77,2.22,429053
"Rengar",31.2,50.09,1.61,2.63,249375
"Sona",4.59,58.33,0.21,0.3,32753
"Maokai",54.18,51.03,1.09,0.13,168843
"Singed",92.09,53.34,2.43,0.53,376927
"Diana",3.12,50.88,0.39,24.79,60382
"Darius",97.49,49.99,11.55,37.52,1792240
"Shen",79.58,50.96,4.2,0.43,652229
"Shaco",3.43,50.53,0.26,10.96,40931
"Yorick",97.54,53.08,2.89,1.33,448162
"Ornn",90.99,50.99,7.77,5.01,1204508
"Karthus",4.13,47.64,0.08,0.45,13118
"Kayle",84.23,51.14,2.65,0.67,411757
"Hecarim",5.49,50.6,0.18,0.95,27450
"Malphite",45.56,51.51,4.54,3.4,704123
"Garen",92.28,50.63,11.13,7.79,1726709
"Kassadin",3.82,49.18,0.2,10.16,31437
"Camille",76.42,48.47,2.58,0.61,399788
"Nasus",92.39,52.22,5.89,4.68,912958
"Nocturne",6.81,52.56,0.53,5.86,82609
"Teemo",83.4,51.35,6.53,10.05,1013445
"Fiora",96.81,49.46,7.13,8.38,1106661
"Volibear",34.55,51.11,1.43,0.71,221160
"Malzahar",6.73,51.68,0.32,5.32,49555
"Zac",7.8,49.65,0.47,2.02,73058
"Wukong",21.92,50.48,0.44,0.18,68502
"Jax",44.06,49.01,5.63,10.47,873899
"Illaoi",96.48,50.65,4.58,8.72,710624
"Rumble",46.2,49.25,1.95,0.82,302078
"Aurelion Sol",2.38,48.42,0.02,0.17,3228
"Yasuo",17.23,48.16,3.63,48.33,563524
"Pantheon",38.94,46.18,1.77,1.45,273900
"Kalista",2.16,48.42,0.03,0.14,4831
"Zed",2.35,48.58,0.26,29.92,41028
"Neeko",8.43,49.44,0.26,0.57,40882
"Sion",77.7,50.47,1.2,0.11,186517
"Riven",86.49,47.71,4.25,1.23,658683
"Tryndamere",85.27,49.33,4.86,5.04,753970
"Urgot",93.96,51.01,3,1.76,465992
"Mordekaiser",86.57,49.7,11.16,27.25,1730620
"Dr. Mundo",56.57,51.46,2.58,2.06,399499
"Gragas",2.71,46.93,0.08,0.26,13009
"Skarner",36.93,49.83,0.24,0.07,37051
"Quinn",79.85,50.58,2.24,3.02,348209
"Annie",3.27,50,0.08,0.61,13141
"Poppy",63.12,48.45,1.65,0.27,255252
"Olaf",16.57,47.82,1.2,8.72,186677
"Graves",4.32,48.42,0.14,0.34,22101
"Tahm Kench",30.18,47.68,0.45,0.27,69100
"Anivia",3.22,49.63,0.06,0.41,9784
"Qiyana",2,43.61,0.12,5.16,17880
"Heimerdinger",31.45,49.71,0.87,1.23,135157
"Swain",8.6,50.22,0.49,2.22,75522
"Kennen",79.62,48.33,1.74,0.57,269818
"Viktor",7.96,49.65,0.17,0.18,26355
"Cho'Gath",60.3,48.79,2.26,0.96,350876
"Akali",30.45,46.26,3.47,24.7,537804
"Veigar",2.93,49.39,0.23,3.23,35401
"Sylas",17.09,47.59,1.43,3.4,221252
"Karma",8.3,49.05,0.37,0.33,57558
"Gangplank",89.02,47.73,2.55,0.77,395626
"Taric",2.05,47.41,0.06,1.31,9701
"Renekton",88.36,48.32,6.9,5.89,1070721
"Corki",4.35,46.36,0.03,0.19,4856
"Vladimir",42.82,47.62,3.91,9.25,606341
"Jayce",61.43,45.48,0.88,0.24,136191
"Lucian",7.15,46.85,1.37,3.8,212844
"Twisted Fate",2.02,45.92,0.07,0.41,10759
"Trundle",25.15,49.37,0.94,0.37,145938
"Azir",3.03,46.48,0.04,0.19,5951
"Vayne",17.09,48.48,2.63,9.72,407569
"Gnar",97.33,48.55,2.2,0.57,340589
"Irelia",50.55,44.96,3.9,3.55,604782
"Nidalee",2.94,42.66,0.11,0.62,16359
"Kog'Maw",2.02,48.33,0.02,0.09,3679
"Master Yi",2.99,46.75,0.42,28.75,65902
"Shyvana",4.69,48.49,0.16,0.56,24314
"Galio",6.28,45.81,0.18,0.44,27557
"Warwick",3.98,48.62,0.36,3.81,55481
"Ryze",33.99,45.09,2.11,1.79,327425
"Rammus",2.43,47.27,0.08,4.04,12125
"Lissandra",8.22,48.32,0.15,0.34,22910
"Aatrox",85.49,46.17,5.45,3.74,844782
"Xin Zhao",3.03,43.67,0.13,0.6,20239
"Tristana",2.55,45.8,0.2,1.33,31133
"Udyr",6.7,43.37,0.13,0.58,20704
