"champName","laneRate","winRate","pickRate","banRate","gamesPlayed"
"LeBlanc",1.1,45.5,0.07,11.04,11030
"Fiddlesticks",0.99,44.02,0.03,0.66,4587
"Alistar",0.6,39.32,0.02,0.49,2978
"Sivir",0.38,39.81,0.01,0.35,1728
"Nunu",1.11,30.64,0.03,0.43,5026
"Miss Fortune",0.18,41.48,0.05,9.91,7141
"Ashe",0.76,44.26,0.09,1.69,13336
"Morgana",0.66,48.66,0.09,34.7,13583
"Zilean",1.8,51.06,0.05,0.49,8042
"Evelynn",0.09,33.19,0,3.79,467
"Twitch",0.75,46.17,0.03,0.66,4551
"Amumu",1.21,47.82,0.06,0.66,9451
"Janna",0.47,44.9,0.02,0.26,3292
"Caitlyn",0.61,42.11,0.13,18.31,20467
"Blitzcrank",0.18,36.21,0.02,28.24,3460
"Katarina",1.33,48.27,0.11,7.48,17449
"Jarvan IV",1.59,46.47,0.13,1.3,20227
"Elise",0.19,42.19,0.02,9.6,2536
"Orianna",0.92,49.09,0.04,0.64,6714
"Brand",1.14,47.48,0.08,6.55,12498
"Lee Sin",0.38,41.86,0.08,24.2,12899
"Ezreal",0.92,41.28,0.13,1.5,19677
"Leona",0.34,42.96,0.06,31.48,8868
"Talon",1.98,47.69,0.13,5.16,20291
"Lux",0.44,47.06,0.07,3.65,10830
"Xerath",0.57,47.34,0.03,1.34,4734
"Ahri",1.01,50.65,0.09,3.65,13628
"Fizz",1.88,47.91,0.17,19.33,26571
"Varus",0.61,42.2,0.03,0.32,5372
"Nautilus",1.33,48.36,0.2,32.69,30842
"Sejuani",1.8,44.79,0.03,0.26,5285
"Ziggs",1.97,48.21,0.06,0.22,8967
"Lulu",1.85,48.42,0.11,1.28,17498
"Draven",1.61,46.13,0.09,8.13,13194
"Kha'Zix",0.43,47.08,0.03,3.25,4643
"Syndra",0.98,50.4,0.05,1.49,7177
"Kayn",0.96,45.42,0.07,3.4,11410
"Zoe",1.04,45.37,0.04,1.7,5537
"Zyra",0.56,48.38,0.02,1.79,3851
"Kai'Sa",0.35,40.34,0.05,2.67,7962
"Vel'Koz",1.62,51.44,0.08,0.71,11984
"Taliyah",0.58,44.17,0.01,0.14,1680
"Braum",0.34,36.8,0.01,0.83,2231
"Jhin",0.7,46.69,0.11,3.25,16591
"Kindred",0.85,40.9,0.02,0.32,2946
"Jinx",0.19,42.68,0.03,1.97,4543
"Senna",1.49,48.79,0.29,19.53,45597
"Ekko",1.52,47.32,0.28,29.72,43624
"Vi",1.18,44.67,0.07,0.88,10581
"Nami",0.08,37.68,0.01,0.91,1189
"Yuumi",0.74,25.34,0.03,1.44,4120
"Thresh",0.16,33.91,0.03,6.85,4317
"Rek'Sai",0.43,45.45,0.01,1.72,2167
"Ivern",1.22,38.88,0.01,0.18,1574
"Bard",0.85,43.13,0.03,0.38,4489
"Rakan",0.19,40.38,0.01,0.42,1216
"Xayah",0.14,37.38,0.01,0.99,1292
"Aphelios",1.01,41.79,0.08,42.05,12679
"Pyke",1.2,47.4,0.14,18.65,22067
"Sett",78.45,55.42,16.19,58.38,2512043
"Soraka",25.85,55.32,2.72,4.65,421444
"Cassiopeia",9.79,51.04,0.47,4.27,72932
