"champName","laneRate","winRate","pickRate","banRate","gamesPlayed"
"Twisted Fate",1.71,46.75,0.1,0.66,14080
"LeBlanc",0.88,46.26,0.06,11.9,8244
"Alistar",0.82,43.14,0.03,0.57,4585
"Sivir",0.33,38.23,0.01,0.44,1852
"Nunu",1.19,30.06,0.04,0.44,5862
"Miss Fortune",0.21,39.03,0.03,5.44,4909
"Ashe",0.85,43.89,0.13,2.86,18662
"Morgana",0.63,48.8,0.08,34.17,12071
"Evelynn",0.07,33.64,0,6.67,535
"Twitch",0.85,48.72,0.04,0.81,5324
"Amumu",1.15,49.53,0.07,1.24,10132
"Sona",0.47,43.91,0.02,0.23,2535
"Janna",0.49,41.43,0.02,0.29,3128
"Taric",1.53,44.43,0.04,0.48,6295
"Caitlyn",0.59,45.41,0.11,16.16,16605
"Blitzcrank",0.18,31.59,0.02,30.47,2789
"Katarina",1.15,48.22,0.08,8.09,12437
"Jarvan IV",1.67,45.85,0.09,0.82,13139
"Elise",0.27,43.47,0.01,7.96,1852
"Orianna",0.9,50.45,0.04,0.66,6024
"Brand",1,47.09,0.07,7.35,9893
"Lee Sin",0.46,42.1,0.07,18.18,10861
"Ezreal",0.54,43.87,0.15,10.65,22313
"Leona",0.4,40.88,0.05,24.19,6852
"Talon",1.96,46.98,0.1,4.72,14395
"Kog'Maw",1.49,49.03,0.02,0.2,3694
"Lux",0.37,47.05,0.06,4.72,9285
"Xerath",0.49,46.45,0.03,2,4030
"Ahri",0.97,50,0.07,2.66,10453
"Fizz",1.59,47.79,0.13,20.24,19452
"Varus",0.3,42.78,0.03,16.48,4677
"Nautilus",1.31,47.94,0.16,24.18,23085
"Sejuani",1.79,47.79,0.04,0.29,6340
"Ziggs",1.61,47.33,0.04,0.22,5890
"Lulu",1.2,48.58,0.11,4.76,16984
"Draven",1.74,48.55,0.08,7.35,12475
"Kha'Zix",1.01,47.28,0.05,1.9,7614
"Syndra",0.96,48.99,0.08,6.45,11370
"Zoe",0.74,45.07,0.03,2.61,3923
"Zyra",0.49,46.84,0.02,2.27,3371
"Kai'Sa",0.34,42.03,0.05,2.49,8082
"Vel'Koz",1.29,51.46,0.07,1.3,10893
"Taliyah",0.82,43.72,0.01,0.05,947
"Braum",0.46,36.23,0.02,0.81,2418
"Jhin",0.6,48.22,0.09,4.78,13558
"Kindred",0.88,43.17,0.02,0.37,2875
"Jinx",0.17,41.16,0.02,1.7,3110
"Senna",0.71,46.03,0.08,5.5,11348
"Ekko",1.56,46.78,0.24,16.54,36295
"Vi",1.4,43.49,0.06,0.62,8694
"Nami",0.09,36.69,0.01,0.46,815
"Yuumi",0.19,23.28,0.02,35.08,3673
"Thresh",0.2,32.7,0.03,7.17,4773
"Rek'Sai",0.82,45.82,0.02,1.57,3086
"Ivern",1.27,42.02,0.02,0.23,2313
"Bard",0.47,40.82,0.02,0.92,3258
"Rakan",0.16,36.68,0.01,0.32,807
"Xayah",0.18,41.87,0.01,0.6,1206
"Aphelios",0.34,41.67,0.03,10.25,3775
"Pyke",0.83,46.42,0.08,16.36,12228
"Wukong",49.44,52.03,3.56,6.14,527846
"Rengar",26.74,51.72,1.02,2.15,150998
"Fiora",96.76,50.64,6.8,8.95,1007403
"Fiddlesticks",12.04,52.44,1.01,8.9,149995
"Zac",6.56,52.36,0.52,8.03,76354
"Cassiopeia",10.49,51.82,0.58,4.57,85542
"Sett",61,50.21,7.7,14.25,1140242
